Test Model,System,Round,Score Document,Score Reference,Score Reference Document
llama4_scout,handler,second,60,100,100
llama4_scout,handler,third,64,20,40
llama4_scout,lidar,first,2,8,8
llama4_scout,lidar,second,69,0,44
llama4_scout,lidar,third,44,15,12
mistral-nemo-12b-instruct,gator,first,13,9,9
mistral-nemo-12b-instruct,gator,second,16,14,22
mistral-nemo-12b-instruct,gator,third,62,95,90
mistral-nemo-12b-instruct,gear,first,9,11,9
mistral-nemo-12b-instruct,gear,second,60,93,92
mistral-nemo-12b-instruct,gear,third,42,22,12
mistral-nemo-12b-instruct,feda,first,4,5,2
mistral-nemo-12b-instruct,feda,second,70,44,50
mistral-nemo-12b-instruct,feda,third,59,17,21
mistral-nemo-12b-instruct,man,first,10,5,5
mistral-nemo-12b-instruct,man,second,57,47,37
mistral-nemo-12b-instruct,man,third,77,14,15
mistral-nemo-12b-instruct,art,first,7,9,2
mistral-nemo-12b-instruct,art,second,40,0,5
mistral-nemo-12b-instruct,art,third,71,100,95
mistral-nemo-12b-instruct,vehros,first,9,9,8
mistral-nemo-12b-instruct,vehros,second,50,7,32
mistral-nemo-12b-instruct,vehros,third,50,24,24
mistral-nemo-12b-instruct,pendulum,first,5,8,0
mistral-nemo-12b-instruct,pendulum,second,42,22,12
mistral-nemo-12b-instruct,pendulum,third,52,46,41
mistral-nemo-12b-instruct,rigid_highway,first,11,9,8
mistral-nemo-12b-instruct,rigid_highway,second,72,77,81
mistral-nemo-12b-instruct,rigid_highway,third,35,49,45
mistral-nemo-12b-instruct,curiosity,first,12,8,5
mistral-nemo-12b-instruct,curiosity,second,46,63,60
mistral-nemo-12b-instruct,curiosity,third,79,52,42
mistral-nemo-12b-instruct,gps_imu,first,4,2,6
mistral-nemo-12b-instruct,gps_imu,second,82,83,40
mistral-nemo-12b-instruct,gps_imu,third,68,89,97
mistral-nemo-12b-instruct,mass_spring_damper,first,4,10,7
mistral-nemo-12b-instruct,mass_spring_damper,second,80,59,39
mistral-nemo-12b-instruct,mass_spring_damper,third,50,25,25
mistral-nemo-12b-instruct,uazbus,first,2,9,8
mistral-nemo-12b-instruct,uazbus,second,50,57,62
mistral-nemo-12b-instruct,uazbus,third,63,69,71
mistral-nemo-12b-instruct,scm,first,4,4,7
mistral-nemo-12b-instruct,scm,second,20,44,11
mistral-nemo-12b-instruct,scm,third,72,10,19
mistral-nemo-12b-instruct,veh_app,first,9,12,2
mistral-nemo-12b-instruct,veh_app,second,14,41,31
mistral-nemo-12b-instruct,veh_app,third,57,62,84
mistral-nemo-12b-instruct,sedan,first,6,35,8
mistral-nemo-12b-instruct,sedan,second,26,9,14
mistral-nemo-12b-instruct,sedan,third,44,17,6
mistral-nemo-12b-instruct,citybus,first,4,13,2
mistral-nemo-12b-instruct,citybus,second,60,72,31
mistral-nemo-12b-instruct,citybus,third,35,32,37
mistral-nemo-12b-instruct,beam,first,4,3,5
mistral-nemo-12b-instruct,beam,second,50,60,45
mistral-nemo-12b-instruct,beam,third,62,72,72
mistral-nemo-12b-instruct,sensros,first,2,8,8
mistral-nemo-12b-instruct,sensros,second,24,16,21
mistral-nemo-12b-instruct,sensros,third,39,67,60
mistral-nemo-12b-instruct,camera,first,2,9,11
mistral-nemo-12b-instruct,camera,second,39,83,83
mistral-nemo-12b-instruct,camera,third,12,32,27
mistral-nemo-12b-instruct,particles,first,2,9,8
mistral-nemo-12b-instruct,particles,second,62,47,57
mistral-nemo-12b-instruct,particles,third,62,47,66
mistral-nemo-12b-instruct,kraz,first,7,5,8
mistral-nemo-12b-instruct,kraz,second,53,20,20
mistral-nemo-12b-instruct,kraz,third,47,2,4
mistral-nemo-12b-instruct,m113,first,11,5,8
mistral-nemo-12b-instruct,m113,second,65,22,12
mistral-nemo-12b-instruct,m113,third,10,45,18
mistral-nemo-12b-instruct,tablecloth,first,6,10,2
mistral-nemo-12b-instruct,tablecloth,second,27,87,48
mistral-nemo-12b-instruct,tablecloth,third,49,62,66
mistral-nemo-12b-instruct,rotor,first,6,2,15
mistral-nemo-12b-instruct,rotor,second,67,97,97
mistral-nemo-12b-instruct,rotor,third,57,59,43
mistral-nemo-12b-instruct,scm_hill,first,9,5,9
mistral-nemo-12b-instruct,scm_hill,second,70,2,12
mistral-nemo-12b-instruct,scm_hill,third,74,65,57
mistral-nemo-12b-instruct,viper,first,6,3,2
mistral-nemo-12b-instruct,viper,second,70,100,99
mistral-nemo-12b-instruct,viper,third,47,60,58
mistral-nemo-12b-instruct,buckling,first,2,10,5
mistral-nemo-12b-instruct,buckling,second,54,100,95
mistral-nemo-12b-instruct,buckling,third,20,13,8
mistral-nemo-12b-instruct,slider_crank,first,7,8,8
mistral-nemo-12b-instruct,slider_crank,second,42,17,8
mistral-nemo-12b-instruct,slider_crank,third,55,66,70
mistral-nemo-12b-instruct,turtlebot,first,7,8,2
mistral-nemo-12b-instruct,turtlebot,second,62,83,72
mistral-nemo-12b-instruct,turtlebot,third,45,24,32
mistral-nemo-12b-instruct,rigid_multipatches,first,9,9,8
mistral-nemo-12b-instruct,rigid_multipatches,second,60,62,54
mistral-nemo-12b-instruct,rigid_multipatches,third,59,80,88
mistral-nemo-12b-instruct,cable,first,2,2,4
mistral-nemo-12b-instruct,cable,second,97,100,100
mistral-nemo-12b-instruct,cable,third,18,4,4
mistral-nemo-12b-instruct,hmmwv,first,0,0,0
mistral-nemo-12b-instruct,hmmwv,second,75,67,38
mistral-nemo-12b-instruct,hmmwv,third,77,44,56
mistral-nemo-12b-instruct,handler,first,34,12,7
mistral-nemo-12b-instruct,handler,second,35,40,60
mistral-nemo-12b-instruct,handler,third,40,19,7
mistral-nemo-12b-instruct,lidar,first,4,9,8
mistral-nemo-12b-instruct,lidar,second,25,42,19
mistral-nemo-12b-instruct,lidar,third,2,5,2
mixtral-8x22b-instruct-v0.1,gator,first,8,0,8
mixtral-8x22b-instruct-v0.1,gator,second,40,40,37
mixtral-8x22b-instruct-v0.1,gator,third,70,95,93
mixtral-8x22b-instruct-v0.1,gear,first,29,2,4
mixtral-8x22b-instruct-v0.1,gear,second,82,100,99
mixtral-8x22b-instruct-v0.1,gear,third,33,22,65
mixtral-8x22b-instruct-v0.1,feda,first,34,9,2
mixtral-8x22b-instruct-v0.1,feda,second,54,56,61
mixtral-8x22b-instruct-v0.1,feda,third,49,20,21
mixtral-8x22b-instruct-v0.1,man,first,32,37,7
mixtral-8x22b-instruct-v0.1,man,second,82,87,62
mixtral-8x22b-instruct-v0.1,man,third,59,31,16
mixtral-8x22b-instruct-v0.1,art,first,52,40,36
mixtral-8x22b-instruct-v0.1,art,second,46,98,98
mixtral-8x22b-instruct-v0.1,art,third,72,98,100
mixtral-8x22b-instruct-v0.1,vehros,first,10,18,7
mixtral-8x22b-instruct-v0.1,vehros,second,81,42,42
mixtral-8x22b-instruct-v0.1,vehros,third,37,7,2
mixtral-8x22b-instruct-v0.1,pendulum,first,7,10,9
mixtral-8x22b-instruct-v0.1,pendulum,second,57,60,27
mixtral-8x22b-instruct-v0.1,pendulum,third,94,64,39
mixtral-8x22b-instruct-v0.1,rigid_highway,first,30,13,10
mixtral-8x22b-instruct-v0.1,rigid_highway,second,58,60,51
mixtral-8x22b-instruct-v0.1,rigid_highway,third,65,95,95
mixtral-8x22b-instruct-v0.1,curiosity,first,17,10,9
mixtral-8x22b-instruct-v0.1,curiosity,second,67,74,77
mixtral-8x22b-instruct-v0.1,curiosity,third,52,49,59
mixtral-8x22b-instruct-v0.1,gps_imu,first,10,9,10
mixtral-8x22b-instruct-v0.1,gps_imu,second,72,37,41
mixtral-8x22b-instruct-v0.1,gps_imu,third,78,100,87
mixtral-8x22b-instruct-v0.1,mass_spring_damper,first,8,10,8
mixtral-8x22b-instruct-v0.1,mass_spring_damper,second,57,32,35
mixtral-8x22b-instruct-v0.1,mass_spring_damper,third,75,17,27
mixtral-8x22b-instruct-v0.1,uazbus,first,5,5,5
mixtral-8x22b-instruct-v0.1,uazbus,second,58,47,82
mixtral-8x22b-instruct-v0.1,uazbus,third,52,41,47
mixtral-8x22b-instruct-v0.1,scm,first,35,39,14
mixtral-8x22b-instruct-v0.1,scm,second,60,70,48
mixtral-8x22b-instruct-v0.1,scm,third,56,23,6
mixtral-8x22b-instruct-v0.1,veh_app,first,4,12,6
mixtral-8x22b-instruct-v0.1,veh_app,second,57,24,31
mixtral-8x22b-instruct-v0.1,veh_app,third,54,47,51
mixtral-8x22b-instruct-v0.1,sedan,first,21,27,9
mixtral-8x22b-instruct-v0.1,sedan,second,62,34,27
mixtral-8x22b-instruct-v0.1,sedan,third,2,6,11
mixtral-8x22b-instruct-v0.1,citybus,first,60,30,40
mixtral-8x22b-instruct-v0.1,citybus,second,67,70,67
mixtral-8x22b-instruct-v0.1,citybus,third,57,85,73
mixtral-8x22b-instruct-v0.1,beam,first,10,4,9
mixtral-8x22b-instruct-v0.1,beam,second,57,35,50
mixtral-8x22b-instruct-v0.1,beam,third,55,70,57
mixtral-8x22b-instruct-v0.1,sensros,first,17,12,8
mixtral-8x22b-instruct-v0.1,sensros,second,35,44,55
mixtral-8x22b-instruct-v0.1,sensros,third,27,82,80
mixtral-8x22b-instruct-v0.1,camera,first,9,20,9
mixtral-8x22b-instruct-v0.1,camera,second,56,100,92
mixtral-8x22b-instruct-v0.1,camera,third,32,60,85
mixtral-8x22b-instruct-v0.1,particles,first,2,12,10
mixtral-8x22b-instruct-v0.1,particles,second,55,47,65
mixtral-8x22b-instruct-v0.1,particles,third,45,68,57
mixtral-8x22b-instruct-v0.1,kraz,first,4,9,2
mixtral-8x22b-instruct-v0.1,kraz,second,49,52,44
mixtral-8x22b-instruct-v0.1,kraz,third,46,11,11
mixtral-8x22b-instruct-v0.1,m113,first,33,18,14
mixtral-8x22b-instruct-v0.1,m113,second,76,40,42
mixtral-8x22b-instruct-v0.1,m113,third,67,62,50
mixtral-8x22b-instruct-v0.1,tablecloth,first,6,2,0
mixtral-8x22b-instruct-v0.1,tablecloth,second,17,38,25
mixtral-8x22b-instruct-v0.1,tablecloth,third,22,70,72
mixtral-8x22b-instruct-v0.1,rotor,first,50,40,32
mixtral-8x22b-instruct-v0.1,rotor,second,49,97,87
mixtral-8x22b-instruct-v0.1,rotor,third,69,72,67
mixtral-8x22b-instruct-v0.1,scm_hill,first,0,8,2
mixtral-8x22b-instruct-v0.1,scm_hill,second,68,19,24
mixtral-8x22b-instruct-v0.1,scm_hill,third,72,70,76
mixtral-8x22b-instruct-v0.1,viper,first,0,15,22
mixtral-8x22b-instruct-v0.1,viper,second,85,100,100
mixtral-8x22b-instruct-v0.1,viper,third,60,67,42
mixtral-8x22b-instruct-v0.1,buckling,first,5,7,2
mixtral-8x22b-instruct-v0.1,buckling,second,44,95,100
mixtral-8x22b-instruct-v0.1,buckling,third,40,3,10
mixtral-8x22b-instruct-v0.1,slider_crank,first,50,45,50
mixtral-8x22b-instruct-v0.1,slider_crank,second,80,67,64
mixtral-8x22b-instruct-v0.1,slider_crank,third,59,58,60
mixtral-8x22b-instruct-v0.1,turtlebot,first,45,35,25
mixtral-8x22b-instruct-v0.1,turtlebot,second,82,85,70
mixtral-8x22b-instruct-v0.1,turtlebot,third,17,25,0
mixtral-8x22b-instruct-v0.1,rigid_multipatches,first,33,32,7
mixtral-8x22b-instruct-v0.1,rigid_multipatches,second,85,46,52
mixtral-8x22b-instruct-v0.1,rigid_multipatches,third,50,90,97
mixtral-8x22b-instruct-v0.1,cable,first,14,9,5
mixtral-8x22b-instruct-v0.1,cable,second,65,100,100
mixtral-8x22b-instruct-v0.1,cable,third,60,22,23
mixtral-8x22b-instruct-v0.1,hmmwv,first,37,19,9
mixtral-8x22b-instruct-v0.1,hmmwv,second,77,48,46
mixtral-8x22b-instruct-v0.1,hmmwv,third,77,57,55
mixtral-8x22b-instruct-v0.1,handler,first,26,15,14
mixtral-8x22b-instruct-v0.1,handler,second,59,100,100
mixtral-8x22b-instruct-v0.1,handler,third,95,16,44
mixtral-8x22b-instruct-v0.1,lidar,first,17,29,8
mixtral-8x22b-instruct-v0.1,lidar,second,27,47,42
mixtral-8x22b-instruct-v0.1,lidar,third,44,16,10
llama3.3-70b-sft1,gator,first,58,18,52
llama3.3-70b-sft1,gator,second,80,67,59
llama3.3-70b-sft1,gator,third,61,80,87
llama3.3-70b-sft1,gear,first,39,18,25
llama3.3-70b-sft1,gear,second,85,93,83
llama3.3-70b-sft1,gear,third,50,14,10
llama3.3-70b-sft1,feda,first,46,2,5
llama3.3-70b-sft1,feda,second,61,65,84
llama3.3-70b-sft1,feda,third,55,31,15
llama3.3-70b-sft1,man,first,77,33,5
llama3.3-70b-sft1,man,second,75,88,78
llama3.3-70b-sft1,man,third,50,5,7
llama3.3-70b-sft1,art,first,80,9,12
llama3.3-70b-sft1,art,second,57,100,92
llama3.3-70b-sft1,art,third,65,100,98
llama3.3-70b-sft1,vehros,first,40,45,43
llama3.3-70b-sft1,vehros,second,39,15,4
llama3.3-70b-sft1,vehros,third,57,20,8
llama3.3-70b-sft1,pendulum,first,38,43,26
llama3.3-70b-sft1,pendulum,second,32,55,53
llama3.3-70b-sft1,pendulum,third,54,75,77
llama3.3-70b-sft1,rigid_highway,first,86,3,24
llama3.3-70b-sft1,rigid_highway,second,75,83,80
llama3.3-70b-sft1,rigid_highway,third,72,100,100
llama3.3-70b-sft1,curiosity,first,35,58,51
llama3.3-70b-sft1,curiosity,second,80,20,80
llama3.3-70b-sft1,curiosity,third,52,39,55
llama3.3-70b-sft1,gps_imu,first,43,2,3
llama3.3-70b-sft1,gps_imu,second,65,52,44
llama3.3-70b-sft1,gps_imu,third,60,80,60
llama3.3-70b-sft1,mass_spring_damper,first,47,21,40
llama3.3-70b-sft1,mass_spring_damper,second,33,37,15
llama3.3-70b-sft1,mass_spring_damper,third,86,68,50
llama3.3-70b-sft1,uazbus,first,83,33,20
llama3.3-70b-sft1,uazbus,second,55,32,57
llama3.3-70b-sft1,uazbus,third,91,47,37
llama3.3-70b-sft1,scm,first,37,7,2
llama3.3-70b-sft1,scm,second,74,82,82
llama3.3-70b-sft1,scm,third,30,20,14
llama3.3-70b-sft1,veh_app,first,25,31,5
llama3.3-70b-sft1,veh_app,second,50,17,32
llama3.3-70b-sft1,veh_app,third,52,75,74
llama3.3-70b-sft1,sedan,first,79,14,12
llama3.3-70b-sft1,sedan,second,41,52,30
llama3.3-70b-sft1,sedan,third,62,19,25
llama3.3-70b-sft1,citybus,first,68,21,2
llama3.3-70b-sft1,citybus,second,80,100,100
llama3.3-70b-sft1,citybus,third,65,100,100
llama3.3-70b-sft1,beam,first,42,9,4
llama3.3-70b-sft1,beam,second,75,75,75
llama3.3-70b-sft1,beam,third,77,75,69
llama3.3-70b-sft1,sensros,first,4,9,2
llama3.3-70b-sft1,sensros,second,39,49,51
llama3.3-70b-sft1,sensros,third,14,100,100
llama3.3-70b-sft1,camera,first,32,51,36
llama3.3-70b-sft1,camera,second,79,35,70
llama3.3-70b-sft1,camera,third,57,68,69
llama3.3-70b-sft1,particles,first,0,27,2
llama3.3-70b-sft1,particles,second,62,69,75
llama3.3-70b-sft1,particles,third,65,56,55
llama3.3-70b-sft1,kraz,first,54,2,5
llama3.3-70b-sft1,kraz,second,48,70,42
llama3.3-70b-sft1,kraz,third,63,33,45
llama3.3-70b-sft1,m113,first,80,6,26
llama3.3-70b-sft1,m113,second,63,33,29
llama3.3-70b-sft1,m113,third,64,39,43
llama3.3-70b-sft1,tablecloth,first,43,7,10
llama3.3-70b-sft1,tablecloth,second,54,83,56
llama3.3-70b-sft1,tablecloth,third,32,68,67
llama3.3-70b-sft1,rotor,first,39,9,9
llama3.3-70b-sft1,rotor,second,50,100,95
llama3.3-70b-sft1,rotor,third,57,59,61
llama3.3-70b-sft1,scm_hill,first,55,44,14
llama3.3-70b-sft1,scm_hill,second,80,39,60
llama3.3-70b-sft1,scm_hill,third,62,74,83
llama3.3-70b-sft1,viper,first,60,36,20
llama3.3-70b-sft1,viper,second,64,100,100
llama3.3-70b-sft1,viper,third,38,29,18
llama3.3-70b-sft1,buckling,first,4,5,5
llama3.3-70b-sft1,buckling,second,65,88,93
llama3.3-70b-sft1,buckling,third,25,5,8
llama3.3-70b-sft1,slider_crank,first,49,40,30
llama3.3-70b-sft1,slider_crank,second,54,53,47
llama3.3-70b-sft1,slider_crank,third,54,82,43
llama3.3-70b-sft1,turtlebot,first,35,8,8
llama3.3-70b-sft1,turtlebot,second,74,70,77
llama3.3-70b-sft1,turtlebot,third,8,16,4
llama3.3-70b-sft1,rigid_multipatches,first,82,4,11
llama3.3-70b-sft1,rigid_multipatches,second,61,32,29
llama3.3-70b-sft1,rigid_multipatches,third,47,90,87
llama3.3-70b-sft1,cable,first,50,2,2
llama3.3-70b-sft1,cable,second,58,89,95
llama3.3-70b-sft1,cable,third,52,17,7
llama3.3-70b-sft1,hmmwv,first,75,50,52
llama3.3-70b-sft1,hmmwv,second,84,28,51
llama3.3-70b-sft1,hmmwv,third,83,70,39
llama3.3-70b-sft1,handler,first,72,83,95
llama3.3-70b-sft1,handler,second,75,100,100
llama3.3-70b-sft1,handler,third,48,17,12
llama3.3-70b-sft1,lidar,first,26,36,18
llama3.3-70b-sft1,lidar,second,43,32,55
llama3.3-70b-sft1,lidar,third,28,4,22
llama3.1-8b-lora1,gator,first,46,8,8
llama3.1-8b-lora1,gator,second,69,34,27
llama3.1-8b-lora1,gator,third,75,90,90
llama3.1-8b-lora1,gear,first,17,37,26
llama3.1-8b-lora1,gear,second,47,93,91
llama3.1-8b-lora1,gear,third,27,15,8
llama3.1-8b-lora1,feda,first,45,22,0
llama3.1-8b-lora1,feda,second,62,59,37
llama3.1-8b-lora1,feda,third,70,5,9
llama3.1-8b-lora1,man,first,87,16,40
llama3.1-8b-lora1,man,second,59,70,74
llama3.1-8b-lora1,man,third,53,21,12
llama3.1-8b-lora1,art,first,32,11,4
llama3.1-8b-lora1,art,second,67,100,100
llama3.1-8b-lora1,art,third,67,100,100
llama3.1-8b-lora1,vehros,first,9,9,2
llama3.1-8b-lora1,vehros,second,37,15,33
llama3.1-8b-lora1,vehros,third,25,9,0
llama3.1-8b-lora1,pendulum,first,5,9,4
llama3.1-8b-lora1,pendulum,second,0,14,12
llama3.1-8b-lora1,pendulum,third,20,22,40
llama3.1-8b-lora1,rigid_highway,first,9,4,12
llama3.1-8b-lora1,rigid_highway,second,75,83,52
llama3.1-8b-lora1,rigid_highway,third,70,95,100
llama3.1-8b-lora1,curiosity,first,17,16,4
llama3.1-8b-lora1,curiosity,second,40,80,80
llama3.1-8b-lora1,curiosity,third,75,39,0
llama3.1-8b-lora1,gps_imu,first,4,6,2
llama3.1-8b-lora1,gps_imu,second,43,44,52
llama3.1-8b-lora1,gps_imu,third,77,79,87
llama3.1-8b-lora1,mass_spring_damper,first,11,10,45
llama3.1-8b-lora1,mass_spring_damper,second,12,30,13
llama3.1-8b-lora1,mass_spring_damper,third,55,40,28
llama3.1-8b-lora1,uazbus,first,27,4,6
llama3.1-8b-lora1,uazbus,second,45,34,22
llama3.1-8b-lora1,uazbus,third,35,23,14
llama3.1-8b-lora1,scm,first,4,3,6
llama3.1-8b-lora1,scm,second,79,25,23
llama3.1-8b-lora1,scm,third,24,16,13
llama3.1-8b-lora1,veh_app,first,40,10,19
llama3.1-8b-lora1,veh_app,second,30,26,17
llama3.1-8b-lora1,veh_app,third,2,24,15
llama3.1-8b-lora1,sedan,first,0,0,1
llama3.1-8b-lora1,sedan,second,14,6,10
llama3.1-8b-lora1,sedan,third,55,18,8
llama3.1-8b-lora1,citybus,first,49,12,11
llama3.1-8b-lora1,citybus,second,60,59,36
llama3.1-8b-lora1,citybus,third,53,85,83
llama3.1-8b-lora1,beam,first,25,9,9
llama3.1-8b-lora1,beam,second,40,25,14
llama3.1-8b-lora1,beam,third,74,52,72
llama3.1-8b-lora1,sensros,first,19,9,8
llama3.1-8b-lora1,sensros,second,79,22,69
llama3.1-8b-lora1,sensros,third,41,97,98
llama3.1-8b-lora1,camera,first,0,2,0
llama3.1-8b-lora1,camera,second,59,62,59
llama3.1-8b-lora1,camera,third,22,62,71
llama3.1-8b-lora1,particles,first,1,2,2
llama3.1-8b-lora1,particles,second,72,77,75
llama3.1-8b-lora1,particles,third,64,57,48
llama3.1-8b-lora1,kraz,first,45,3,2
llama3.1-8b-lora1,kraz,second,71,63,40
llama3.1-8b-lora1,kraz,third,6,2,7
llama3.1-8b-lora1,m113,first,58,10,15
llama3.1-8b-lora1,m113,second,42,25,32
llama3.1-8b-lora1,m113,third,33,72,57
llama3.1-8b-lora1,tablecloth,first,0,2,15
llama3.1-8b-lora1,tablecloth,second,50,65,19
llama3.1-8b-lora1,tablecloth,third,22,20,14
llama3.1-8b-lora1,rotor,first,2,0,2
llama3.1-8b-lora1,rotor,second,52,73,84
llama3.1-8b-lora1,rotor,third,49,36,12
llama3.1-8b-lora1,scm_hill,first,29,5,2
llama3.1-8b-lora1,scm_hill,second,55,34,13
llama3.1-8b-lora1,scm_hill,third,73,75,59
llama3.1-8b-lora1,viper,first,32,15,10
llama3.1-8b-lora1,viper,second,77,100,97
llama3.1-8b-lora1,viper,third,49,64,59
llama3.1-8b-lora1,buckling,first,2,5,2
llama3.1-8b-lora1,buckling,second,7,44,33
llama3.1-8b-lora1,buckling,third,49,4,5
llama3.1-8b-lora1,slider_crank,first,2,2,8
llama3.1-8b-lora1,slider_crank,second,47,63,67
llama3.1-8b-lora1,slider_crank,third,58,55,55
llama3.1-8b-lora1,turtlebot,first,0,5,2
llama3.1-8b-lora1,turtlebot,second,72,70,59
llama3.1-8b-lora1,turtlebot,third,27,5,12
llama3.1-8b-lora1,rigid_multipatches,first,15,4,2
llama3.1-8b-lora1,rigid_multipatches,second,40,39,32
llama3.1-8b-lora1,rigid_multipatches,third,83,90,90
llama3.1-8b-lora1,cable,first,2,9,5
llama3.1-8b-lora1,cable,second,47,97,95
llama3.1-8b-lora1,cable,third,12,11,6
llama3.1-8b-lora1,hmmwv,first,0,9,6
llama3.1-8b-lora1,hmmwv,second,78,77,30
llama3.1-8b-lora1,hmmwv,third,40,12,24
llama3.1-8b-lora1,handler,first,17,43,7
llama3.1-8b-lora1,handler,second,70,100,100
llama3.1-8b-lora1,handler,third,54,13,7
llama3.1-8b-lora1,lidar,first,40,13,15
llama3.1-8b-lora1,lidar,second,7,49,45
llama3.1-8b-lora1,lidar,third,4,11,8
llama4_maverick,gator,first,65,3,4
llama4_maverick,gator,second,85,56,27
llama4_maverick,gator,third,50,57,75
llama4_maverick,gear,first,12,10,12
llama4_maverick,gear,second,65,95,93
llama4_maverick,gear,third,37,22,12
llama4_maverick,feda,first,79,20,10
llama4_maverick,feda,second,72,80,72
llama4_maverick,feda,third,64,47,38
llama4_maverick,man,first,15,5,9
llama4_maverick,man,second,70,45,44
llama4_maverick,man,third,59,19,27
llama4_maverick,art,first,73,7,9
llama4_maverick,art,second,76,75,79
llama4_maverick,art,third,82,90,83
llama4_maverick,vehros,first,2,12,13
llama4_maverick,vehros,second,78,24,30
llama4_maverick,vehros,third,85,35,14
llama4_maverick,pendulum,first,14,16,8
llama4_maverick,pendulum,second,59,35,92
llama4_maverick,pendulum,third,62,62,52
llama4_maverick,rigid_highway,first,38,6,5
llama4_maverick,rigid_highway,second,63,62,93
llama4_maverick,rigid_highway,third,78,98,68
llama4_maverick,curiosity,first,15,13,12
llama4_maverick,curiosity,second,55,70,60
llama4_maverick,curiosity,third,49,55,40
llama4_maverick,gps_imu,first,17,4,12
llama4_maverick,gps_imu,second,67,18,48
llama4_maverick,gps_imu,third,67,80,92
llama4_maverick,mass_spring_damper,first,67,24,13
llama4_maverick,mass_spring_damper,second,62,63,59
llama4_maverick,mass_spring_damper,third,50,59,30
llama4_maverick,uazbus,first,15,3,2
llama4_maverick,uazbus,second,85,39,52
llama4_maverick,uazbus,third,57,30,22
llama4_maverick,scm,first,14,9,9
llama4_maverick,scm,second,82,85,23
