Model,System,Round,Avg Score Document,Avg Score Reference,Avg Score Ref+Doc,Num Judges
mistral-medium-3-instruct,gps_imu,third,47.0,81.0,77.0,3
mistral-medium-3-instruct,mass_spring_damper,first,45.0,30.0,30.67,3
mistral-medium-3-instruct,mass_spring_damper,second,43.0,39.0,49.0,3
mistral-medium-3-instruct,mass_spring_damper,third,56.0,61.33,60.67,3
mistral-medium-3-instruct,uazbus,first,39.33,8.0,25.33,3
mistral-medium-3-instruct,uazbus,second,42.67,70.0,69.67,3
mistral-medium-3-instruct,uazbus,third,22.67,54.33,60.67,3
mistral-medium-3-instruct,scm,first,17.67,16.0,7.0,3
mistral-medium-3-instruct,scm,second,48.0,80.33,66.0,3
mistral-medium-3-instruct,scm,third,45.67,55.33,48.67,3
mistral-medium-3-instruct,veh_app,first,64.0,23.0,18.33,3
mistral-medium-3-instruct,veh_app,second,43.33,39.33,34.33,3
mistral-medium-3-instruct,veh_app,third,61.33,37.67,55.33,3
mistral-medium-3-instruct,sedan,first,9.67,10.0,17.0,3
mistral-medium-3-instruct,sedan,second,39.33,43.67,44.67,3
mistral-medium-3-instruct,sedan,third,44.0,32.67,37.0,3
mistral-medium-3-instruct,citybus,first,41.33,21.67,14.33,3
mistral-medium-3-instruct,citybus,second,43.33,73.0,72.0,3
mistral-medium-3-instruct,citybus,third,48.33,89.0,73.33,3
mistral-medium-3-instruct,beam,first,28.67,32.0,18.0,3
mistral-medium-3-instruct,beam,second,33.33,46.67,52.33,3
mistral-medium-3-instruct,beam,third,47.0,69.0,81.33,3
mistral-medium-3-instruct,sensros,first,41.33,22.33,24.67,3
mistral-medium-3-instruct,sensros,second,33.67,57.33,64.0,3
mistral-medium-3-instruct,sensros,third,35.67,70.67,79.0,3
mistral-medium-3-instruct,camera,first,49.33,25.67,20.33,3
mistral-medium-3-instruct,camera,second,42.0,68.0,62.0,3
mistral-medium-3-instruct,camera,third,35.67,53.33,52.33,3
mistral-medium-3-instruct,particles,first,43.0,30.67,31.67,3
mistral-medium-3-instruct,particles,second,75.67,66.33,67.33,3
mistral-medium-3-instruct,particles,third,60.67,76.67,73.33,3
mistral-medium-3-instruct,kraz,first,26.33,27.33,25.33,3
mistral-medium-3-instruct,kraz,second,68.0,63.67,63.33,2
mistral-medium-3-instruct,kraz,third,30.0,33.33,20.33,3
mistral-medium-3-instruct,m113,first,9.67,22.33,11.33,3
mistral-medium-3-instruct,m113,second,49.67,43.33,42.67,3
mistral-medium-3-instruct,m113,third,42.33,36.67,44.33,3
mistral-medium-3-instruct,tablecloth,first,38.0,18.67,23.33,3
mistral-medium-3-instruct,tablecloth,second,31.67,71.0,66.0,3
mistral-medium-3-instruct,tablecloth,third,47.67,54.33,52.0,3
mistral-medium-3-instruct,rotor,first,76.67,2.33,21.0,3
mistral-medium-3-instruct,rotor,second,53.67,74.0,57.33,3
mistral-medium-3-instruct,rotor,third,59.0,72.0,71.33,3
mistral-medium-3-instruct,scm_hill,first,56.33,31.0,4.33,3
mistral-medium-3-instruct,scm_hill,second,51.0,32.33,34.67,3
mistral-medium-3-instruct,scm_hill,third,54.67,51.67,46.33,3
mistral-medium-3-instruct,viper,first,15.33,25.0,37.0,3
mistral-medium-3-instruct,viper,second,69.33,67.0,68.0,3
mistral-medium-3-instruct,viper,third,70.0,51.0,34.33,3
mistral-medium-3-instruct,buckling,first,23.0,27.33,21.0,3
mistral-medium-3-instruct,buckling,second,59.0,83.0,78.33,3
mistral-medium-3-instruct,buckling,third,58.0,8.33,18.33,3
mistral-medium-3-instruct,slider_crank,first,57.67,28.0,28.0,3
mistral-medium-3-instruct,slider_crank,second,67.0,71.67,48.33,3
mistral-medium-3-instruct,slider_crank,third,64.67,52.67,58.0,3
mistral-medium-3-instruct,turtlebot,first,38.67,18.0,18.33,3
mistral-medium-3-instruct,turtlebot,second,42.33,45.33,70.0,3
mistral-medium-3-instruct,turtlebot,third,34.0,45.33,28.67,3
mistral-medium-3-instruct,rigid_multipatches,first,52.33,12.33,30.0,3
mistral-medium-3-instruct,rigid_multipatches,second,31.33,59.67,58.0,3
mistral-medium-3-instruct,rigid_multipatches,third,32.67,88.0,68.33,3
mistral-medium-3-instruct,cable,first,23.67,15.67,27.33,3
mistral-medium-3-instruct,cable,second,63.33,84.0,75.67,3
mistral-medium-3-instruct,cable,third,50.67,38.33,40.0,3
mistral-medium-3-instruct,hmmwv,first,12.0,29.0,18.33,3
mistral-medium-3-instruct,hmmwv,second,76.67,41.0,41.67,3
mistral-medium-3-instruct,hmmwv,third,49.0,43.0,56.33,3
mistral-medium-3-instruct,handler,first,14.33,27.33,13.0,3
mistral-medium-3-instruct,handler,second,59.67,70.0,64.33,3
mistral-medium-3-instruct,handler,third,42.0,39.0,31.67,3
mistral-medium-3-instruct,lidar,first,39.0,29.0,33.33,3
mistral-medium-3-instruct,lidar,second,46.33,52.67,52.33,3
mistral-medium-3-instruct,lidar,third,27.0,15.67,31.0,3
llama4_scout,gator,first,9.0,9.67,7.67,3
llama4_scout,gator,second,57.67,57.33,67.33,3
llama4_scout,gator,third,48.33,88.67,76.67,3
llama4_scout,gear,first,8.33,29.67,32.0,3
llama4_scout,gear,second,54.67,90.0,67.67,3
llama4_scout,gear,third,26.67,53.33,64.33,3
llama4_scout,feda,first,13.0,14.67,8.33,3
llama4_scout,feda,second,54.33,69.67,79.0,3
llama4_scout,feda,third,51.0,42.0,42.0,3
llama4_scout,man,first,11.0,14.67,22.0,2
llama4_scout,man,second,13.0,61.0,39.33,3
llama4_scout,man,third,57.67,41.0,42.0,3
llama4_scout,art,first,10.33,12.0,3.67,3
llama4_scout,art,second,57.67,88.33,86.67,3
llama4_scout,art,third,40.67,90.0,71.33,3
llama4_scout,vehros,first,20.67,8.33,23.33,3
llama4_scout,vehros,second,59.33,47.0,29.0,3
llama4_scout,vehros,third,43.0,42.67,44.0,3
llama4_scout,pendulum,first,16.33,17.67,12.33,3
llama4_scout,pendulum,second,39.33,52.33,65.0,3
llama4_scout,pendulum,third,47.5,46.0,58.33,2
llama4_scout,rigid_highway,first,19.33,9.33,8.67,3
llama4_scout,rigid_highway,second,47.0,77.67,77.33,3
llama4_scout,rigid_highway,third,66.67,63.0,80.0,3
llama4_scout,curiosity,first,9.67,12.67,13.67,3
llama4_scout,curiosity,second,57.33,66.0,45.0,3
llama4_scout,curiosity,third,60.33,57.67,44.67,3
llama4_scout,gps_imu,first,19.33,12.33,7.0,3
llama4_scout,gps_imu,second,54.0,66.67,55.33,3
llama4_scout,gps_imu,third,27.67,87.0,82.67,3
llama4_scout,mass_spring_damper,first,43.33,19.0,22.0,3
llama4_scout,mass_spring_damper,second,63.33,58.67,49.0,3
llama4_scout,mass_spring_damper,third,30.67,48.67,16.33,3
llama4_scout,uazbus,first,19.33,26.33,26.0,3
llama4_scout,uazbus,second,58.67,65.33,65.0,3
llama4_scout,uazbus,third,52.0,30.67,51.33,3
llama4_scout,scm,first,22.33,21.67,6.33,3
llama4_scout,scm,second,34.67,60.0,67.67,3
llama4_scout,scm,third,25.33,45.67,31.33,3
llama4_scout,veh_app,first,32.33,20.33,12.67,3
llama4_scout,veh_app,second,50.67,38.67,51.33,3
llama4_scout,veh_app,third,56.33,74.33,75.0,3
llama4_scout,sedan,first,11.33,15.0,11.33,3
llama4_scout,sedan,second,46.67,50.0,49.0,3
llama4_scout,sedan,third,58.33,19.67,41.0,3
llama4_scout,citybus,first,14.67,12.67,7.67,3
llama4_scout,citybus,second,33.0,65.33,55.67,3
llama4_scout,citybus,third,60.33,66.33,51.67,3
llama4_scout,beam,first,23.0,28.33,23.67,3
llama4_scout,beam,second,18.67,43.67,30.33,3
llama4_scout,beam,third,45.67,73.67,66.0,3
llama4_scout,sensros,first,7.0,15.67,11.0,3
llama4_scout,sensros,second,47.67,57.0,60.0,3
llama4_scout,sensros,third,29.0,74.0,64.0,3
llama4_scout,camera,first,26.0,7.67,2.33,3
llama4_scout,camera,second,49.67,65.67,78.67,3
llama4_scout,camera,third,29.67,50.67,52.33,3
llama4_scout,particles,first,15.0,25.0,16.0,3
llama4_scout,particles,second,51.0,71.33,68.33,3
llama4_scout,particles,third,65.67,76.33,50.33,3
llama4_scout,kraz,first,10.33,27.0,6.33,3
llama4_scout,kraz,second,37.67,48.67,47.0,3
llama4_scout,kraz,third,47.0,29.33,23.67,3
llama4_scout,m113,first,22.0,12.0,3.67,3
llama4_scout,m113,second,40.0,32.33,31.33,3
llama4_scout,m113,third,52.0,39.33,50.67,3
llama4_scout,tablecloth,first,35.0,13.67,21.0,3
llama4_scout,tablecloth,second,31.0,67.33,55.67,3
llama4_scout,tablecloth,third,27.33,50.0,48.67,3
llama4_scout,rotor,first,22.67,13.33,12.0,3
llama4_scout,rotor,second,30.67,64.0,69.67,3
llama4_scout,rotor,third,54.0,48.67,55.67,3
llama4_scout,scm_hill,first,6.67,8.0,11.33,3
llama4_scout,scm_hill,second,74.33,42.0,49.0,3
llama4_scout,scm_hill,third,41.67,58.0,59.33,3
llama4_scout,viper,first,22.33,27.0,15.0,3
llama4_scout,viper,second,46.67,72.0,75.0,3
llama4_scout,viper,third,63.67,25.5,35.67,3
llama4_scout,buckling,first,16.33,28.33,18.67,3
llama4_scout,buckling,second,44.67,57.0,69.0,3
llama4_scout,buckling,third,48.0,24.67,31.33,3
llama4_scout,slider_crank,first,28.0,17.0,18.67,3
llama4_scout,slider_crank,second,40.33,37.0,49.0,3
llama4_scout,slider_crank,third,47.0,68.33,51.33,3
llama4_scout,turtlebot,first,14.33,23.67,18.67,3
llama4_scout,turtlebot,second,62.0,49.67,47.67,3
llama4_scout,turtlebot,third,42.67,36.33,24.67,3
llama4_scout,rigid_multipatches,first,23.33,14.67,12.67,3
llama4_scout,rigid_multipatches,second,60.0,45.67,44.67,3
llama4_scout,rigid_multipatches,third,59.0,59.0,57.0,3
llama4_scout,cable,first,34.0,23.33,23.0,3
llama4_scout,cable,second,46.67,81.0,81.67,3
llama4_scout,cable,third,39.67,45.33,32.33,3
llama4_scout,hmmwv,first,34.0,17.33,11.33,3
llama4_scout,hmmwv,second,31.0,53.33,46.33,3
llama4_scout,hmmwv,third,54.67,64.67,55.0,3
llama4_scout,handler,first,20.33,8.33,25.33,3
llama4_scout,handler,second,52.0,87.0,59.33,3
llama4_scout,handler,third,65.0,37.33,43.0,3
llama4_scout,lidar,first,24.67,24.33,9.67,3
llama4_scout,lidar,second,42.0,39.0,34.33,3
llama4_scout,lidar,third,32.33,24.67,21.0,3
mistral-nemo-12b-instruct,gator,first,9.67,24.0,15.0,3
mistral-nemo-12b-instruct,gator,second,36.67,45.33,30.33,3
mistral-nemo-12b-instruct,gator,third,47.67,85.33,60.33,3
mistral-nemo-12b-instruct,gear,first,10.0,7.33,19.67,3
mistral-nemo-12b-instruct,gear,second,54.33,91.0,79.33,3
mistral-nemo-12b-instruct,gear,third,61.0,45.0,48.33,3
mistral-nemo-12b-instruct,feda,first,14.67,19.67,24.0,3
mistral-nemo-12b-instruct,feda,second,48.0,61.33,74.0,3
mistral-nemo-12b-instruct,feda,third,51.33,17.33,48.33,3
mistral-nemo-12b-instruct,man,first,18.67,20.0,7.67,3
mistral-nemo-12b-instruct,man,second,36.67,33.67,29.0,3
mistral-nemo-12b-instruct,man,third,21.0,17.33,31.67,3
mistral-nemo-12b-instruct,art,first,12.0,30.0,8.33,3
mistral-nemo-12b-instruct,art,second,20.67,38.67,26.67,3
mistral-nemo-12b-instruct,art,third,50.0,88.33,84.0,3
mistral-nemo-12b-instruct,vehros,first,20.67,24.0,13.0,3
mistral-nemo-12b-instruct,vehros,second,39.67,37.0,36.67,3
mistral-nemo-12b-instruct,vehros,third,16.33,17.33,6.0,3
mistral-nemo-12b-instruct,pendulum,first,23.33,25.33,27.0,3
mistral-nemo-12b-instruct,pendulum,second,68.0,49.0,52.0,3
mistral-nemo-12b-instruct,pendulum,third,62.67,27.67,31.67,3
mistral-nemo-12b-instruct,rigid_highway,first,16.33,17.0,29.33,3
mistral-nemo-12b-instruct,rigid_highway,second,40.67,72.33,52.67,3
mistral-nemo-12b-instruct,rigid_highway,third,39.67,88.67,78.33,3
mistral-nemo-12b-instruct,curiosity,first,21.67,26.67,11.67,3
mistral-nemo-12b-instruct,curiosity,second,70.67,51.67,61.67,3
mistral-nemo-12b-instruct,curiosity,third,63.33,41.33,32.33,3
mistral-nemo-12b-instruct,gps_imu,first,7.33,29.67,11.67,3
mistral-nemo-12b-instruct,gps_imu,second,55.33,44.33,64.67,3
mistral-nemo-12b-instruct,gps_imu,third,45.67,77.0,72.33,3
mistral-nemo-12b-instruct,mass_spring_damper,first,16.33,29.67,17.67,3
mistral-nemo-12b-instruct,mass_spring_damper,second,63.0,40.67,22.33,3
mistral-nemo-12b-instruct,mass_spring_damper,third,49.0,37.33,26.0,3
mistral-nemo-12b-instruct,uazbus,first,8.0,12.67,8.67,3
mistral-nemo-12b-instruct,uazbus,second,51.0,59.67,66.0,3
mistral-nemo-12b-instruct,uazbus,third,33.33,41.0,37.33,3
mistral-nemo-12b-instruct,scm,first,35.0,1.33,8.67,3
mistral-nemo-12b-instruct,scm,second,65.33,78.0,56.33,3
mistral-nemo-12b-instruct,scm,third,57.67,35.0,36.67,3
mistral-nemo-12b-instruct,veh_app,first,13.33,13.0,5.0,3
mistral-nemo-12b-instruct,veh_app,second,14.0,18.33,17.67,3
mistral-nemo-12b-instruct,veh_app,third,14.67,31.33,25.67,3
mistral-nemo-12b-instruct,sedan,first,23.0,25.67,24.0,3
mistral-nemo-12b-instruct,sedan,second,39.0,24.33,51.33,3
mistral-nemo-12b-instruct,sedan,third,43.33,30.0,24.67,3
mistral-nemo-12b-instruct,citybus,first,23.67,26.33,6.67,3
mistral-nemo-12b-instruct,citybus,second,37.33,34.0,57.0,3
mistral-nemo-12b-instruct,citybus,third,27.67,78.67,64.0,3
mistral-nemo-12b-instruct,beam,first,26.33,17.0,12.67,3
mistral-nemo-12b-instruct,beam,second,50.33,27.0,36.67,3
mistral-nemo-12b-instruct,beam,third,21.67,81.0,74.67,3
mistral-nemo-12b-instruct,sensros,first,31.0,6.67,12.0,3
mistral-nemo-12b-instruct,sensros,second,15.0,15.0,14.67,3
mistral-nemo-12b-instruct,sensros,third,42.67,70.0,72.33,3
mistral-nemo-12b-instruct,camera,first,9.67,21.0,9.67,3
mistral-nemo-12b-instruct,camera,second,45.0,70.67,60.33,3
mistral-nemo-12b-instruct,camera,third,35.67,50.67,44.67,3
mistral-nemo-12b-instruct,particles,first,22.67,19.67,10.67,3
mistral-nemo-12b-instruct,particles,second,48.33,56.0,66.33,3
mistral-nemo-12b-instruct,particles,third,77.0,50.0,68.0,3
mistral-nemo-12b-instruct,kraz,first,19.0,8.33,4.0,3
mistral-nemo-12b-instruct,kraz,second,30.67,39.67,36.67,3
mistral-nemo-12b-instruct,kraz,third,54.67,34.33,14.33,3
mistral-nemo-12b-instruct,m113,first,13.67,20.67,9.67,3
mistral-nemo-12b-instruct,m113,second,14.67,37.0,42.0,3
mistral-nemo-12b-instruct,m113,third,56.0,39.0,30.33,3
mistral-nemo-12b-instruct,tablecloth,first,16.33,15.33,26.0,3
mistral-nemo-12b-instruct,tablecloth,second,27.33,64.0,64.33,3
mistral-nemo-12b-instruct,tablecloth,third,47.33,46.33,45.0,3
mistral-nemo-12b-instruct,rotor,first,7.0,13.33,5.67,3
mistral-nemo-12b-instruct,rotor,second,74.67,85.33,87.33,3
mistral-nemo-12b-instruct,rotor,third,55.33,68.0,54.67,3
mistral-nemo-12b-instruct,scm_hill,first,28.0,11.67,25.0,3
mistral-nemo-12b-instruct,scm_hill,second,22.67,35.0,24.0,3
mistral-nemo-12b-instruct,scm_hill,third,38.33,62.0,54.67,3
mistral-nemo-12b-instruct,viper,first,33.0,16.33,21.67,3
mistral-nemo-12b-instruct,viper,second,46.33,87.33,66.67,3
mistral-nemo-12b-instruct,viper,third,57.0,45.67,31.67,3
mistral-nemo-12b-instruct,buckling,first,5.67,13.33,11.33,3
mistral-nemo-12b-instruct,buckling,second,50.0,84.67,72.0,3
mistral-nemo-12b-instruct,buckling,third,20.0,23.67,24.33,3
mistral-nemo-12b-instruct,slider_crank,first,34.67,25.33,9.5,3
mistral-nemo-12b-instruct,slider_crank,second,45.0,61.67,49.33,3
mistral-nemo-12b-instruct,slider_crank,third,61.67,52.0,71.67,3
mistral-nemo-12b-instruct,turtlebot,first,31.67,16.33,17.33,3
mistral-nemo-12b-instruct,turtlebot,second,55.67,72.67,61.67,3
mistral-nemo-12b-instruct,turtlebot,third,40.33,45.67,18.0,3
mistral-nemo-12b-instruct,rigid_multipatches,first,11.33,22.0,16.0,3
mistral-nemo-12b-instruct,rigid_multipatches,second,37.0,38.67,54.33,3
mistral-nemo-12b-instruct,rigid_multipatches,third,43.67,90.0,72.67,3
mistral-nemo-12b-instruct,cable,first,26.33,5.0,27.33,3
mistral-nemo-12b-instruct,cable,second,37.33,92.67,57.33,3
mistral-nemo-12b-instruct,cable,third,43.0,31.67,24.67,3
mistral-nemo-12b-instruct,hmmwv,first,7.0,12.0,12.33,3
mistral-nemo-12b-instruct,hmmwv,second,52.67,44.33,20.0,3
mistral-nemo-12b-instruct,hmmwv,third,46.67,71.0,61.0,3
mistral-nemo-12b-instruct,handler,first,29.0,31.0,31.33,3
mistral-nemo-12b-instruct,handler,second,21.0,46.0,25.67,3
mistral-nemo-12b-instruct,handler,third,66.0,37.67,25.67,3
mistral-nemo-12b-instruct,lidar,first,20.0,28.67,10.67,3
mistral-nemo-12b-instruct,lidar,second,32.67,32.0,42.67,3
mistral-nemo-12b-instruct,lidar,third,26.0,33.67,26.67,3
mixtral-8x22b-instruct-v0.1,gator,first,35.33,18.33,12.67,3
mixtral-8x22b-instruct-v0.1,gator,second,40.0,31.33,35.33,3
mixtral-8x22b-instruct-v0.1,gator,third,25.33,87.33,77.67,3
mixtral-8x22b-instruct-v0.1,gear,first,27.33,9.33,28.33,3
mixtral-8x22b-instruct-v0.1,gear,second,54.0,83.67,62.67,3
mixtral-8x22b-instruct-v0.1,gear,third,59.0,31.67,48.33,3
mixtral-8x22b-instruct-v0.1,feda,first,34.5,22.33,5.0,2
mixtral-8x22b-instruct-v0.1,feda,second,37.33,34.67,53.0,3
mixtral-8x22b-instruct-v0.1,feda,third,45.0,40.33,42.67,3
mixtral-8x22b-instruct-v0.1,man,first,21.67,7.0,23.0,3
mixtral-8x22b-instruct-v0.1,man,second,43.33,42.67,46.33,3
mixtral-8x22b-instruct-v0.1,man,third,46.0,29.67,43.0,3
mixtral-8x22b-instruct-v0.1,art,first,12.0,21.33,15.33,3
mixtral-8x22b-instruct-v0.1,art,second,46.0,83.67,80.67,3
mixtral-8x22b-instruct-v0.1,art,third,48.33,71.67,84.33,3
mixtral-8x22b-instruct-v0.1,vehros,first,15.33,3.0,11.0,3
mixtral-8x22b-instruct-v0.1,vehros,second,42.0,29.67,40.0,3
mixtral-8x22b-instruct-v0.1,vehros,third,21.33,17.33,13.67,3
mixtral-8x22b-instruct-v0.1,pendulum,first,30.33,16.33,29.0,3
mixtral-8x22b-instruct-v0.1,pendulum,second,39.33,47.67,42.67,3
mixtral-8x22b-instruct-v0.1,pendulum,third,73.0,62.67,52.33,3
mixtral-8x22b-instruct-v0.1,rigid_highway,first,38.0,21.0,19.5,3
mixtral-8x22b-instruct-v0.1,rigid_highway,second,60.67,66.0,77.0,3
mixtral-8x22b-instruct-v0.1,rigid_highway,third,34.33,92.67,80.0,3
mixtral-8x22b-instruct-v0.1,curiosity,first,28.0,15.33,11.0,3
mixtral-8x22b-instruct-v0.1,curiosity,second,55.0,68.0,47.67,3
mixtral-8x22b-instruct-v0.1,curiosity,third,48.33,52.33,46.33,3
mixtral-8x22b-instruct-v0.1,gps_imu,first,10.67,25.0,23.0,3
mixtral-8x22b-instruct-v0.1,gps_imu,second,45.67,61.67,60.0,3
mixtral-8x22b-instruct-v0.1,gps_imu,third,59.0,63.33,75.0,3
mixtral-8x22b-instruct-v0.1,mass_spring_damper,first,35.33,26.67,24.67,3
mixtral-8x22b-instruct-v0.1,mass_spring_damper,second,61.67,25.33,47.33,3
mixtral-8x22b-instruct-v0.1,mass_spring_damper,third,50.67,48.0,59.0,3
mixtral-8x22b-instruct-v0.1,uazbus,first,6.33,13.67,25.33,3
mixtral-8x22b-instruct-v0.1,uazbus,second,60.0,69.67,67.33,3
mixtral-8x22b-instruct-v0.1,uazbus,third,22.33,49.0,40.0,3
mixtral-8x22b-instruct-v0.1,scm,first,21.0,7.0,5.67,3
mixtral-8x22b-instruct-v0.1,scm,second,36.33,69.67,72.33,3
mixtral-8x22b-instruct-v0.1,scm,third,46.67,36.33,28.67,3
mixtral-8x22b-instruct-v0.1,veh_app,first,22.67,28.33,30.67,3
mixtral-8x22b-instruct-v0.1,veh_app,second,35.0,22.33,42.67,3
mixtral-8x22b-instruct-v0.1,veh_app,third,51.0,53.67,59.33,3
mixtral-8x22b-instruct-v0.1,sedan,first,17.33,30.67,12.67,3
mixtral-8x22b-instruct-v0.1,sedan,second,53.33,31.67,38.33,3
mixtral-8x22b-instruct-v0.1,sedan,third,51.33,28.67,25.0,3
mixtral-8x22b-instruct-v0.1,citybus,first,14.67,9.67,8.67,3
mixtral-8x22b-instruct-v0.1,citybus,second,54.67,49.67,79.0,3
mixtral-8x22b-instruct-v0.1,citybus,third,42.33,70.33,68.33,3
mixtral-8x22b-instruct-v0.1,beam,first,33.0,18.0,15.33,3
mixtral-8x22b-instruct-v0.1,beam,second,38.0,43.0,19.0,3
mixtral-8x22b-instruct-v0.1,beam,third,20.67,66.67,64.0,3
mixtral-8x22b-instruct-v0.1,sensros,first,30.0,13.0,26.33,3
mixtral-8x22b-instruct-v0.1,sensros,second,23.33,60.67,63.0,3
mixtral-8x22b-instruct-v0.1,sensros,third,31.67,85.67,51.33,3
mixtral-8x22b-instruct-v0.1,camera,first,40.67,30.67,7.0,3
mixtral-8x22b-instruct-v0.1,camera,second,16.0,69.67,64.33,3
mixtral-8x22b-instruct-v0.1,camera,third,16.33,47.33,52.67,3
mixtral-8x22b-instruct-v0.1,particles,first,31.33,23.0,26.67,3
mixtral-8x22b-instruct-v0.1,particles,second,36.33,60.67,82.0,3
mixtral-8x22b-instruct-v0.1,particles,third,43.33,67.67,64.0,3
mixtral-8x22b-instruct-v0.1,kraz,first,20.33,16.0,13.0,3
mixtral-8x22b-instruct-v0.1,kraz,second,45.67,69.0,67.0,3
mixtral-8x22b-instruct-v0.1,kraz,third,51.67,26.67,23.67,3
mixtral-8x22b-instruct-v0.1,m113,first,21.0,20.67,8.67,3
mixtral-8x22b-instruct-v0.1,m113,second,42.0,45.67,54.0,3
mixtral-8x22b-instruct-v0.1,m113,third,64.33,26.33,57.67,3
mixtral-8x22b-instruct-v0.1,tablecloth,first,23.0,23.0,13.33,3
mixtral-8x22b-instruct-v0.1,tablecloth,second,40.0,41.0,51.67,3
mixtral-8x22b-instruct-v0.1,tablecloth,third,70.67,65.67,62.0,3
mixtral-8x22b-instruct-v0.1,rotor,first,17.33,29.67,18.33,3
mixtral-8x22b-instruct-v0.1,rotor,second,53.67,80.67,55.67,3
mixtral-8x22b-instruct-v0.1,rotor,third,39.67,61.67,72.0,3
mixtral-8x22b-instruct-v0.1,scm_hill,first,21.67,24.67,8.0,3
mixtral-8x22b-instruct-v0.1,scm_hill,second,47.67,20.33,20.0,3
mixtral-8x22b-instruct-v0.1,scm_hill,third,38.0,36.67,54.67,3
mixtral-8x22b-instruct-v0.1,viper,first,22.0,24.0,18.67,3
mixtral-8x22b-instruct-v0.1,viper,second,68.33,91.0,66.0,3
mixtral-8x22b-instruct-v0.1,viper,third,69.0,39.67,59.0,3
mixtral-8x22b-instruct-v0.1,buckling,first,27.0,16.0,13.67,3
mixtral-8x22b-instruct-v0.1,buckling,second,42.0,64.33,84.0,3
mixtral-8x22b-instruct-v0.1,buckling,third,27.67,16.33,43.33,3
mixtral-8x22b-instruct-v0.1,slider_crank,first,50.0,35.67,34.0,3
mixtral-8x22b-instruct-v0.1,slider_crank,second,48.67,59.33,60.33,3
mixtral-8x22b-instruct-v0.1,slider_crank,third,59.0,57.0,51.0,3
mixtral-8x22b-instruct-v0.1,turtlebot,first,28.0,30.67,15.0,3
mixtral-8x22b-instruct-v0.1,turtlebot,second,66.0,67.67,69.33,3
mixtral-8x22b-instruct-v0.1,turtlebot,third,50.0,28.67,34.67,3
mixtral-8x22b-instruct-v0.1,rigid_multipatches,first,14.33,7.67,15.33,3
mixtral-8x22b-instruct-v0.1,rigid_multipatches,second,61.33,49.67,44.67,3
mixtral-8x22b-instruct-v0.1,rigid_multipatches,third,47.67,87.0,70.0,3
mixtral-8x22b-instruct-v0.1,cable,first,35.67,15.0,20.33,3
mixtral-8x22b-instruct-v0.1,cable,second,36.0,83.67,74.33,3
mixtral-8x22b-instruct-v0.1,cable,third,27.0,38.67,41.33,3
mixtral-8x22b-instruct-v0.1,hmmwv,first,38.67,28.0,7.0,3
mixtral-8x22b-instruct-v0.1,hmmwv,second,47.67,32.0,34.67,3
mixtral-8x22b-instruct-v0.1,hmmwv,third,50.67,67.67,54.67,3
mixtral-8x22b-instruct-v0.1,handler,first,26.33,29.67,9.0,3
mixtral-8x22b-instruct-v0.1,handler,second,48.33,71.67,73.0,3
mixtral-8x22b-instruct-v0.1,handler,third,59.33,39.33,29.33,3
mixtral-8x22b-instruct-v0.1,lidar,first,40.0,30.33,15.67,3
mixtral-8x22b-instruct-v0.1,lidar,second,25.0,42.0,40.33,3
mixtral-8x22b-instruct-v0.1,lidar,third,27.33,28.67,17.0,3
qwen2-7b-instruct,gator,first,14.33,17.0,23.33,3
qwen2-7b-instruct,gator,second,73.67,56.0,53.0,3
