Model,System,Round,Avg Score Document,Avg Score Reference,Avg Score Ref+Doc,Num Judges
deepseek-r1-32b,pendulum,second,19.0,8.33,13.0,3
deepseek-r1-32b,pendulum,third,28.33,10.33,0.0,3
deepseek-r1-32b,rigid_highway,first,14.0,13.33,25.0,3
deepseek-r1-32b,rigid_highway,second,10.67,8.33,26.67,3
deepseek-r1-32b,rigid_highway,third,14.0,5.0,0.0,3
deepseek-r1-32b,rigid_multipatches,first,12.33,0.0,24.67,3
deepseek-r1-32b,rigid_multipatches,second,21.67,0.0,18.33,3
deepseek-r1-32b,rigid_multipatches,third,16.0,13.33,13.0,3
deepseek-r1-32b,rotor,first,22.33,0.0,10.0,3
deepseek-r1-32b,rotor,second,3.33,15.0,7.33,3
deepseek-r1-32b,rotor,third,12.33,8.33,30.0,3
deepseek-r1-32b,scm,first,13.33,13.33,9.0,3
deepseek-r1-32b,scm,second,4.0,0.0,10.67,3
deepseek-r1-32b,scm,third,17.33,11.67,8.0,3
deepseek-r1-32b,scm_hill,first,8.0,2.33,0.0,3
deepseek-r1-32b,scm_hill,second,7.33,11.67,1.67,3
deepseek-r1-32b,scm_hill,third,5.0,18.0,4.0,3
deepseek-r1-32b,sedan,first,24.0,18.0,17.33,3
deepseek-r1-32b,sedan,second,22.33,1.67,11.67,3
deepseek-r1-32b,sedan,third,20.0,15.0,5.67,3
deepseek-r1-32b,sensros,first,17.33,10.0,1.0,3
deepseek-r1-32b,sensros,second,0.0,3.33,5.0,3
deepseek-r1-32b,sensros,third,15.67,19.67,2.33,3
deepseek-r1-32b,slider_crank,first,16.0,11.67,19.0,3
deepseek-r1-32b,slider_crank,second,9.0,0.0,2.33,3
deepseek-r1-32b,slider_crank,third,8.33,3.33,45.0,3
deepseek-r1-32b,tablecloth,first,20.0,33.33,6.67,3
deepseek-r1-32b,tablecloth,second,14.0,20.0,1.0,3
deepseek-r1-32b,tablecloth,third,15.0,22.33,17.67,3
deepseek-r1-32b,turtlebot,first,4.67,4.0,10.67,3
deepseek-r1-32b,turtlebot,second,22.33,5.0,8.33,3
deepseek-r1-32b,turtlebot,third,13.67,0.0,3.33,3
deepseek-r1-32b,uazbus,first,31.33,16.67,1.67,3
deepseek-r1-32b,uazbus,second,11.33,5.0,0.0,3
deepseek-r1-32b,uazbus,third,22.67,0.0,7.33,3
deepseek-r1-32b,vehros,first,22.33,16.67,5.67,3
deepseek-r1-32b,vehros,second,27.33,7.33,3.33,3
deepseek-r1-32b,vehros,third,15.67,0.0,8.33,3
deepseek-r1-32b,veh_app,first,19.0,0.0,13.33,3
deepseek-r1-32b,veh_app,second,2.33,8.33,19.67,3
deepseek-r1-32b,veh_app,third,22.33,10.0,5.33,3
deepseek-r1-32b,viper,first,15.67,4.33,1.33,3
deepseek-r1-32b,viper,second,7.33,11.67,22.0,3
deepseek-r1-32b,viper,third,5.0,4.0,7.33,3
deepseek-r1-8b,art,first,27.33,18.33,2.33,3
deepseek-r1-8b,art,second,18.67,0.0,1.67,3
deepseek-r1-8b,art,third,20.67,13.33,18.33,3
deepseek-r1-8b,beam,first,12.67,0.0,11.33,3
deepseek-r1-8b,beam,second,12.33,20.67,27.33,3
deepseek-r1-8b,beam,third,20.67,13.33,13.33,3
deepseek-r1-8b,buckling,first,9.0,13.33,5.0,3
deepseek-r1-8b,buckling,second,22.33,0.0,29.0,3
deepseek-r1-8b,buckling,third,9.67,8.33,5.0,3
deepseek-r1-8b,cable,first,5.67,28.33,5.33,3
deepseek-r1-8b,cable,second,14.0,13.33,6.67,3
deepseek-r1-8b,cable,third,3.67,8.33,15.67,3
deepseek-r1-8b,camera,first,16.67,0.0,7.0,3
deepseek-r1-8b,camera,second,7.33,0.0,5.33,3
deepseek-r1-8b,camera,third,3.33,13.33,2.33,3
deepseek-r1-8b,citybus,first,18.33,26.67,18.33,3
deepseek-r1-8b,citybus,second,7.33,13.33,12.33,3
deepseek-r1-8b,citybus,third,5.67,1.67,0.0,3
deepseek-r1-8b,curiosity,first,16.67,19.67,2.33,3
deepseek-r1-8b,curiosity,second,7.33,9.0,10.67,3
deepseek-r1-8b,curiosity,third,11.33,18.33,7.67,3
deepseek-r1-8b,feda,first,24.0,10.67,2.33,3
deepseek-r1-8b,feda,second,20.0,13.33,25.0,3
deepseek-r1-8b,feda,third,19.0,8.33,7.33,3
deepseek-r1-8b,gator,first,7.33,13.33,21.67,3
deepseek-r1-8b,gator,second,9.0,5.67,0.0,3
deepseek-r1-8b,gator,third,1.67,14.0,40.67,3
deepseek-r1-8b,gear,first,25.0,0.0,18.0,3
deepseek-r1-8b,gear,second,29.0,15.0,28.0,3
deepseek-r1-8b,gear,third,11.67,0.0,43.67,3
deepseek-r1-8b,gps_imu,first,19.0,31.0,15.0,3
deepseek-r1-8b,gps_imu,second,15.0,11.0,16.33,3
deepseek-r1-8b,gps_imu,third,10.67,23.33,3.0,3
deepseek-r1-8b,handler,first,10.67,20.67,22.67,3
deepseek-r1-8b,handler,second,10.67,13.33,2.33,3
deepseek-r1-8b,handler,third,26.67,0.0,34.0,3
deepseek-r1-8b,hmmwv,first,22.33,3.33,13.33,3
deepseek-r1-8b,hmmwv,second,9.67,8.33,22.0,3
deepseek-r1-8b,hmmwv,third,10.67,10.0,12.33,3
deepseek-r1-8b,kraz,first,17.33,15.67,6.67,3
deepseek-r1-8b,kraz,second,14.0,6.67,16.67,3
deepseek-r1-8b,kraz,third,24.0,13.33,17.33,3
deepseek-r1-8b,lidar,first,5.67,6.67,17.33,3
deepseek-r1-8b,lidar,second,13.33,10.67,18.33,3
deepseek-r1-8b,lidar,third,16.33,3.33,18.0,3
deepseek-r1-8b,m113,first,7.33,0.0,28.33,3
deepseek-r1-8b,m113,second,5.67,0.0,2.33,3
deepseek-r1-8b,m113,third,22.67,3.33,7.33,3
deepseek-r1-8b,man,first,12.33,3.33,16.67,3
deepseek-r1-8b,man,second,29.67,8.33,22.33,3
deepseek-r1-8b,man,third,21.67,28.33,3.33,3
deepseek-r1-8b,mass_spring_damper,first,3.33,13.33,4.0,3
deepseek-r1-8b,mass_spring_damper,second,5.67,16.33,19.67,3
deepseek-r1-8b,mass_spring_damper,third,11.33,0.0,5.0,3
deepseek-r1-8b,particles,first,15.67,0.0,4.0,3
deepseek-r1-8b,particles,second,13.33,17.33,10.67,3
deepseek-r1-8b,particles,third,19.0,11.33,21.33,3
deepseek-r1-8b,pendulum,first,12.0,0.0,25.0,3
deepseek-r1-8b,pendulum,second,4.0,16.67,14.0,3
deepseek-r1-8b,pendulum,third,25.67,2.33,32.33,3
deepseek-r1-8b,rigid_highway,first,18.33,0.0,15.0,3
deepseek-r1-8b,rigid_highway,second,20.67,13.33,6.67,3
deepseek-r1-8b,rigid_highway,third,7.67,11.67,2.33,3
deepseek-r1-8b,rigid_multipatches,first,6.33,0.0,7.33,3
deepseek-r1-8b,rigid_multipatches,second,6.67,29.67,20.67,3
deepseek-r1-8b,rigid_multipatches,third,17.33,13.33,36.33,3
deepseek-r1-8b,rotor,first,21.67,13.33,12.0,3
deepseek-r1-8b,rotor,second,34.67,13.0,26.67,3
deepseek-r1-8b,rotor,third,35.0,0.0,0.0,3
deepseek-r1-8b,scm,first,38.0,15.0,0.67,3
deepseek-r1-8b,scm,second,24.33,5.0,19.0,3
deepseek-r1-8b,scm,third,5.0,10.0,1.67,3
deepseek-r1-8b,scm_hill,first,2.33,13.33,16.67,3
deepseek-r1-8b,scm_hill,second,11.33,1.67,20.0,3
deepseek-r1-8b,scm_hill,third,13.33,0.0,0.67,3
deepseek-r1-8b,sedan,first,4.0,0.0,9.67,3
deepseek-r1-8b,sedan,second,16.67,3.33,14.0,3
deepseek-r1-8b,sedan,third,7.33,15.67,1.67,3
deepseek-r1-8b,sensros,first,21.33,0.0,5.67,3
deepseek-r1-8b,sensros,second,15.0,1.33,10.0,3
deepseek-r1-8b,sensros,third,22.33,30.67,7.67,3
deepseek-r1-8b,slider_crank,first,21.67,16.67,29.0,3
deepseek-r1-8b,slider_crank,second,36.67,1.67,29.33,3
deepseek-r1-8b,slider_crank,third,13.33,0.0,20.67,3
deepseek-r1-8b,tablecloth,first,19.0,0.0,22.33,3
deepseek-r1-8b,tablecloth,second,21.0,10.67,9.0,3
deepseek-r1-8b,tablecloth,third,22.33,14.33,0.0,3
deepseek-r1-8b,turtlebot,first,10.67,8.33,12.33,3
deepseek-r1-8b,turtlebot,second,12.33,0.0,34.33,3
deepseek-r1-8b,turtlebot,third,13.33,0.0,3.33,3
deepseek-r1-8b,uazbus,first,14.0,5.0,10.0,3
deepseek-r1-8b,uazbus,second,18.0,13.33,14.0,3
deepseek-r1-8b,uazbus,third,10.67,0.0,4.0,3
deepseek-r1-8b,vehros,first,23.33,3.33,13.0,3
deepseek-r1-8b,vehros,second,15.67,13.33,18.0,3
deepseek-r1-8b,vehros,third,36.0,16.33,8.33,3
deepseek-r1-8b,veh_app,first,24.0,0.0,4.0,3
deepseek-r1-8b,veh_app,second,8.0,5.0,26.67,3
deepseek-r1-8b,veh_app,third,26.0,12.33,13.0,2
deepseek-r1-8b,viper,first,3.33,0.0,19.0,3
deepseek-r1-8b,viper,second,19.33,0.0,19.0,3
deepseek-r1-8b,viper,third,10.67,15.67,24.67,3
gemma-2-27b-it,art,first,13.5,25.0,2.0,2
gemma-2-27b-it,art,second,45.67,79.67,84.5,3
gemma-2-27b-it,art,third,45.67,88.0,77.0,3
gemma-2-27b-it,beam,first,49.0,6.5,20.67,1
gemma-2-27b-it,beam,second,23.0,31.0,45.0,2
gemma-2-27b-it,beam,third,24.5,56.0,49.5,2
gemma-2-27b-it,buckling,first,16.5,1.0,1.0,2
gemma-2-27b-it,buckling,second,24.0,22.0,9.0,2
gemma-2-27b-it,buckling,third,28.67,40.0,2.0,3
gemma-2-27b-it,cable,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
gemma-2-27b-it,cable,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
gemma-2-27b-it,cable,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
gemma-2-27b-it,camera,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
gemma-2-27b-it,camera,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
gemma-2-27b-it,camera,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
gemma-2-27b-it,citybus,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
gemma-2-27b-it,citybus,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
gemma-2-27b-it,citybus,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
gemma-2-27b-it,curiosity,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
gemma-2-27b-it,curiosity,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
gemma-2-27b-it,curiosity,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
gemma-2-27b-it,feda,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
gemma-2-27b-it,feda,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
gemma-2-27b-it,feda,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
gemma-2-27b-it,gator,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
gemma-2-27b-it,gator,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
gemma-2-27b-it,gator,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
gemma-2-27b-it,gear,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
gemma-2-27b-it,gear,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
gemma-2-27b-it,gear,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
gemma-2-9b-it,art,first,28.0,13.0,7.67,3
gemma-2-9b-it,art,second,36.67,88.67,79.67,3
gemma-2-9b-it,art,third,54.33,92.33,73.0,3
gemma-2-9b-it,beam,first,19.33,4.0,17.0,3
gemma-2-9b-it,beam,second,55.0,65.33,56.0,3
gemma-2-9b-it,beam,third,37.33,52.67,63.0,3
gemma-2-9b-it,buckling,first,13.33,14.67,21.0,3
gemma-2-9b-it,buckling,second,9.33,38.33,19.0,3
gemma-2-9b-it,buckling,third,29.0,15.67,37.67,3
gemma-2-9b-it,cable,first,15.67,11.67,4.0,3
gemma-2-9b-it,cable,second,57.0,86.33,68.67,3
gemma-2-9b-it,cable,third,55.67,43.67,30.67,3
gemma-2-9b-it,camera,first,8.0,24.67,22.33,3
gemma-2-9b-it,camera,second,29.67,41.33,28.67,3
gemma-2-9b-it,camera,third,36.0,51.0,46.0,3
gemma-2-9b-it,citybus,first,15.33,22.67,9.33,3
gemma-2-9b-it,citybus,second,32.0,41.33,69.0,3
gemma-2-9b-it,citybus,third,52.33,70.0,71.0,3
gemma-2-9b-it,curiosity,first,8.33,4.67,10.67,3
gemma-2-9b-it,curiosity,second,69.0,62.0,66.0,3
gemma-2-9b-it,curiosity,third,59.0,48.67,33.33,3
gemma-2-9b-it,feda,first,19.0,6.67,4.67,3
gemma-2-9b-it,feda,second,57.0,58.33,32.67,3
gemma-2-9b-it,feda,third,49.33,40.33,42.33,3
gemma-2-9b-it,gator,first,21.0,20.67,7.33,3
gemma-2-9b-it,gator,second,29.33,44.0,35.67,3
gemma-2-9b-it,gator,third,52.0,57.67,53.67,3
gemma-2-9b-it,gear,first,23.67,16.67,9.33,3
gemma-2-9b-it,gear,second,18.0,9.33,14.67,3
gemma-2-9b-it,gear,third,17.33,4.0,13.67,3
gemma-2-9b-it,gps_imu,first,16.67,5.33,6.33,3
gemma-2-9b-it,gps_imu,second,43.0,72.67,66.33,2
gemma-2-9b-it,gps_imu,third,39.67,84.0,73.67,3
gemma-2-9b-it,handler,first,22.33,26.33,11.5,3
gemma-2-9b-it,handler,second,61.33,91.0,80.33,3
gemma-2-9b-it,handler,third,27.33,24.0,31.0,3
gemma-2-9b-it,hmmwv,first,15.0,14.33,4.0,3
gemma-2-9b-it,hmmwv,second,28.33,13.33,33.0,3
gemma-2-9b-it,hmmwv,third,42.0,55.33,56.0,3
gemma-2-9b-it,kraz,first,1.33,8.33,16.33,3
gemma-2-9b-it,kraz,second,49.67,75.33,42.0,3
gemma-2-9b-it,kraz,third,42.33,44.0,29.0,3
gemma-2-9b-it,lidar,first,6.33,15.33,3.0,3
gemma-2-9b-it,lidar,second,13.0,40.33,30.67,3
gemma-2-9b-it,lidar,third,9.0,20.33,16.67,3
gemma-2-9b-it,m113,first,35.33,8.67,3.67,3
gemma-2-9b-it,m113,second,32.33,18.0,27.0,3
gemma-2-9b-it,m113,third,52.0,48.33,52.0,3
gemma-2-9b-it,man,first,17.0,23.67,16.33,3
gemma-2-9b-it,man,second,46.0,37.0,63.33,3
gemma-2-9b-it,man,third,66.67,37.0,18.33,3
gemma-2-9b-it,mass_spring_damper,first,32.33,17.0,12.67,3
gemma-2-9b-it,mass_spring_damper,second,34.67,55.33,50.67,3
gemma-2-9b-it,mass_spring_damper,third,43.67,51.67,46.67,3
gemma-2-9b-it,particles,first,11.33,21.67,8.33,3
gemma-2-9b-it,particles,second,55.33,36.67,60.67,3
gemma-2-9b-it,particles,third,51.33,34.67,60.33,3
gemma-2-9b-it,pendulum,first,34.0,21.0,29.67,3
gemma-2-9b-it,pendulum,second,30.33,37.33,44.67,3
gemma-2-9b-it,pendulum,third,36.67,59.33,45.0,3
gemma-2-9b-it,rigid_highway,first,20.33,26.67,19.67,3
gemma-2-9b-it,rigid_highway,second,49.0,72.0,68.33,3
gemma-2-9b-it,rigid_highway,third,48.0,59.0,76.0,3
gemma-2-9b-it,rigid_multipatches,first,7.67,24.33,12.67,3
gemma-2-9b-it,rigid_multipatches,second,19.67,72.33,44.67,3
gemma-2-9b-it,rigid_multipatches,third,50.0,82.33,68.0,3
gemma-2-9b-it,rotor,first,26.33,28.67,22.67,3
gemma-2-9b-it,rotor,second,71.33,65.33,81.33,3
gemma-2-9b-it,rotor,third,49.67,57.33,69.67,3
gemma-2-9b-it,scm,first,7.0,17.67,33.33,3
gemma-2-9b-it,scm,second,34.0,68.0,80.0,3
gemma-2-9b-it,scm,third,41.33,16.0,28.0,3
gemma-2-9b-it,scm_hill,first,3.33,12.67,23.33,3
gemma-2-9b-it,scm_hill,second,44.33,31.67,40.0,3
gemma-2-9b-it,scm_hill,third,76.67,63.0,45.33,3
gemma-2-9b-it,sedan,first,19.33,13.67,20.33,3
gemma-2-9b-it,sedan,second,50.67,35.33,46.0,3
gemma-2-9b-it,sedan,third,22.67,20.67,37.0,3
gemma-2-9b-it,sensros,first,10.0,17.33,19.33,3
gemma-2-9b-it,sensros,second,33.67,52.33,43.33,3
gemma-2-9b-it,sensros,third,55.33,70.33,62.0,3
gemma-2-9b-it,slider_crank,first,14.67,17.67,15.67,3
gemma-2-9b-it,slider_crank,second,39.33,57.67,56.67,3
gemma-2-9b-it,slider_crank,third,58.0,48.67,46.67,3
gemma-2-9b-it,tablecloth,first,14.0,29.67,24.0,3
gemma-2-9b-it,tablecloth,second,33.0,25.67,31.67,3
gemma-2-9b-it,tablecloth,third,35.67,66.67,66.33,3
gemma-2-9b-it,turtlebot,first,17.0,26.0,11.0,2
gemma-2-9b-it,turtlebot,second,33.0,51.33,40.33,3
gemma-2-9b-it,turtlebot,third,53.0,32.67,30.0,3
gemma-2-9b-it,uazbus,first,19.67,13.0,8.67,3
gemma-2-9b-it,uazbus,second,46.33,66.33,64.67,3
gemma-2-9b-it,uazbus,third,29.0,42.67,40.0,3
gemma-2-9b-it,vehros,first,10.33,14.0,0.0,3
gemma-2-9b-it,vehros,second,45.33,34.0,24.5,3
gemma-2-9b-it,vehros,third,54.33,22.0,28.67,3
gemma-2-9b-it,veh_app,first,29.0,28.0,11.0,3
