Model,System,Round,Avg Score Document,Avg Score Reference,Avg Score Ref+Doc,Num Judges
deepseek-r1-32b,rigid_highway,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,rigid_highway,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,rigid_highway,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,rigid_multipatches,first,12.33,19.0,10.5,3
deepseek-r1-32b,rigid_multipatches,second,56.33,46.0,38.33,3
deepseek-r1-32b,rigid_multipatches,third,60.67,83.67,72.67,3
deepseek-r1-32b,rotor,first,48.0,13.5,23.5,2
deepseek-r1-32b,rotor,second,41.33,66.0,73.5,3
deepseek-r1-32b,rotor,third,58.67,75.0,58.0,3
deepseek-r1-32b,scm,first,15.67,7.0,19.0,3
deepseek-r1-32b,scm,second,69.33,58.33,54.5,3
deepseek-r1-32b,scm,third,54.67,35.33,16.0,3
deepseek-r1-32b,scm_hill,first,34.67,2.0,ERROR: No valid scores from judges,3
deepseek-r1-32b,scm_hill,second,64.67,68.0,ERROR: No valid scores from judges,3
deepseek-r1-32b,scm_hill,third,33.33,82.0,ERROR: No valid scores from judges,3
deepseek-r1-32b,sedan,first,18.33,11.0,ERROR: No valid scores from judges,3
deepseek-r1-32b,sedan,second,39.33,91.0,ERROR: No valid scores from judges,3
deepseek-r1-32b,sedan,third,12.33,63.0,ERROR: No valid scores from judges,3
deepseek-r1-32b,sensros,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,sensros,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,sensros,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,slider_crank,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,slider_crank,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,slider_crank,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,tablecloth,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,tablecloth,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,tablecloth,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,turtlebot,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,turtlebot,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,turtlebot,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,uazbus,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,uazbus,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,uazbus,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,vehros,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,vehros,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,vehros,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,veh_app,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,veh_app,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,veh_app,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,viper,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,viper,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-32b,viper,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
deepseek-r1-8b,art,first,22.67,4.0,24.0,3
deepseek-r1-8b,art,second,70.33,89.67,78.33,3
deepseek-r1-8b,art,third,42.33,72.33,62.0,3
deepseek-r1-8b,beam,first,8.33,10.0,11.0,3
deepseek-r1-8b,beam,second,37.33,11.67,18.33,3
deepseek-r1-8b,beam,third,58.33,76.67,67.67,3
deepseek-r1-8b,buckling,first,13.67,13.67,17.0,3
deepseek-r1-8b,buckling,second,57.33,81.33,80.0,3
deepseek-r1-8b,buckling,third,26.33,23.67,48.33,3
deepseek-r1-8b,cable,first,23.0,21.0,19.67,3
deepseek-r1-8b,cable,second,33.67,67.67,48.33,3
deepseek-r1-8b,cable,third,6.0,13.67,22.33,3
deepseek-r1-8b,camera,first,7.33,13.67,10.33,3
deepseek-r1-8b,camera,second,9.0,61.67,45.67,3
deepseek-r1-8b,camera,third,24.33,56.33,23.33,3
deepseek-r1-8b,citybus,first,13.0,3.33,12.0,3
deepseek-r1-8b,citybus,second,66.33,65.67,69.67,3
deepseek-r1-8b,citybus,third,53.33,74.0,73.0,3
deepseek-r1-8b,curiosity,first,22.33,20.33,18.33,3
deepseek-r1-8b,curiosity,second,68.67,65.33,50.33,3
deepseek-r1-8b,curiosity,third,38.67,52.0,44.0,3
deepseek-r1-8b,feda,first,13.67,21.0,9.33,3
deepseek-r1-8b,feda,second,29.0,53.67,42.0,3
deepseek-r1-8b,feda,third,28.33,45.0,33.0,3
deepseek-r1-8b,gator,first,23.33,17.0,8.33,3
deepseek-r1-8b,gator,second,27.67,51.67,46.33,3
deepseek-r1-8b,gator,third,37.67,84.33,73.67,3
deepseek-r1-8b,gear,first,4.67,25.0,14.67,3
deepseek-r1-8b,gear,second,70.33,62.0,78.67,3
deepseek-r1-8b,gear,third,23.67,30.67,37.33,3
deepseek-r1-8b,gps_imu,first,7.0,9.33,20.0,2
deepseek-r1-8b,gps_imu,second,57.33,48.67,52.0,3
deepseek-r1-8b,gps_imu,third,50.67,82.67,73.0,3
deepseek-r1-8b,handler,first,15.67,10.33,12.0,3
deepseek-r1-8b,handler,second,50.67,67.67,86.0,3
deepseek-r1-8b,handler,third,56.0,26.0,36.67,3
deepseek-r1-8b,hmmwv,first,13.0,3.67,8.33,3
deepseek-r1-8b,hmmwv,second,37.67,23.33,32.33,3
deepseek-r1-8b,hmmwv,third,46.0,59.67,53.67,3
deepseek-r1-8b,kraz,first,9.67,7.33,9.0,3
deepseek-r1-8b,kraz,second,49.67,62.67,51.33,3
deepseek-r1-8b,kraz,third,52.33,20.33,17.0,3
deepseek-r1-8b,lidar,first,18.0,26.67,17.67,3
deepseek-r1-8b,lidar,second,47.0,37.33,20.33,3
deepseek-r1-8b,lidar,third,13.5,28.33,9.33,2
deepseek-r1-8b,m113,first,9.67,3.0,24.0,3
deepseek-r1-8b,m113,second,36.67,48.33,36.33,3
deepseek-r1-8b,m113,third,32.0,34.67,34.0,3
deepseek-r1-8b,man,first,11.0,20.33,20.33,2
deepseek-r1-8b,man,second,52.33,47.67,40.67,3
deepseek-r1-8b,man,third,44.67,35.0,16.67,3
deepseek-r1-8b,mass_spring_damper,first,15.67,11.67,10.0,3
deepseek-r1-8b,mass_spring_damper,second,26.33,44.33,41.67,3
deepseek-r1-8b,mass_spring_damper,third,70.0,35.33,60.0,3
deepseek-r1-8b,particles,first,5.67,18.0,7.33,3
deepseek-r1-8b,particles,second,46.33,24.33,38.67,3
deepseek-r1-8b,particles,third,57.67,55.33,52.33,3
deepseek-r1-8b,pendulum,first,6.0,14.0,19.0,3
deepseek-r1-8b,pendulum,second,51.0,37.67,52.0,3
deepseek-r1-8b,pendulum,third,38.0,52.0,51.33,3
deepseek-r1-8b,rigid_highway,first,12.0,6.0,12.67,3
deepseek-r1-8b,rigid_highway,second,57.67,57.33,71.67,3
deepseek-r1-8b,rigid_highway,third,55.0,86.33,84.67,3
deepseek-r1-8b,rigid_multipatches,first,7.0,26.0,13.33,2
deepseek-r1-8b,rigid_multipatches,second,49.0,42.33,45.67,3
deepseek-r1-8b,rigid_multipatches,third,49.33,85.33,54.67,3
deepseek-r1-8b,rotor,first,19.67,21.0,18.67,3
deepseek-r1-8b,rotor,second,53.67,66.67,73.33,3
deepseek-r1-8b,rotor,third,37.33,69.67,69.0,3
deepseek-r1-8b,scm,first,26.0,11.67,23.67,3
deepseek-r1-8b,scm,second,57.33,46.67,61.67,3
deepseek-r1-8b,scm,third,36.67,12.0,18.67,3
deepseek-r1-8b,scm_hill,first,12.0,12.33,23.33,3
deepseek-r1-8b,scm_hill,second,32.33,32.67,25.67,3
deepseek-r1-8b,scm_hill,third,44.67,60.33,50.33,3
deepseek-r1-8b,sedan,first,23.67,20.0,7.0,3
deepseek-r1-8b,sedan,second,48.33,41.33,38.67,3
deepseek-r1-8b,sedan,third,34.67,28.33,31.0,3
deepseek-r1-8b,sensros,first,11.0,15.33,15.0,3
deepseek-r1-8b,sensros,second,30.33,25.67,46.0,3
deepseek-r1-8b,sensros,third,31.33,55.0,46.67,3
deepseek-r1-8b,slider_crank,first,22.0,18.33,22.0,3
deepseek-r1-8b,slider_crank,second,39.33,54.33,49.0,3
deepseek-r1-8b,slider_crank,third,50.67,46.33,44.33,3
deepseek-r1-8b,tablecloth,first,13.33,23.67,19.0,3
deepseek-r1-8b,tablecloth,second,28.33,72.0,33.33,3
deepseek-r1-8b,tablecloth,third,37.0,67.33,64.0,3
deepseek-r1-8b,turtlebot,first,9.0,12.67,7.0,3
deepseek-r1-8b,turtlebot,second,39.0,57.0,56.33,3
deepseek-r1-8b,turtlebot,third,17.67,12.67,30.0,3
deepseek-r1-8b,uazbus,first,10.0,10.33,9.0,3
deepseek-r1-8b,uazbus,second,52.0,65.0,70.33,3
deepseek-r1-8b,uazbus,third,49.67,42.0,48.0,3
deepseek-r1-8b,vehros,first,7.33,18.33,11.33,3
deepseek-r1-8b,vehros,second,43.33,39.0,21.67,3
deepseek-r1-8b,vehros,third,10.0,33.67,34.33,3
deepseek-r1-8b,veh_app,first,8.33,16.0,17.0,3
deepseek-r1-8b,veh_app,second,31.67,36.0,31.33,3
deepseek-r1-8b,veh_app,third,48.33,68.0,68.0,3
deepseek-r1-8b,viper,first,9.0,11.0,12.67,3
deepseek-r1-8b,viper,second,62.33,57.0,39.0,3
deepseek-r1-8b,viper,third,59.67,44.67,24.33,3
