File Path,Format Type,Score,Original Text
llama3.3-70b-lora1/cable/second_score_document.txt,standard,72,[[72]]
llama3.3-70b-lora1/cable/third_score_document.txt,standard,12,[[12]]
llama3.3-70b-lora1/sensros/third_score_reference.txt,standard,98,[[98]]
llama3.3-70b-lora1/sensros/third_score_reference_document.txt,standard,53,[[53]]
llama3.3-70b-lora1/sensros/first_score_document.txt,standard,13,[[13]]
llama3.3-70b-lora1/sensros/first_score_reference.txt,standard,48,[[48]]
llama3.3-70b-lora1/sensros/second_score_reference.txt,standard,68,[[68]]
llama3.3-70b-lora1/sensros/first_score_reference_document.txt,standard,15,[[15]]
llama3.3-70b-lora1/sensros/second_score_reference_document.txt,standard,50,[[50]]
llama3.3-70b-lora1/sensros/second_score_document.txt,standard,43,[[43]]
llama3.3-70b-lora1/sensros/third_score_document.txt,standard,6,[[6]]
llama3.3-70b-lora1/scm_hill/third_score_reference.txt,standard,40,[[40]]
llama3.3-70b-lora1/scm_hill/third_score_reference_document.txt,standard,15,[[15]]
llama3.3-70b-lora1/scm_hill/first_score_document.txt,standard,14,[[14]]
llama3.3-70b-lora1/scm_hill/first_score_reference.txt,standard,54,[[54]]
llama3.3-70b-lora1/scm_hill/second_score_reference.txt,standard,16,[[16]]
llama3.3-70b-lora1/scm_hill/first_score_reference_document.txt,standard,38,[[38]]
llama3.3-70b-lora1/scm_hill/second_score_reference_document.txt,standard,12,[[12]]
llama3.3-70b-lora1/scm_hill/second_score_document.txt,standard,27,[[27]]
llama3.3-70b-lora1/scm_hill/third_score_document.txt,standard,23,[[23]]
llama3.3-70b-lora1/veh_app/third_score_reference.txt,standard,67,[[67]]
llama3.3-70b-lora1/veh_app/third_score_reference_document.txt,standard,42,[[42]]
llama3.3-70b-lora1/veh_app/first_score_document.txt,standard,33,[[33]]
llama3.3-70b-lora1/veh_app/first_score_reference.txt,standard,25,[[25]]
llama3.3-70b-lora1/veh_app/second_score_reference.txt,standard,8,[[8]]
llama3.3-70b-lora1/veh_app/first_score_reference_document.txt,standard,4,[[4]]
llama3.3-70b-lora1/veh_app/second_score_reference_document.txt,standard,17,[[17]]
llama3.3-70b-lora1/veh_app/second_score_document.txt,standard,78,[[78]]
llama3.3-70b-lora1/veh_app/third_score_document.txt,standard,None,[[0]]
llama3.3-70b-lora1/gear/third_score_reference.txt,standard,7,[[7]]
llama3.3-70b-lora1/gear/third_score_reference_document.txt,standard,10,[[10]]
llama3.3-70b-lora1/gear/first_score_document.txt,standard,62,[[62]]
llama3.3-70b-lora1/gear/first_score_reference.txt,standard,42,[[42]]
llama3.3-70b-lora1/gear/second_score_reference.txt,standard,100,[[100]]
llama3.3-70b-lora1/gear/first_score_reference_document.txt,standard,15,[[15]]
llama3.3-70b-lora1/gear/second_score_reference_document.txt,standard,27,[[27]]
llama3.3-70b-lora1/gear/second_score_document.txt,standard,68,[[68]]
llama3.3-70b-lora1/gear/third_score_document.txt,standard,23,[[23]]
llama3.3-70b-lora1/art/third_score_reference.txt,standard,75,[[75]]
llama3.3-70b-lora1/art/third_score_reference_document.txt,standard,19,[[19]]
llama3.3-70b-lora1/art/first_score_document.txt,standard,77,[[77]]
llama3.3-70b-lora1/art/first_score_reference.txt,standard,59,[[59]]
llama3.3-70b-lora1/art/second_score_reference.txt,standard,75,[[75]]
llama3.3-70b-lora1/art/first_score_reference_document.txt,standard,52,[[52]]
llama3.3-70b-lora1/art/second_score_reference_document.txt,standard,27,[[27]]
llama3.3-70b-lora1/art/second_score_document.txt,standard,40,[[40]]
llama3.3-70b-lora1/art/third_score_document.txt,standard,66,[[66]]
llama3.3-70b-lora1/man/third_score_reference.txt,standard,51,[[51]]
llama3.3-70b-lora1/man/third_score_reference_document.txt,standard,55,[[55]]
llama3.3-70b-lora1/man/first_score_document.txt,standard,22,[[22]]
llama3.3-70b-lora1/man/first_score_reference.txt,standard,48,[[48]]
llama3.3-70b-lora1/man/second_score_reference.txt,standard,63,[[63]]
llama3.3-70b-lora1/man/first_score_reference_document.txt,standard,34,[[34]]
llama3.3-70b-lora1/man/second_score_reference_document.txt,standard,20,[[20]]
llama3.3-70b-lora1/man/second_score_document.txt,standard,33,[[33]]
llama3.3-70b-lora1/man/third_score_document.txt,standard,72,[[72]]
llama3.3-70b-lora1/curiosity/third_score_reference.txt,standard,67,[[67]]
llama3.3-70b-lora1/curiosity/third_score_reference_document.txt,standard,72,[[72]]
llama3.3-70b-lora1/curiosity/first_score_document.txt,standard,58,[[58]]
llama3.3-70b-lora1/curiosity/first_score_reference.txt,standard,66,[[66]]
llama3.3-70b-lora1/curiosity/second_score_reference.txt,standard,83,[[83]]
llama3.3-70b-lora1/curiosity/first_score_reference_document.txt,standard,8,[[8]]
llama3.3-70b-lora1/curiosity/second_score_reference_document.txt,standard,67,[[67]]
llama3.3-70b-lora1/curiosity/second_score_document.txt,standard,75,[[75]]
llama3.3-70b-lora1/curiosity/third_score_document.txt,standard,37,[[37]]
llama3.3-70b-lora1/vehros/third_score_reference.txt,standard,63,[[63]]
llama3.3-70b-lora1/vehros/third_score_reference_document.txt,standard,26,[[26]]
llama3.3-70b-lora1/vehros/first_score_document.txt,standard,70,[[70]]
llama3.3-70b-lora1/vehros/first_score_reference.txt,standard,49,[[49]]
llama3.3-70b-lora1/vehros/second_score_reference.txt,standard,89,[[89]]
llama3.3-70b-lora1/vehros/first_score_reference_document.txt,standard,37,[[37]]
llama3.3-70b-lora1/vehros/second_score_reference_document.txt,standard,56,[[56]]
llama3.3-70b-lora1/vehros/second_score_document.txt,standard,80,[[80]]
llama3.3-70b-lora1/vehros/third_score_document.txt,standard,27,[[27]]
llama3.3-70b-lora1/uazbus/third_score_reference.txt,standard,47,[[47]]
llama3.3-70b-lora1/uazbus/third_score_reference_document.txt,standard,32,[[32]]
llama3.3-70b-lora1/uazbus/first_score_document.txt,standard,72,[[72]]
llama3.3-70b-lora1/uazbus/first_score_reference.txt,standard,19,[[19]]
llama3.3-70b-lora1/uazbus/second_score_reference.txt,standard,25,[[25]]
llama3.3-70b-lora1/uazbus/first_score_reference_document.txt,standard,51,[[51]]
llama3.3-70b-lora1/uazbus/second_score_reference_document.txt,standard,58,[[58]]
llama3.3-70b-lora1/uazbus/second_score_document.txt,standard,76,[[76]]
llama3.3-70b-lora1/uazbus/third_score_document.txt,standard,19,[[19]]
llama3.3-70b-lora1/handler/third_score_reference.txt,standard,83,[[83]]
llama3.3-70b-lora1/handler/third_score_reference_document.txt,standard,73,[[73]]
llama3.3-70b-lora1/handler/first_score_document.txt,standard,22,[[22]]
llama3.3-70b-lora1/handler/first_score_reference.txt,standard,55,[[55]]
llama3.3-70b-lora1/handler/second_score_reference.txt,standard,100,[[100]]
llama3.3-70b-lora1/handler/first_score_reference_document.txt,standard,None,[[0]]
llama3.3-70b-lora1/handler/second_score_reference_document.txt,standard,75,[[75]]
llama3.3-70b-lora1/handler/second_score_document.txt,standard,75,[[75]]
llama3.3-70b-lora1/handler/third_score_document.txt,standard,70,[[70]]
llama3.3-70b-lora1/beam/third_score_reference.txt,standard,80,[[80]]
llama3.3-70b-lora1/beam/third_score_reference_document.txt,standard,93,[[93]]
llama3.3-70b-lora1/beam/first_score_document.txt,standard,7,[[7]]
llama3.3-70b-lora1/beam/first_score_reference.txt,standard,57,[[57]]
llama3.3-70b-lora1/beam/second_score_reference.txt,standard,64,[[64]]
llama3.3-70b-lora1/beam/first_score_reference_document.txt,standard,57,[[57]]
llama3.3-70b-lora1/beam/second_score_reference_document.txt,standard,72,[[72]]
llama3.3-70b-lora1/beam/second_score_document.txt,standard,74,[[74]]
llama3.3-70b-lora1/beam/third_score_document.txt,standard,41,[[41]]
llama3.3-70b-lora1/particles/third_score_reference.txt,standard,97,[[97]]
llama3.3-70b-lora1/particles/third_score_reference_document.txt,standard,50,[[50]]
llama3.3-70b-lora1/particles/first_score_document.txt,standard,25,[[25]]
llama3.3-70b-lora1/particles/first_score_reference.txt,standard,17,[[17]]
llama3.3-70b-lora1/particles/second_score_reference.txt,standard,95,[[95]]
llama3.3-70b-lora1/particles/first_score_reference_document.txt,standard,44,[[44]]
llama3.3-70b-lora1/particles/second_score_reference_document.txt,standard,57,[[57]]
llama3.3-70b-lora1/particles/second_score_document.txt,standard,69,[[69]]
llama3.3-70b-lora1/particles/third_score_document.txt,standard,30,[[30]]
llama3.3-70b-lora1/m113/third_score_reference.txt,standard,83,[[83]]
llama3.3-70b-lora1/m113/third_score_reference_document.txt,standard,60,[[60]]
llama3.3-70b-lora1/m113/first_score_document.txt,standard,67,[[67]]
llama3.3-70b-lora1/m113/first_score_reference.txt,standard,67,[[67]]
llama3.3-70b-lora1/m113/second_score_reference.txt,standard,27,[[27]]
llama3.3-70b-lora1/m113/first_score_reference_document.txt,standard,14,[[14]]
llama3.3-70b-lora1/m113/second_score_reference_document.txt,standard,15,[[15]]
llama3.3-70b-lora1/m113/second_score_document.txt,standard,77,[[77]]
llama3.3-70b-lora1/m113/third_score_document.txt,standard,70,[[70]]
llama3.3-70b-lora1/sedan/third_score_reference.txt,standard,70,[[70]]
llama3.3-70b-lora1/sedan/third_score_reference_document.txt,standard,34,[[34]]
llama3.3-70b-lora1/sedan/first_score_document.txt,standard,5,[[5]]
llama3.3-70b-lora1/sedan/first_score_reference.txt,standard,56,[[56]]
llama3.3-70b-lora1/sedan/second_score_reference.txt,standard,40,[[40]]
llama3.3-70b-lora1/sedan/first_score_reference_document.txt,standard,29,[[29]]
llama3.3-70b-lora1/sedan/second_score_reference_document.txt,standard,54,[[54]]
llama3.3-70b-lora1/sedan/second_score_document.txt,standard,83,[[83]]
llama3.3-70b-lora1/sedan/third_score_document.txt,standard,89,[[89]]
llama3.3-70b-lora1/viper/third_score_reference.txt,standard,19,[[19]]
llama3.3-70b-lora1/viper/third_score_reference_document.txt,standard,52,[[52]]
llama3.3-70b-lora1/viper/first_score_document.txt,standard,49,[[49]]
llama3.3-70b-lora1/viper/first_score_reference.txt,standard,41,[[41]]
llama3.3-70b-lora1/viper/second_score_reference.txt,standard,38,[[38]]
llama3.3-70b-lora1/viper/first_score_reference_document.txt,standard,7,[[7]]
llama3.3-70b-lora1/viper/second_score_reference_document.txt,standard,87,[[87]]
llama3.3-70b-lora1/viper/second_score_document.txt,standard,78,[[78]]
llama3.3-70b-lora1/viper/third_score_document.txt,standard,22,[[22]]
llama3.3-70b-lora1/lidar/third_score_reference.txt,standard,55,[[55]]
llama3.3-70b-lora1/lidar/third_score_reference_document.txt,standard,None,[[0]]
llama3.3-70b-lora1/lidar/first_score_document.txt,standard,None,[[0]]
llama3.3-70b-lora1/lidar/first_score_reference.txt,standard,2,[[2]]
llama3.3-70b-lora1/lidar/second_score_reference.txt,standard,12,[[12]]
llama3.3-70b-lora1/lidar/first_score_reference_document.txt,standard,51,[[51]]
llama3.3-70b-lora1/lidar/second_score_reference_document.txt,standard,47,[[47]]
llama3.3-70b-lora1/lidar/second_score_document.txt,standard,4,[[4]]
llama3.3-70b-lora1/lidar/third_score_document.txt,standard,6,[[6]]
llama3.3-70b-lora1/rigid_highway/third_score_reference.txt,standard,40,[[40]]
llama3.3-70b-lora1/rigid_highway/third_score_reference_document.txt,standard,30,[[30]]
llama3.3-70b-lora1/rigid_highway/first_score_document.txt,standard,None,[[0]]
llama3.3-70b-lora1/rigid_highway/first_score_reference.txt,standard,20,[[20]]
llama3.3-70b-lora1/rigid_highway/second_score_reference.txt,standard,83,[[83]]
llama3.3-70b-lora1/rigid_highway/first_score_reference_document.txt,standard,49,[[49]]
llama3.3-70b-lora1/rigid_highway/second_score_reference_document.txt,standard,63,[[63]]
llama3.3-70b-lora1/rigid_highway/second_score_document.txt,standard,92,[[92]]
llama3.3-70b-lora1/rigid_highway/third_score_document.txt,standard,80,[[80]]
llama3.3-70b-lora1/pendulum/third_score_reference.txt,standard,72,[[72]]
llama3.3-70b-lora1/pendulum/third_score_reference_document.txt,standard,65,[[65]]
llama3.3-70b-lora1/pendulum/first_score_document.txt,standard,2,[[2]]
llama3.3-70b-lora1/pendulum/first_score_reference.txt,standard,34,[[34]]
llama3.3-70b-lora1/pendulum/second_score_reference.txt,standard,61,[[61]]
llama3.3-70b-lora1/pendulum/first_score_reference_document.txt,standard,None,[[0]]
llama3.3-70b-lora1/pendulum/second_score_reference_document.txt,standard,55,[[55]]
llama3.3-70b-lora1/pendulum/second_score_document.txt,standard,9,[[9]]
llama3.3-70b-lora1/pendulum/third_score_document.txt,standard,65,[[65]]
llama3.3-70b-lora1/hmmwv/third_score_reference.txt,standard,83,[[83]]
llama3.3-70b-lora1/hmmwv/third_score_reference_document.txt,standard,30,[[30]]
llama3.3-70b-lora1/hmmwv/first_score_document.txt,standard,33,[[33]]
llama3.3-70b-lora1/hmmwv/first_score_reference.txt,standard,58,[[58]]
llama3.3-70b-lora1/hmmwv/second_score_reference.txt,standard,None,[[0]]
llama3.3-70b-lora1/hmmwv/first_score_reference_document.txt,standard,60,[[60]]
llama3.3-70b-lora1/hmmwv/second_score_reference_document.txt,standard,21,[[21]]
llama3.3-70b-lora1/hmmwv/second_score_document.txt,standard,27,[[27]]
llama3.3-70b-lora1/hmmwv/third_score_document.txt,standard,71,[[71]]
llama3.3-70b-lora1/turtlebot/third_score_reference.txt,standard,55,[[55]]
llama3.3-70b-lora1/turtlebot/third_score_reference_document.txt,standard,45,[[45]]
llama3.3-70b-lora1/turtlebot/first_score_document.txt,standard,37,[[37]]
llama3.3-70b-lora1/turtlebot/first_score_reference.txt,standard,49,[[49]]
llama3.3-70b-lora1/turtlebot/second_score_reference.txt,standard,24,[[24]]
llama3.3-70b-lora1/turtlebot/first_score_reference_document.txt,standard,12,[[12]]
llama3.3-70b-lora1/turtlebot/second_score_reference_document.txt,standard,30,[[30]]
llama3.3-70b-lora1/turtlebot/second_score_document.txt,standard,70,[[70]]
llama3.3-70b-lora1/turtlebot/third_score_document.txt,standard,36,[[36]]
llama3.3-70b-lora1/mass_spring_damper/third_score_reference.txt,standard,62,[[62]]
llama3.3-70b-lora1/mass_spring_damper/third_score_reference_document.txt,standard,66,[[66]]
llama3.3-70b-lora1/mass_spring_damper/first_score_document.txt,standard,15,[[15]]
llama3.3-70b-lora1/mass_spring_damper/first_score_reference.txt,standard,25,[[25]]
llama3.3-70b-lora1/mass_spring_damper/second_score_reference.txt,standard,57,[[57]]
llama3.3-70b-lora1/mass_spring_damper/first_score_reference_document.txt,standard,29,[[29]]
llama3.3-70b-lora1/mass_spring_damper/second_score_reference_document.txt,standard,63,[[63]]
llama3.3-70b-lora1/mass_spring_damper/second_score_document.txt,standard,37,[[37]]
llama3.3-70b-lora1/mass_spring_damper/third_score_document.txt,standard,82,[[82]]
llama3.3-70b-lora1/tablecloth/third_score_reference.txt,standard,41,[[41]]
llama3.3-70b-lora1/tablecloth/third_score_reference_document.txt,standard,20,[[20]]
llama3.3-70b-lora1/tablecloth/first_score_document.txt,standard,55,[[55]]
llama3.3-70b-lora1/tablecloth/first_score_reference.txt,standard,35,[[35]]
llama3.3-70b-lora1/tablecloth/second_score_reference.txt,standard,71,[[71]]
llama3.3-70b-lora1/tablecloth/first_score_reference_document.txt,standard,13,[[13]]
llama3.3-70b-lora1/tablecloth/second_score_reference_document.txt,standard,72,[[72]]
llama3.3-70b-lora1/tablecloth/second_score_document.txt,standard,29,[[29]]
llama3.3-70b-lora1/tablecloth/third_score_document.txt,standard,15,[[15]]
llama3.3-70b-lora1/kraz/third_score_reference.txt,standard,33,[[33]]
llama3.3-70b-lora1/kraz/third_score_reference_document.txt,standard,29,[[29]]
llama3.3-70b-lora1/kraz/first_score_document.txt,standard,47,[[47]]
llama3.3-70b-lora1/kraz/first_score_reference.txt,standard,74,[[74]]
llama3.3-70b-lora1/kraz/second_score_reference.txt,standard,77,[[77]]
llama3.3-70b-lora1/kraz/first_score_reference_document.txt,standard,51,[[51]]
llama3.3-70b-lora1/kraz/second_score_reference_document.txt,standard,37,[[37]]
llama3.3-70b-lora1/kraz/second_score_document.txt,standard,58,[[58]]
llama3.3-70b-lora1/kraz/third_score_document.txt,standard,66,[[66]]
llama3.3-70b-lora1/camera/third_score_reference.txt,standard,44,[[44]]
llama3.3-70b-lora1/camera/third_score_reference_document.txt,standard,30,[[30]]
llama3.3-70b-lora1/camera/first_score_document.txt,standard,55,[[55]]
llama3.3-70b-lora1/camera/first_score_reference.txt,standard,40,[[40]]
llama3.3-70b-lora1/camera/second_score_reference.txt,standard,79,[[79]]
llama3.3-70b-lora1/camera/first_score_reference_document.txt,standard,19,[[19]]
llama3.3-70b-lora1/camera/second_score_reference_document.txt,standard,44,[[44]]
llama3.3-70b-lora1/camera/second_score_document.txt,standard,51,[[51]]
llama3.3-70b-lora1/camera/third_score_document.txt,standard,63,[[63]]
llama3.3-70b-lora1/buckling/third_score_reference.txt,standard,39,[[39]]
llama3.3-70b-lora1/buckling/third_score_reference_document.txt,standard,7,[[7]]
llama3.3-70b-lora1/buckling/first_score_document.txt,standard,28,[[28]]
llama3.3-70b-lora1/buckling/first_score_reference.txt,standard,10,[[10]]
llama3.3-70b-lora1/buckling/second_score_reference.txt,standard,30,[[30]]
llama3.3-70b-lora1/buckling/first_score_reference_document.txt,standard,4,[[4]]
llama3.3-70b-lora1/buckling/second_score_reference_document.txt,standard,20,[[20]]
llama3.3-70b-lora1/buckling/second_score_document.txt,standard,60,[[60]]
llama3.3-70b-lora1/buckling/third_score_document.txt,standard,75,[[75]]
llama3.3-70b-lora1/gator/third_score_reference.txt,standard,25,[[25]]
llama3.3-70b-lora1/gator/third_score_reference_document.txt,standard,20,[[20]]
llama3.3-70b-lora1/gator/first_score_document.txt,standard,12,[[12]]
llama3.3-70b-lora1/gator/first_score_reference.txt,standard,71,[[71]]
llama3.3-70b-lora1/gator/second_score_reference.txt,standard,78,[[78]]
llama3.3-70b-lora1/gator/first_score_reference_document.txt,standard,52,[[52]]
llama3.3-70b-lora1/gator/second_score_reference_document.txt,standard,24,[[24]]
llama3.3-70b-lora1/gator/second_score_document.txt,standard,15,[[15]]
llama3.3-70b-lora1/gator/third_score_document.txt,standard,76,[[76]]
llama3.3-70b-lora1/slider_crank/third_score_reference.txt,standard,62,[[62]]
llama3.3-70b-lora1/slider_crank/third_score_reference_document.txt,standard,58,[[58]]
llama3.3-70b-lora1/slider_crank/first_score_document.txt,standard,16,[[16]]
llama3.3-70b-lora1/slider_crank/first_score_reference.txt,standard,2,[[2]]
llama3.3-70b-lora1/slider_crank/second_score_reference.txt,standard,80,[[80]]
llama3.3-70b-lora1/slider_crank/first_score_reference_document.txt,standard,7,[[7]]
llama3.3-70b-lora1/slider_crank/second_score_reference_document.txt,standard,75,[[75]]
llama3.3-70b-lora1/slider_crank/second_score_document.txt,standard,68,[[68]]
llama3.3-70b-lora1/slider_crank/third_score_document.txt,standard,29,[[29]]
llama3.3-70b-lora1/feda/third_score_reference.txt,standard,64,[[64]]
llama3.3-70b-lora1/feda/third_score_reference_document.txt,standard,59,[[59]]
llama3.3-70b-lora1/feda/first_score_document.txt,standard,10,[[10]]
llama3.3-70b-lora1/feda/first_score_reference.txt,standard,53,[[53]]
llama3.3-70b-lora1/feda/second_score_reference.txt,standard,36,[[36]]
llama3.3-70b-lora1/feda/first_score_reference_document.txt,standard,2,[[2]]
llama3.3-70b-lora1/feda/second_score_reference_document.txt,standard,57,[[57]]
llama3.3-70b-lora1/feda/second_score_document.txt,standard,None,[[0]]
llama3.3-70b-lora1/feda/third_score_document.txt,standard,48,[[48]]
deepseek-r1-32b/scm/third_score_reference.txt,standard,68,[[68]]
deepseek-r1-32b/scm/third_score_reference_document.txt,standard,37,[[37]]
deepseek-r1-32b/scm/first_score_document.txt,standard,43,[[43]]
deepseek-r1-32b/scm/first_score_reference.txt,standard,14,[[14]]
deepseek-r1-32b/scm/second_score_reference.txt,standard,72,[[72]]
deepseek-r1-32b/scm/first_score_reference_document.txt,standard,6,[[6]]
deepseek-r1-32b/scm/second_score_reference_document.txt,standard,39,[[39]]
deepseek-r1-32b/scm/second_score_document.txt,standard,62,[[62]]
deepseek-r1-32b/scm/third_score_document.txt,standard,43,[[43]]
deepseek-r1-32b/citybus/third_score_reference.txt,standard,25,[[25]]
deepseek-r1-32b/citybus/third_score_reference_document.txt,standard,62,[[62]]
deepseek-r1-32b/citybus/first_score_document.txt,standard,30,[[30]]
deepseek-r1-32b/citybus/first_score_reference.txt,standard,11,[[11]]
deepseek-r1-32b/citybus/second_score_reference.txt,standard,78,[[78]]
deepseek-r1-32b/citybus/first_score_reference_document.txt,standard,24,[[24]]
deepseek-r1-32b/citybus/second_score_reference_document.txt,standard,28,[[28]]
deepseek-r1-32b/citybus/second_score_document.txt,standard,76,[[76]]
deepseek-r1-32b/citybus/third_score_document.txt,standard,57,[[57]]
deepseek-r1-32b/gps_imu/third_score_reference.txt,standard,98,[[98]]
deepseek-r1-32b/gps_imu/third_score_reference_document.txt,standard,59,[[59]]
deepseek-r1-32b/gps_imu/first_score_document.txt,standard,19,[[19]]
deepseek-r1-32b/gps_imu/first_score_reference.txt,standard,None,[[0]]
deepseek-r1-32b/gps_imu/second_score_reference.txt,standard,98,[[98]]
deepseek-r1-32b/gps_imu/first_score_reference_document.txt,standard,5,[[5]]
deepseek-r1-32b/gps_imu/second_score_reference_document.txt,standard,81,[[81]]
deepseek-r1-32b/gps_imu/second_score_document.txt,standard,49,[[49]]
deepseek-r1-32b/gps_imu/third_score_document.txt,standard,70,[[70]]
deepseek-r1-32b/rotor/third_score_reference.txt,standard,88,[[88]]
deepseek-r1-32b/rotor/third_score_reference_document.txt,standard,7,[[7]]
deepseek-r1-32b/rotor/first_score_document.txt,standard,27,[[27]]
deepseek-r1-32b/rotor/first_score_reference.txt,standard,9,[[9]]
deepseek-r1-32b/rotor/second_score_reference.txt,standard,100,[[100]]
deepseek-r1-32b/rotor/first_score_reference_document.txt,standard,19,[[19]]
deepseek-r1-32b/rotor/second_score_reference_document.txt,standard,68,[[68]]
deepseek-r1-32b/rotor/second_score_document.txt,standard,56,[[56]]
deepseek-r1-32b/rotor/third_score_document.txt,standard,None,[[0]]
deepseek-r1-32b/rigid_multipatches/third_score_reference.txt,standard,65,[[65]]
deepseek-r1-32b/rigid_multipatches/third_score_reference_document.txt,standard,37,[[37]]
deepseek-r1-32b/rigid_multipatches/first_score_document.txt,standard,21,[[21]]
deepseek-r1-32b/rigid_multipatches/first_score_reference.txt,standard,13,[[13]]
deepseek-r1-32b/rigid_multipatches/second_score_reference.txt,standard,17,[[17]]
deepseek-r1-32b/rigid_multipatches/first_score_reference_document.txt,standard,10,[[10]]
deepseek-r1-32b/rigid_multipatches/second_score_reference_document.txt,standard,55,[[55]]
deepseek-r1-32b/rigid_multipatches/second_score_document.txt,standard,88,[[88]]
deepseek-r1-32b/rigid_multipatches/third_score_document.txt,standard,67,[[67]]
deepseek-r1-32b/cable/third_score_reference.txt,standard,92,[[92]]
deepseek-r1-32b/cable/third_score_reference_document.txt,standard,30,[[30]]
deepseek-r1-32b/cable/first_score_document.txt,standard,9,[[9]]
deepseek-r1-32b/cable/first_score_reference.txt,standard,49,[[49]]
deepseek-r1-32b/cable/second_score_reference.txt,standard,95,[[95]]
deepseek-r1-32b/cable/first_score_reference_document.txt,standard,19,[[19]]
deepseek-r1-32b/cable/second_score_reference_document.txt,standard,63,[[63]]
deepseek-r1-32b/cable/second_score_document.txt,standard,60,[[60]]
deepseek-r1-32b/cable/third_score_document.txt,standard,40,[[40]]
deepseek-r1-32b/sensros/third_score_reference.txt,standard,67,[[67]]
deepseek-r1-32b/sensros/third_score_reference_document.txt,standard,39,[[39]]
