Test Model,System,Round,Score Document,Score Reference,Score Reference Document
sft-task-32b-3156659,lidar,third,55.0,10.0,59.0
sft-task-32b-3156659,m113,first,80.0,59.0,34.0
sft-task-32b-3156659,m113,second,59.0,35.0,42.0
sft-task-32b-3156659,m113,third,55.0,59.0,67.0
sft-task-32b-3156659,man,first,59.0,59.0,32.0
sft-task-32b-3156659,man,second,39.0,59.0,49.0
sft-task-32b-3156659,man,third,59.0,54.0,17.0
sft-task-32b-3156659,mass_spring_damper,first,62.0,59.0,62.0
sft-task-32b-3156659,mass_spring_damper,second,54.0,78.0,45.0
sft-task-32b-3156659,mass_spring_damper,third,55.0,73.0,68.0
sft-task-32b-3156659,particles,first,62.0,54.0,54.0
sft-task-32b-3156659,particles,second,57.0,60.0,60.0
sft-task-32b-3156659,particles,third,52.0,67.0,67.0
sft-task-32b-3156659,pendulum,first,64.0,40.0,44.0
sft-task-32b-3156659,pendulum,second,78.0,45.0,42.0
sft-task-32b-3156659,pendulum,third,62.0,58.0,50.0
sft-task-32b-3156659,rigid_highway,first,54.0,54.0,32.0
sft-task-32b-3156659,rigid_highway,second,59.0,67.0,72.0
sft-task-32b-3156659,rigid_highway,third,74.0,93.0,72.0
sft-task-32b-3156659,rigid_multipatches,first,74.0,42.0,34.0
sft-task-32b-3156659,rigid_multipatches,second,67.0,87.0,64.0
sft-task-32b-3156659,rigid_multipatches,third,72.0,70.0,65.0
sft-task-32b-3156659,rotor,first,64.0,44.0,44.0
sft-task-32b-3156659,rotor,second,59.0,63.0,65.0
sft-task-32b-3156659,rotor,third,69.0,68.0,62.0
sft-task-32b-3156659,scm,first,70.0,59.0,59.0
sft-task-32b-3156659,scm,second,52.0,70.0,61.0
sft-task-32b-3156659,scm,third,32.0,59.0,64.0
sft-task-32b-3156659,scm_hill,first,64.0,32.0,57.0
sft-task-32b-3156659,scm_hill,second,64.0,62.0,32.0
sft-task-32b-3156659,scm_hill,third,62.0,54.0,62.0
sft-task-32b-3156659,sedan,first,57.0,40.0,59.0
sft-task-32b-3156659,sedan,second,42.0,62.0,35.0
sft-task-32b-3156659,sedan,third,64.0,67.0,49.0
sft-task-32b-3156659,sensros,first,57.0,20.0,30.0
sft-task-32b-3156659,sensros,second,60.0,39.0,60.0
sft-task-32b-3156659,sensros,third,52.0,60.0,55.0
sft-task-32b-3156659,slider_crank,first,60.0,49.0,39.0
sft-task-32b-3156659,slider_crank,second,77.0,49.0,58.0
sft-task-32b-3156659,slider_crank,third,34.0,57.0,59.0
sft-task-32b-3156659,tablecloth,first,90.0,62.0,62.0
sft-task-32b-3156659,tablecloth,second,61.0,61.0,51.0
sft-task-32b-3156659,tablecloth,third,64.0,57.0,54.0
sft-task-32b-3156659,turtlebot,first,54.0,57.0,59.0
sft-task-32b-3156659,turtlebot,second,66.0,84.0,75.0
sft-task-32b-3156659,turtlebot,third,65.0,54.0,54.0
sft-task-32b-3156659,uazbus,first,78.0,57.0,24.0
sft-task-32b-3156659,uazbus,second,59.0,44.0,57.0
sft-task-32b-3156659,uazbus,third,52.0,67.0,81.0
sft-task-32b-3156659,veh_app,first,62.0,54.0,67.0
sft-task-32b-3156659,veh_app,second,60.0,72.0,65.0
sft-task-32b-3156659,veh_app,third,57.0,40.0,52.0
sft-task-32b-3156659,vehros,first,57.0,54.0,10.0
sft-task-32b-3156659,vehros,second,73.0,64.0,82.0
sft-task-32b-3156659,vehros,third,72.0,74.0,69.0
sft-task-32b-3156659,viper,first,59.0,37.0,59.0
sft-task-32b-3156659,viper,second,52.0,73.0,81.0
sft-task-32b-3156659,viper,third,59.0,62.0,59.0
