Model,System,Round,Avg Score Document,Avg Score Reference,Avg Score Ref+Doc,Num Judges
mistral-nemo-12b-instruct,uazbus,first,15.0,15.0,12.33,3
mistral-nemo-12b-instruct,uazbus,second,57.33,67.33,53.67,3
mistral-nemo-12b-instruct,uazbus,third,43.67,44.33,60.33,3
mistral-nemo-12b-instruct,scm,first,14.0,7.0,8.0,3
mistral-nemo-12b-instruct,scm,second,45.0,35.33,45.67,3
mistral-nemo-12b-instruct,scm,third,49.67,42.67,28.33,3
mistral-nemo-12b-instruct,veh_app,first,15.33,15.0,23.67,3
mistral-nemo-12b-instruct,veh_app,second,25.33,22.33,36.33,3
mistral-nemo-12b-instruct,veh_app,third,59.33,71.0,57.0,3
mistral-nemo-12b-instruct,sedan,first,35.33,24.67,17.67,3
mistral-nemo-12b-instruct,sedan,second,43.0,30.33,40.0,3
mistral-nemo-12b-instruct,sedan,third,53.67,21.0,19.67,3
mistral-nemo-12b-instruct,citybus,first,14.33,17.67,10.67,3
mistral-nemo-12b-instruct,citybus,second,60.67,54.67,58.0,3
mistral-nemo-12b-instruct,citybus,third,38.33,48.33,44.0,3
mistral-nemo-12b-instruct,beam,first,18.0,33.33,12.33,3
mistral-nemo-12b-instruct,beam,second,53.67,70.0,52.0,3
mistral-nemo-12b-instruct,beam,third,56.0,46.33,65.0,3
mistral-nemo-12b-instruct,sensros,first,27.0,6.67,23.0,2
mistral-nemo-12b-instruct,sensros,second,29.0,41.0,22.67,3
mistral-nemo-12b-instruct,sensros,third,30.33,65.0,79.0,3
mistral-nemo-12b-instruct,camera,first,14.33,9.0,11.33,3
mistral-nemo-12b-instruct,camera,second,42.33,80.67,52.0,3
mistral-nemo-12b-instruct,camera,third,21.33,36.0,32.33,3
mistral-nemo-12b-instruct,particles,first,13.33,10.0,7.33,3
mistral-nemo-12b-instruct,particles,second,52.67,55.67,54.33,3
mistral-nemo-12b-instruct,particles,third,66.33,77.67,65.33,3
mistral-nemo-12b-instruct,kraz,first,24.67,11.0,15.0,3
mistral-nemo-12b-instruct,kraz,second,41.0,40.67,61.67,3
mistral-nemo-12b-instruct,kraz,third,50.0,30.0,26.0,3
mistral-nemo-12b-instruct,m113,first,22.0,6.67,11.0,3
mistral-nemo-12b-instruct,m113,second,47.0,51.67,49.67,3
mistral-nemo-12b-instruct,m113,third,27.33,22.0,41.67,3
mistral-nemo-12b-instruct,tablecloth,first,18.67,25.33,12.0,3
mistral-nemo-12b-instruct,tablecloth,second,31.67,59.67,67.67,3
mistral-nemo-12b-instruct,tablecloth,third,64.0,62.67,54.67,3
mistral-nemo-12b-instruct,rotor,first,23.67,14.0,16.67,3
mistral-nemo-12b-instruct,rotor,second,38.0,85.67,73.0,3
mistral-nemo-12b-instruct,rotor,third,57.33,40.0,61.33,3
mistral-nemo-12b-instruct,scm_hill,first,7.67,13.67,7.33,3
mistral-nemo-12b-instruct,scm_hill,second,11.5,24.67,9.0,2
mistral-nemo-12b-instruct,scm_hill,third,47.67,65.67,58.0,3
mistral-nemo-12b-instruct,viper,first,26.67,10.0,16.0,3
mistral-nemo-12b-instruct,viper,second,74.33,94.33,80.0,3
mistral-nemo-12b-instruct,viper,third,57.33,48.33,27.67,3
mistral-nemo-12b-instruct,buckling,first,19.33,21.33,18.0,3
mistral-nemo-12b-instruct,buckling,second,66.0,83.0,79.33,3
mistral-nemo-12b-instruct,buckling,third,45.67,25.0,30.67,3
mistral-nemo-12b-instruct,slider_crank,first,23.67,23.33,15.0,3
mistral-nemo-12b-instruct,slider_crank,second,11.67,5.33,4.33,3
mistral-nemo-12b-instruct,slider_crank,third,51.33,67.0,57.0,3
mistral-nemo-12b-instruct,turtlebot,first,24.67,13.33,22.33,3
mistral-nemo-12b-instruct,turtlebot,second,66.0,70.67,70.33,3
mistral-nemo-12b-instruct,turtlebot,third,50.0,39.0,36.67,3
mistral-nemo-12b-instruct,rigid_multipatches,first,51.0,20.67,18.67,3
mistral-nemo-12b-instruct,rigid_multipatches,second,45.33,42.67,59.33,3
mistral-nemo-12b-instruct,rigid_multipatches,third,44.67,79.67,70.67,3
mistral-nemo-12b-instruct,cable,first,13.0,18.33,28.0,3
mistral-nemo-12b-instruct,cable,second,52.33,90.33,67.67,3
mistral-nemo-12b-instruct,cable,third,24.67,22.33,25.67,3
mistral-nemo-12b-instruct,hmmwv,first,9.67,0.0,10.67,3
mistral-nemo-12b-instruct,hmmwv,second,29.0,42.0,29.67,3
mistral-nemo-12b-instruct,hmmwv,third,49.0,47.0,67.67,3
mistral-nemo-12b-instruct,handler,first,44.33,13.0,20.33,3
mistral-nemo-12b-instruct,handler,second,15.67,38.0,27.0,3
mistral-nemo-12b-instruct,handler,third,66.67,32.0,20.67,3
mistral-nemo-12b-instruct,lidar,first,4.67,11.0,23.67,3
mistral-nemo-12b-instruct,lidar,second,21.67,50.33,28.67,3
mistral-nemo-12b-instruct,lidar,third,2.33,2.67,7.33,3
mixtral-8x22b-instruct-v0.1,gator,first,29.0,25.67,8.0,3
mixtral-8x22b-instruct-v0.1,gator,second,40.67,21.33,35.67,3
mixtral-8x22b-instruct-v0.1,gator,third,45.67,64.33,77.67,3
mixtral-8x22b-instruct-v0.1,gear,first,27.67,30.33,25.33,3
mixtral-8x22b-instruct-v0.1,gear,second,58.33,91.33,61.33,3
mixtral-8x22b-instruct-v0.1,gear,third,73.67,22.67,40.33,3
mixtral-8x22b-instruct-v0.1,feda,first,16.33,20.33,11.0,3
mixtral-8x22b-instruct-v0.1,feda,second,39.33,55.0,39.0,3
mixtral-8x22b-instruct-v0.1,feda,third,54.67,51.67,44.0,3
mixtral-8x22b-instruct-v0.1,man,first,50.67,16.33,15.33,3
mixtral-8x22b-instruct-v0.1,man,second,61.0,74.0,63.0,2
mixtral-8x22b-instruct-v0.1,man,third,52.33,11.0,32.67,3
mixtral-8x22b-instruct-v0.1,art,first,28.0,19.33,13.0,3
mixtral-8x22b-instruct-v0.1,art,second,52.67,90.0,86.67,3
mixtral-8x22b-instruct-v0.1,art,third,39.33,76.0,87.33,3
mixtral-8x22b-instruct-v0.1,vehros,first,15.0,31.33,13.0,2
mixtral-8x22b-instruct-v0.1,vehros,second,54.67,49.33,45.67,3
mixtral-8x22b-instruct-v0.1,vehros,third,20.67,10.67,21.33,3
mixtral-8x22b-instruct-v0.1,pendulum,first,21.33,33.33,25.33,3
mixtral-8x22b-instruct-v0.1,pendulum,second,42.0,43.67,55.0,3
mixtral-8x22b-instruct-v0.1,pendulum,third,55.67,55.33,38.33,3
mixtral-8x22b-instruct-v0.1,rigid_highway,first,27.33,20.33,17.0,3
mixtral-8x22b-instruct-v0.1,rigid_highway,second,34.67,50.67,64.67,3
mixtral-8x22b-instruct-v0.1,rigid_highway,third,43.67,66.33,85.0,3
mixtral-8x22b-instruct-v0.1,curiosity,first,51.67,14.0,17.67,3
mixtral-8x22b-instruct-v0.1,curiosity,second,38.33,64.33,53.33,3
mixtral-8x22b-instruct-v0.1,curiosity,third,66.0,53.0,40.67,3
mixtral-8x22b-instruct-v0.1,gps_imu,first,25.0,10.67,18.67,3
mixtral-8x22b-instruct-v0.1,gps_imu,second,23.67,39.33,72.33,3
mixtral-8x22b-instruct-v0.1,gps_imu,third,40.67,78.0,73.67,3
mixtral-8x22b-instruct-v0.1,mass_spring_damper,first,14.67,25.0,31.67,3
mixtral-8x22b-instruct-v0.1,mass_spring_damper,second,55.33,49.33,59.33,3
mixtral-8x22b-instruct-v0.1,mass_spring_damper,third,50.67,34.0,30.0,3
mixtral-8x22b-instruct-v0.1,uazbus,first,27.0,12.33,3.33,3
mixtral-8x22b-instruct-v0.1,uazbus,second,43.0,54.33,69.67,3
mixtral-8x22b-instruct-v0.1,uazbus,third,59.67,38.0,29.33,3
mixtral-8x22b-instruct-v0.1,scm,first,28.0,11.0,19.0,3
mixtral-8x22b-instruct-v0.1,scm,second,42.33,62.33,65.67,3
mixtral-8x22b-instruct-v0.1,scm,third,59.33,32.67,39.0,3
mixtral-8x22b-instruct-v0.1,veh_app,first,33.33,33.33,32.33,3
mixtral-8x22b-instruct-v0.1,veh_app,second,35.33,46.0,29.67,3
mixtral-8x22b-instruct-v0.1,veh_app,third,26.0,44.33,63.67,3
mixtral-8x22b-instruct-v0.1,sedan,first,34.67,35.67,27.33,3
mixtral-8x22b-instruct-v0.1,sedan,second,49.67,43.67,39.0,3
mixtral-8x22b-instruct-v0.1,sedan,third,25.67,20.67,22.0,3
mixtral-8x22b-instruct-v0.1,citybus,first,32.33,3.33,26.33,3
mixtral-8x22b-instruct-v0.1,citybus,second,49.67,51.67,60.67,3
mixtral-8x22b-instruct-v0.1,citybus,third,55.33,72.33,53.33,3
mixtral-8x22b-instruct-v0.1,beam,first,41.67,12.67,25.33,3
mixtral-8x22b-instruct-v0.1,beam,second,38.67,53.33,54.0,3
mixtral-8x22b-instruct-v0.1,beam,third,29.0,50.33,72.0,3
mixtral-8x22b-instruct-v0.1,sensros,first,27.0,7.0,21.0,3
mixtral-8x22b-instruct-v0.1,sensros,second,38.33,59.0,72.33,3
mixtral-8x22b-instruct-v0.1,sensros,third,33.67,80.33,65.33,3
mixtral-8x22b-instruct-v0.1,camera,first,33.33,36.33,22.0,3
mixtral-8x22b-instruct-v0.1,camera,second,29.67,51.0,47.33,3
mixtral-8x22b-instruct-v0.1,camera,third,36.67,51.33,43.67,3
mixtral-8x22b-instruct-v0.1,particles,first,19.67,11.0,14.33,3
mixtral-8x22b-instruct-v0.1,particles,second,50.67,68.0,45.0,3
mixtral-8x22b-instruct-v0.1,particles,third,66.33,71.0,61.33,3
mixtral-8x22b-instruct-v0.1,kraz,first,7.33,21.0,6.33,3
mixtral-8x22b-instruct-v0.1,kraz,second,45.67,68.67,50.0,3
mixtral-8x22b-instruct-v0.1,kraz,third,35.67,10.33,23.0,3
mixtral-8x22b-instruct-v0.1,m113,first,20.67,7.33,7.33,3
mixtral-8x22b-instruct-v0.1,m113,second,44.0,48.67,45.67,3
mixtral-8x22b-instruct-v0.1,m113,third,47.33,59.0,54.33,3
mixtral-8x22b-instruct-v0.1,tablecloth,first,24.67,5.33,23.33,3
mixtral-8x22b-instruct-v0.1,tablecloth,second,28.0,40.0,50.33,3
mixtral-8x22b-instruct-v0.1,tablecloth,third,46.33,57.67,56.67,3
mixtral-8x22b-instruct-v0.1,rotor,first,21.0,23.67,19.67,3
mixtral-8x22b-instruct-v0.1,rotor,second,45.33,60.33,79.33,3
mixtral-8x22b-instruct-v0.1,rotor,third,41.0,62.0,60.67,3
mixtral-8x22b-instruct-v0.1,scm_hill,first,29.67,32.33,16.0,3
mixtral-8x22b-instruct-v0.1,scm_hill,second,27.67,38.0,35.33,3
mixtral-8x22b-instruct-v0.1,scm_hill,third,55.67,38.33,64.67,3
mixtral-8x22b-instruct-v0.1,viper,first,4.0,18.67,6.0,3
mixtral-8x22b-instruct-v0.1,viper,second,63.67,90.33,85.33,3
mixtral-8x22b-instruct-v0.1,viper,third,60.33,55.67,46.33,3
mixtral-8x22b-instruct-v0.1,buckling,first,23.0,23.0,16.0,3
mixtral-8x22b-instruct-v0.1,buckling,second,43.33,75.0,78.0,3
mixtral-8x22b-instruct-v0.1,buckling,third,33.67,31.67,28.0,3
mixtral-8x22b-instruct-v0.1,slider_crank,first,21.33,36.0,31.33,3
mixtral-8x22b-instruct-v0.1,slider_crank,second,54.67,64.67,62.67,3
mixtral-8x22b-instruct-v0.1,slider_crank,third,39.0,44.0,56.0,3
mixtral-8x22b-instruct-v0.1,turtlebot,first,19.67,0.67,15.67,3
mixtral-8x22b-instruct-v0.1,turtlebot,second,68.67,72.0,71.33,3
mixtral-8x22b-instruct-v0.1,turtlebot,third,8.33,17.33,22.67,3
mixtral-8x22b-instruct-v0.1,rigid_multipatches,first,18.33,13.67,14.67,3
mixtral-8x22b-instruct-v0.1,rigid_multipatches,second,65.67,57.33,44.67,3
mixtral-8x22b-instruct-v0.1,rigid_multipatches,third,58.0,87.67,75.0,3
mixtral-8x22b-instruct-v0.1,cable,first,27.33,25.33,27.33,3
mixtral-8x22b-instruct-v0.1,cable,second,51.33,86.67,87.67,3
mixtral-8x22b-instruct-v0.1,cable,third,44.67,37.67,29.67,3
mixtral-8x22b-instruct-v0.1,hmmwv,first,30.33,18.0,29.0,3
mixtral-8x22b-instruct-v0.1,hmmwv,second,41.67,38.0,37.67,3
mixtral-8x22b-instruct-v0.1,hmmwv,third,40.0,53.67,63.67,3
mixtral-8x22b-instruct-v0.1,handler,first,20.0,30.67,13.33,3
mixtral-8x22b-instruct-v0.1,handler,second,41.67,86.0,80.33,3
mixtral-8x22b-instruct-v0.1,handler,third,64.0,32.33,45.0,3
mixtral-8x22b-instruct-v0.1,lidar,first,19.0,23.0,10.0,3
mixtral-8x22b-instruct-v0.1,lidar,second,20.33,60.33,37.67,3
mixtral-8x22b-instruct-v0.1,lidar,third,26.33,27.33,21.67,3
llama4_maverick,gator,first,58.0,45.33,16.33,3
llama4_maverick,gator,second,64.0,56.0,46.0,3
llama4_maverick,gator,third,49.0,52.67,62.67,3
llama4_maverick,gear,first,32.33,24.67,9.33,3
llama4_maverick,gear,second,45.67,93.0,64.67,3
llama4_maverick,gear,third,65.67,31.33,62.0,3
llama4_maverick,feda,first,46.33,13.67,32.33,3
llama4_maverick,feda,second,37.67,67.67,69.33,3
llama4_maverick,feda,third,67.67,34.0,55.67,3
llama4_maverick,man,first,41.5,11.33,30.67,2
llama4_maverick,man,second,43.0,59.67,58.0,3
llama4_maverick,man,third,56.0,46.33,34.67,3
llama4_maverick,art,first,43.33,16.33,19.33,3
llama4_maverick,art,second,42.33,75.33,49.67,3
llama4_maverick,art,third,44.67,58.33,67.0,3
llama4_maverick,vehros,first,13.67,26.0,20.67,3
llama4_maverick,vehros,second,47.0,33.67,46.0,3
llama4_maverick,vehros,third,85.0,35.67,29.67,3
llama4_maverick,pendulum,first,37.33,35.0,13.67,3
llama4_maverick,pendulum,second,65.67,56.0,50.67,3
llama4_maverick,pendulum,third,70.67,47.0,64.33,3
llama4_maverick,rigid_highway,first,30.67,17.0,19.67,3
llama4_maverick,rigid_highway,second,51.0,81.67,67.0,3
llama4_maverick,rigid_highway,third,27.67,65.67,62.0,3
llama4_maverick,curiosity,first,21.33,5.67,27.0,3
llama4_maverick,curiosity,second,70.33,64.33,66.33,3
llama4_maverick,curiosity,third,39.33,46.0,38.0,3
llama4_maverick,gps_imu,first,43.67,13.67,20.33,3
llama4_maverick,gps_imu,second,38.67,30.33,49.0,3
llama4_maverick,gps_imu,third,74.0,77.0,80.0,3
llama4_maverick,mass_spring_damper,first,36.67,30.0,15.33,3
llama4_maverick,mass_spring_damper,second,56.67,72.67,68.0,3
llama4_maverick,mass_spring_damper,third,44.67,48.0,43.33,3
llama4_maverick,uazbus,first,22.33,21.0,7.67,3
llama4_maverick,uazbus,second,51.33,65.33,60.0,3
llama4_maverick,uazbus,third,38.0,54.67,45.67,3
llama4_maverick,scm,first,34.33,10.0,15.67,3
llama4_maverick,scm,second,55.67,33.33,56.0,3
llama4_maverick,scm,third,33.33,26.33,21.67,3
llama4_maverick,veh_app,first,22.67,9.67,9.0,3
llama4_maverick,veh_app,second,49.33,39.67,31.67,3
llama4_maverick,veh_app,third,49.0,46.0,47.67,3
llama4_maverick,sedan,first,33.67,14.33,17.67,3
llama4_maverick,sedan,second,42.0,32.33,50.67,3
llama4_maverick,sedan,third,10.0,6.67,6.67,3
llama4_maverick,citybus,first,39.67,30.0,20.33,3
llama4_maverick,citybus,second,62.33,78.67,64.0,3
llama4_maverick,citybus,third,33.0,64.67,68.33,3
llama4_maverick,beam,first,22.33,27.67,24.67,3
llama4_maverick,beam,second,40.0,65.67,68.0,3
llama4_maverick,beam,third,55.33,66.67,42.67,3
llama4_maverick,sensros,first,28.33,21.33,8.0,3
llama4_maverick,sensros,second,40.67,36.33,39.67,3
llama4_maverick,sensros,third,41.0,75.0,59.67,3
llama4_maverick,camera,first,43.0,23.0,25.33,3
llama4_maverick,camera,second,31.0,69.33,62.67,3
llama4_maverick,camera,third,50.0,45.33,62.0,3
llama4_maverick,particles,first,42.33,37.67,10.0,3
llama4_maverick,particles,second,73.67,84.0,67.33,3
llama4_maverick,particles,third,65.67,80.67,72.33,3
llama4_maverick,kraz,first,32.33,21.0,18.67,3
llama4_maverick,kraz,second,58.67,48.33,21.0,3
llama4_maverick,kraz,third,44.0,36.67,23.33,3
llama4_maverick,m113,first,34.33,23.67,14.33,3
llama4_maverick,m113,second,52.33,45.33,45.67,3
llama4_maverick,m113,third,49.67,51.33,50.0,3
llama4_maverick,tablecloth,first,48.0,30.33,35.0,3
llama4_maverick,tablecloth,second,50.0,48.33,39.67,3
llama4_maverick,tablecloth,third,66.0,45.33,73.67,3
llama4_maverick,rotor,first,32.67,12.33,17.33,3
llama4_maverick,rotor,second,17.33,77.0,73.0,3
llama4_maverick,rotor,third,38.33,68.33,65.0,3
llama4_maverick,scm_hill,first,23.67,22.0,16.67,3
llama4_maverick,scm_hill,second,30.33,41.33,43.33,3
llama4_maverick,scm_hill,third,46.33,44.67,47.0,3
llama4_maverick,viper,first,37.0,23.33,31.0,3
llama4_maverick,viper,second,68.33,92.67,86.0,3
llama4_maverick,viper,third,65.33,49.33,51.33,3
llama4_maverick,buckling,first,40.67,21.67,10.67,3
llama4_maverick,buckling,second,32.67,65.33,81.33,3
llama4_maverick,buckling,third,38.67,29.33,33.67,3
llama4_maverick,slider_crank,first,39.0,46.67,6.33,3
llama4_maverick,slider_crank,second,61.0,71.67,65.67,3
llama4_maverick,slider_crank,third,64.33,66.33,36.0,3
llama4_maverick,turtlebot,first,17.0,13.33,29.0,3
llama4_maverick,turtlebot,second,57.67,67.33,72.0,3
llama4_maverick,turtlebot,third,46.0,28.33,27.33,3
llama4_maverick,rigid_multipatches,first,39.67,16.33,17.33,3
llama4_maverick,rigid_multipatches,second,76.0,54.0,45.0,3
llama4_maverick,rigid_multipatches,third,75.0,68.67,61.0,3
llama4_maverick,cable,first,59.67,24.0,20.33,3
llama4_maverick,cable,second,58.0,77.67,70.67,3
llama4_maverick,cable,third,60.33,41.33,37.67,3
llama4_maverick,hmmwv,first,45.0,23.33,19.33,3
llama4_maverick,hmmwv,second,27.0,51.0,44.67,3
llama4_maverick,hmmwv,third,61.0,56.67,49.33,3
llama4_maverick,handler,first,25.67,34.0,32.67,3
llama4_maverick,handler,second,58.0,76.33,55.67,3
llama4_maverick,handler,third,69.0,31.67,47.67,3
llama4_maverick,lidar,first,47.33,27.67,29.33,3
llama4_maverick,lidar,second,48.33,43.67,36.33,3
llama4_maverick,lidar,third,48.0,22.33,33.33,3
gemma-2-9b-it,gator,first,21.67,13.0,6.33,3
gemma-2-9b-it,gator,second,59.67,41.33,66.67,3
gemma-2-9b-it,gator,third,49.0,61.33,43.0,3
gemma-2-9b-it,gear,first,10.0,10.33,13.67,3
gemma-2-9b-it,gear,second,33.33,47.67,28.33,3
gemma-2-9b-it,gear,third,33.33,35.33,39.33,3
gemma-2-9b-it,feda,first,21.67,9.33,5.67,3
gemma-2-9b-it,feda,second,45.0,47.33,45.67,3
gemma-2-9b-it,feda,third,58.33,42.0,35.67,3
gemma-2-9b-it,man,first,44.67,14.33,17.0,3
gemma-2-9b-it,man,second,46.33,51.67,63.33,3
gemma-2-9b-it,man,third,48.0,30.67,23.67,3
gemma-2-9b-it,art,first,31.33,17.67,15.67,3
gemma-2-9b-it,art,second,46.67,88.33,74.0,3
gemma-2-9b-it,art,third,50.67,70.33,83.67,3
gemma-2-9b-it,vehros,first,5.0,0.0,0.0,3
gemma-2-9b-it,vehros,second,0.0,0.0,34.67,3
gemma-2-9b-it,vehros,third,11.67,16.67,15.0,3
gemma-2-9b-it,pendulum,first,33.0,10.33,29.67,3
