Test Model,System,Round,Score Document,Score Reference,Score Reference Document
qwen3-32b-baseline,mass_spring_damper,third,59.0,72.0,68.0
qwen3-32b-baseline,particles,first,62.0,37.0,27.0
qwen3-32b-baseline,particles,second,62.0,57.0,55.0
qwen3-32b-baseline,particles,third,67.0,63.0,68.0
qwen3-32b-baseline,pendulum,first,59.0,64.0,44.0
qwen3-32b-baseline,pendulum,second,63.0,60.0,44.0
qwen3-32b-baseline,pendulum,third,78.0,64.0,49.0
qwen3-32b-baseline,rigid_highway,first,54.0,57.0,44.0
qwen3-32b-baseline,rigid_highway,second,65.0,72.0,64.0
qwen3-32b-baseline,rigid_highway,third,77.0,73.0,78.0
qwen3-32b-baseline,rigid_multipatches,first,54.0,54.0,44.0
qwen3-32b-baseline,rigid_multipatches,second,49.0,62.0,54.0
qwen3-32b-baseline,rigid_multipatches,third,64.0,88.0,72.0
qwen3-32b-baseline,rotor,first,44.0,39.0,25.0
qwen3-32b-baseline,rotor,second,64.0,67.0,64.0
qwen3-32b-baseline,rotor,third,64.0,54.0,64.0
qwen3-32b-baseline,scm,first,73.0,34.0,44.0
qwen3-32b-baseline,scm,second,49.0,72.0,60.0
qwen3-32b-baseline,scm,third,44.0,62.0,59.0
qwen3-32b-baseline,scm_hill,first,67.0,64.0,57.0
qwen3-32b-baseline,scm_hill,second,59.0,59.0,62.0
qwen3-32b-baseline,scm_hill,third,34.0,62.0,54.0
qwen3-32b-baseline,sedan,first,57.0,39.0,54.0
qwen3-32b-baseline,sedan,second,39.0,64.0,55.0
qwen3-32b-baseline,sedan,third,42.0,62.0,49.0
qwen3-32b-baseline,sensros,first,60.0,47.0,57.0
qwen3-32b-baseline,sensros,second,57.0,34.0,54.0
qwen3-32b-baseline,sensros,third,32.0,68.0,69.0
qwen3-32b-baseline,slider_crank,first,54.0,64.0,49.0
qwen3-32b-baseline,slider_crank,second,54.0,81.0,72.0
qwen3-32b-baseline,slider_crank,third,59.0,63.0,54.0
qwen3-32b-baseline,tablecloth,first,69.0,54.0,57.0
qwen3-32b-baseline,tablecloth,second,66.0,67.0,66.0
qwen3-32b-baseline,tablecloth,third,49.0,60.0,55.0
qwen3-32b-baseline,turtlebot,first,83.0,70.0,24.0
qwen3-32b-baseline,turtlebot,second,69.0,65.0,82.0
qwen3-32b-baseline,turtlebot,third,65.0,67.0,49.0
qwen3-32b-baseline,uazbus,first,73.0,64.0,24.0
qwen3-32b-baseline,uazbus,second,54.0,34.0,54.0
qwen3-32b-baseline,uazbus,third,39.0,68.0,29.0
qwen3-32b-baseline,veh_app,first,67.0,54.0,77.0
qwen3-32b-baseline,veh_app,second,47.0,32.0,59.0
qwen3-32b-baseline,veh_app,third,57.0,34.0,45.0
qwen3-32b-baseline,vehros,first,57.0,20.0,42.0
qwen3-32b-baseline,vehros,second,83.0,64.0,60.0
qwen3-32b-baseline,vehros,third,73.0,64.0,64.0
qwen3-32b-baseline,viper,first,67.0,57.0,37.0
qwen3-32b-baseline,viper,second,49.0,83.0,77.0
qwen3-32b-baseline,viper,third,59.0,62.0,62.0
