Test Model,System,Round,Score Document,Score Reference,Score Reference Document
sft-task-8b-lr2x-3155498,rigid_multipatches,first,0.0,20.0,0.0
sft-task-8b-lr2x-3155498,rigid_multipatches,second,64.0,59.0,64.0
sft-task-8b-lr2x-3155498,rigid_multipatches,third,59.0,80.0,74.0
sft-task-8b-lr2x-3155498,rotor,first,63.0,0.0,42.0
sft-task-8b-lr2x-3155498,rotor,second,70.0,83.0,64.0
sft-task-8b-lr2x-3155498,rotor,third,69.0,65.0,53.0
sft-task-8b-lr2x-3155498,scm,first,69.0,39.0,54.0
sft-task-8b-lr2x-3155498,scm,second,59.0,62.0,59.0
sft-task-8b-lr2x-3155498,scm,third,49.0,62.0,57.0
sft-task-8b-lr2x-3155498,scm_hill,first,15.0,5.0,10.0
sft-task-8b-lr2x-3155498,scm_hill,second,59.0,59.0,44.0
sft-task-8b-lr2x-3155498,scm_hill,third,54.0,57.0,57.0
sft-task-8b-lr2x-3155498,sedan,first,10.0,10.0,20.0
sft-task-8b-lr2x-3155498,sedan,second,27.0,74.0,39.0
sft-task-8b-lr2x-3155498,sedan,third,67.0,59.0,67.0
sft-task-8b-lr2x-3155498,sensros,first,40.0,42.0,52.0
sft-task-8b-lr2x-3155498,sensros,second,64.0,59.0,62.0
sft-task-8b-lr2x-3155498,sensros,third,59.0,50.0,62.0
sft-task-8b-lr2x-3155498,slider_crank,first,25.0,25.0,35.0
sft-task-8b-lr2x-3155498,slider_crank,second,59.0,73.0,59.0
sft-task-8b-lr2x-3155498,slider_crank,third,60.0,63.0,63.0
sft-task-8b-lr2x-3155498,tablecloth,first,64.0,32.0,34.0
sft-task-8b-lr2x-3155498,tablecloth,second,71.0,76.0,69.0
sft-task-8b-lr2x-3155498,tablecloth,third,61.0,66.0,66.0
sft-task-8b-lr2x-3155498,turtlebot,first,44.0,39.0,44.0
sft-task-8b-lr2x-3155498,turtlebot,second,54.0,70.0,75.0
sft-task-8b-lr2x-3155498,turtlebot,third,30.0,20.0,20.0
sft-task-8b-lr2x-3155498,uazbus,first,54.0,32.0,30.0
sft-task-8b-lr2x-3155498,uazbus,second,39.0,62.0,57.0
sft-task-8b-lr2x-3155498,uazbus,third,57.0,62.0,55.0
sft-task-8b-lr2x-3155498,veh_app,first,10.0,20.0,20.0
sft-task-8b-lr2x-3155498,veh_app,second,57.0,59.0,57.0
sft-task-8b-lr2x-3155498,veh_app,third,62.0,50.0,57.0
sft-task-8b-lr2x-3155498,vehros,first,20.0,25.0,25.0
sft-task-8b-lr2x-3155498,vehros,second,62.0,69.0,69.0
sft-task-8b-lr2x-3155498,vehros,third,42.0,35.0,30.0
sft-task-8b-lr2x-3155498,viper,first,32.0,57.0,59.0
sft-task-8b-lr2x-3155498,viper,second,64.0,83.0,88.0
sft-task-8b-lr2x-3155498,viper,third,25.0,15.0,25.0
