Test Model,System,Round,Score Document,Score Reference,Score Reference Document
llama4_scout,rigid_multipatches,first,0,23,0
llama4_scout,rigid_multipatches,second,93,66,60
llama4_scout,rigid_multipatches,third,92,78,47
llama4_scout,cable,first,69,62,42
llama4_scout,cable,second,40,100,10
llama4_scout,cable,third,9,76,9
llama4_scout,hmmwv,first,33,32,36
llama4_scout,hmmwv,second,78,54,67
llama4_scout,hmmwv,third,1,98,24
llama4_scout,handler,first,75,64,52
llama4_scout,handler,second,77,40,75
llama4_scout,handler,third,86,19,59
llama4_scout,lidar,first,24,81,39
llama4_scout,lidar,second,70,82,42
llama4_scout,lidar,third,58,33,0
mistral-nemo-12b-instruct,gator,first,0,32,2
mistral-nemo-12b-instruct,gator,second,17,25,0
mistral-nemo-12b-instruct,gator,third,45,78,30
mistral-nemo-12b-instruct,gear,first,15,57,17
mistral-nemo-12b-instruct,gear,second,68,99,57
mistral-nemo-12b-instruct,gear,third,0,99,92
mistral-nemo-12b-instruct,feda,first,20,10,29
mistral-nemo-12b-instruct,feda,second,16,72,17
mistral-nemo-12b-instruct,feda,third,35,50,20
mistral-nemo-12b-instruct,man,first,35,55,4
mistral-nemo-12b-instruct,man,second,30,59,54
mistral-nemo-12b-instruct,man,third,35,67,60
mistral-nemo-12b-instruct,art,first,0,12,4
mistral-nemo-12b-instruct,art,second,80,78,56
mistral-nemo-12b-instruct,art,third,21,100,73
mistral-nemo-12b-instruct,vehros,first,0,34,52
mistral-nemo-12b-instruct,vehros,second,42,72,37
mistral-nemo-12b-instruct,vehros,third,67,73,64
mistral-nemo-12b-instruct,pendulum,first,32,42,0
mistral-nemo-12b-instruct,pendulum,second,15,39,37
mistral-nemo-12b-instruct,pendulum,third,35,65,25
mistral-nemo-12b-instruct,rigid_highway,first,0,0,4
mistral-nemo-12b-instruct,rigid_highway,second,70,71,60
mistral-nemo-12b-instruct,rigid_highway,third,53,20,32
mistral-nemo-12b-instruct,curiosity,first,0,21,0
mistral-nemo-12b-instruct,curiosity,second,68,72,72
mistral-nemo-12b-instruct,curiosity,third,92,64,42
mistral-nemo-12b-instruct,gps_imu,first,25,6,37
mistral-nemo-12b-instruct,gps_imu,second,79,69,34
mistral-nemo-12b-instruct,gps_imu,third,8,82,55
mistral-nemo-12b-instruct,mass_spring_damper,first,22,33,27
mistral-nemo-12b-instruct,mass_spring_damper,second,62,83,60
mistral-nemo-12b-instruct,mass_spring_damper,third,27,68,62
mistral-nemo-12b-instruct,uazbus,first,0,17,10
mistral-nemo-12b-instruct,uazbus,second,67,83,78
mistral-nemo-12b-instruct,uazbus,third,55,65,75
mistral-nemo-12b-instruct,scm,first,8,29,10
mistral-nemo-12b-instruct,scm,second,0,42,17
mistral-nemo-12b-instruct,scm,third,79,34,62
mistral-nemo-12b-instruct,veh_app,first,0,14,39
mistral-nemo-12b-instruct,veh_app,second,24,34,24
mistral-nemo-12b-instruct,veh_app,third,53,37,58
mistral-nemo-12b-instruct,sedan,first,20,24,14
mistral-nemo-12b-instruct,sedan,second,0,49,59
mistral-nemo-12b-instruct,sedan,third,64,0,22
mistral-nemo-12b-instruct,citybus,first,21,0,17
mistral-nemo-12b-instruct,citybus,second,80,82,15
mistral-nemo-12b-instruct,citybus,third,22,44,33
mistral-nemo-12b-instruct,beam,first,34,22,19
mistral-nemo-12b-instruct,beam,second,0,98,80
mistral-nemo-12b-instruct,beam,third,21,79,73
mistral-nemo-12b-instruct,sensros,first,7,27,49
mistral-nemo-12b-instruct,sensros,second,23,34,45
mistral-nemo-12b-instruct,sensros,third,29,52,50
mistral-nemo-12b-instruct,camera,first,0,13,2
mistral-nemo-12b-instruct,camera,second,19,72,54
mistral-nemo-12b-instruct,camera,third,9,34,48
mistral-nemo-12b-instruct,particles,first,16,24,0
mistral-nemo-12b-instruct,particles,second,38,36,57
mistral-nemo-12b-instruct,particles,third,76,92,27
mistral-nemo-12b-instruct,kraz,first,5,9,3
mistral-nemo-12b-instruct,kraz,second,2,33,59
mistral-nemo-12b-instruct,kraz,third,53,68,19
mistral-nemo-12b-instruct,m113,first,9,87,54
mistral-nemo-12b-instruct,m113,second,83,32,12
mistral-nemo-12b-instruct,m113,third,42,82,45
mistral-nemo-12b-instruct,tablecloth,first,30,54,14
mistral-nemo-12b-instruct,tablecloth,second,45,38,57
mistral-nemo-12b-instruct,tablecloth,third,79,21,30
mistral-nemo-12b-instruct,rotor,first,2,20,52
mistral-nemo-12b-instruct,rotor,second,24,100,47
mistral-nemo-12b-instruct,rotor,third,69,92,65
mistral-nemo-12b-instruct,scm_hill,first,27,29,7
mistral-nemo-12b-instruct,scm_hill,second,1,22,11
mistral-nemo-12b-instruct,scm_hill,third,80,25,60
mistral-nemo-12b-instruct,viper,first,24,45,12
mistral-nemo-12b-instruct,viper,second,98,77,59
mistral-nemo-12b-instruct,viper,third,70,68,43
mistral-nemo-12b-instruct,buckling,first,11,51,51
mistral-nemo-12b-instruct,buckling,second,38,92,18
mistral-nemo-12b-instruct,buckling,third,70,41,59
mistral-nemo-12b-instruct,slider_crank,first,7,9,0
mistral-nemo-12b-instruct,slider_crank,second,11,56,0
mistral-nemo-12b-instruct,slider_crank,third,43,30,7
mistral-nemo-12b-instruct,turtlebot,first,28,32,51
mistral-nemo-12b-instruct,turtlebot,second,55,64,10
mistral-nemo-12b-instruct,turtlebot,third,24,13,35
mistral-nemo-12b-instruct,rigid_multipatches,first,22,27,10
mistral-nemo-12b-instruct,rigid_multipatches,second,68,73,50
mistral-nemo-12b-instruct,rigid_multipatches,third,54,92,29
mistral-nemo-12b-instruct,cable,first,0,19,17
mistral-nemo-12b-instruct,cable,second,58,39,95
mistral-nemo-12b-instruct,cable,third,39,7,40
mistral-nemo-12b-instruct,hmmwv,first,0,67,21
mistral-nemo-12b-instruct,hmmwv,second,83,40,0
mistral-nemo-12b-instruct,hmmwv,third,75,97,64
mistral-nemo-12b-instruct,handler,first,60,55,20
mistral-nemo-12b-instruct,handler,second,22,4,5
mistral-nemo-12b-instruct,handler,third,57,54,18
mistral-nemo-12b-instruct,lidar,first,24,3,5
mistral-nemo-12b-instruct,lidar,second,38,76,85
mistral-nemo-12b-instruct,lidar,third,23,0,3
mixtral-8x22b-instruct-v0.1,gator,first,0,39,16
mixtral-8x22b-instruct-v0.1,gator,second,36,39,10
mixtral-8x22b-instruct-v0.1,gator,third,28,67,17
mixtral-8x22b-instruct-v0.1,gear,first,26,45,19
mixtral-8x22b-instruct-v0.1,gear,second,87,100,38
mixtral-8x22b-instruct-v0.1,gear,third,77,93,39
mixtral-8x22b-instruct-v0.1,feda,first,48,45,4
mixtral-8x22b-instruct-v0.1,feda,second,60,23,57
mixtral-8x22b-instruct-v0.1,feda,third,72,56,38
mixtral-8x22b-instruct-v0.1,man,first,32,35,57
mixtral-8x22b-instruct-v0.1,man,second,76,17,33
mixtral-8x22b-instruct-v0.1,man,third,33,18,57
mixtral-8x22b-instruct-v0.1,art,first,27,10,52
mixtral-8x22b-instruct-v0.1,art,second,70,32,63
mixtral-8x22b-instruct-v0.1,art,third,65,55,3
mixtral-8x22b-instruct-v0.1,vehros,first,62,0,5
mixtral-8x22b-instruct-v0.1,vehros,second,21,67,34
mixtral-8x22b-instruct-v0.1,vehros,third,54,37,52
mixtral-8x22b-instruct-v0.1,pendulum,first,39,38,62
mixtral-8x22b-instruct-v0.1,pendulum,second,100,43,56
mixtral-8x22b-instruct-v0.1,pendulum,third,37,66,77
mixtral-8x22b-instruct-v0.1,rigid_highway,first,34,52,12
mixtral-8x22b-instruct-v0.1,rigid_highway,second,95,20,68
mixtral-8x22b-instruct-v0.1,rigid_highway,third,5,98,73
mixtral-8x22b-instruct-v0.1,curiosity,first,22,17,41
mixtral-8x22b-instruct-v0.1,curiosity,second,88,82,45
mixtral-8x22b-instruct-v0.1,curiosity,third,15,66,59
mixtral-8x22b-instruct-v0.1,gps_imu,first,15,55,0
mixtral-8x22b-instruct-v0.1,gps_imu,second,6,83,31
mixtral-8x22b-instruct-v0.1,gps_imu,third,79,100,15
mixtral-8x22b-instruct-v0.1,mass_spring_damper,first,51,71,59
mixtral-8x22b-instruct-v0.1,mass_spring_damper,second,60,98,75
mixtral-8x22b-instruct-v0.1,mass_spring_damper,third,73,63,36
mixtral-8x22b-instruct-v0.1,uazbus,first,31,27,3
mixtral-8x22b-instruct-v0.1,uazbus,second,44,58,78
mixtral-8x22b-instruct-v0.1,uazbus,third,5,17,58
mixtral-8x22b-instruct-v0.1,scm,first,28,19,57
mixtral-8x22b-instruct-v0.1,scm,second,48,98,48
mixtral-8x22b-instruct-v0.1,scm,third,25,43,0
mixtral-8x22b-instruct-v0.1,veh_app,first,34,65,27
mixtral-8x22b-instruct-v0.1,veh_app,second,33,71,39
mixtral-8x22b-instruct-v0.1,veh_app,third,49,90,5
mixtral-8x22b-instruct-v0.1,sedan,first,0,59,30
mixtral-8x22b-instruct-v0.1,sedan,second,80,61,14
mixtral-8x22b-instruct-v0.1,sedan,third,46,38,37
mixtral-8x22b-instruct-v0.1,citybus,first,0,0,27
mixtral-8x22b-instruct-v0.1,citybus,second,51,53,75
mixtral-8x22b-instruct-v0.1,citybus,third,72,94,40
mixtral-8x22b-instruct-v0.1,beam,first,37,58,27
mixtral-8x22b-instruct-v0.1,beam,second,72,73,57
mixtral-8x22b-instruct-v0.1,beam,third,31,95,67
mixtral-8x22b-instruct-v0.1,sensros,first,52,15,25
mixtral-8x22b-instruct-v0.1,sensros,second,47,76,57
mixtral-8x22b-instruct-v0.1,sensros,third,36,75,28
mixtral-8x22b-instruct-v0.1,camera,first,68,30,22
mixtral-8x22b-instruct-v0.1,camera,second,10,71,40
mixtral-8x22b-instruct-v0.1,camera,third,34,71,30
mixtral-8x22b-instruct-v0.1,particles,first,5,19,6
mixtral-8x22b-instruct-v0.1,particles,second,85,50,55
mixtral-8x22b-instruct-v0.1,particles,third,59,82,73
mixtral-8x22b-instruct-v0.1,kraz,first,17,14,7
mixtral-8x22b-instruct-v0.1,kraz,second,77,88,59
mixtral-8x22b-instruct-v0.1,kraz,third,67,62,57
mixtral-8x22b-instruct-v0.1,m113,first,0,18,6
mixtral-8x22b-instruct-v0.1,m113,second,18,0,26
mixtral-8x22b-instruct-v0.1,m113,third,67,0,59
mixtral-8x22b-instruct-v0.1,tablecloth,first,45,40,26
mixtral-8x22b-instruct-v0.1,tablecloth,second,54,65,67
mixtral-8x22b-instruct-v0.1,tablecloth,third,18,27,61
mixtral-8x22b-instruct-v0.1,rotor,first,52,0,25
mixtral-8x22b-instruct-v0.1,rotor,second,35,100,68
mixtral-8x22b-instruct-v0.1,rotor,third,70,90,77
mixtral-8x22b-instruct-v0.1,scm_hill,first,38,14,20
mixtral-8x22b-instruct-v0.1,scm_hill,second,19,75,52
mixtral-8x22b-instruct-v0.1,scm_hill,third,67,92,38
mixtral-8x22b-instruct-v0.1,viper,first,25,32,10
mixtral-8x22b-instruct-v0.1,viper,second,0,100,95
mixtral-8x22b-instruct-v0.1,viper,third,61,66,63
mixtral-8x22b-instruct-v0.1,buckling,first,28,9,10
mixtral-8x22b-instruct-v0.1,buckling,second,38,100,64
mixtral-8x22b-instruct-v0.1,buckling,third,32,34,17
mixtral-8x22b-instruct-v0.1,slider_crank,first,48,52,30
mixtral-8x22b-instruct-v0.1,slider_crank,second,41,80,68
mixtral-8x22b-instruct-v0.1,slider_crank,third,33,5,90
mixtral-8x22b-instruct-v0.1,turtlebot,first,67,12,22
mixtral-8x22b-instruct-v0.1,turtlebot,second,27,50,65
mixtral-8x22b-instruct-v0.1,turtlebot,third,53,27,17
mixtral-8x22b-instruct-v0.1,rigid_multipatches,first,47,26,18
mixtral-8x22b-instruct-v0.1,rigid_multipatches,second,40,83,46
mixtral-8x22b-instruct-v0.1,rigid_multipatches,third,1,92,17
mixtral-8x22b-instruct-v0.1,cable,first,85,0,32
mixtral-8x22b-instruct-v0.1,cable,second,40,95,75
mixtral-8x22b-instruct-v0.1,cable,third,2,37,67
mixtral-8x22b-instruct-v0.1,hmmwv,first,64,53,13
mixtral-8x22b-instruct-v0.1,hmmwv,second,73,66,70
mixtral-8x22b-instruct-v0.1,hmmwv,third,80,17,65
mixtral-8x22b-instruct-v0.1,handler,first,0,27,55
mixtral-8x22b-instruct-v0.1,handler,second,72,25,40
mixtral-8x22b-instruct-v0.1,handler,third,94,65,69
mixtral-8x22b-instruct-v0.1,lidar,first,36,48,2
mixtral-8x22b-instruct-v0.1,lidar,second,40,61,40
mixtral-8x22b-instruct-v0.1,lidar,third,60,54,52
llama3.3-70b-sft1,gator,first,63,46,16
llama3.3-70b-sft1,gator,second,95,67,42
llama3.3-70b-sft1,gator,third,45,97,66
llama3.3-70b-sft1,gear,first,67,72,19
llama3.3-70b-sft1,gear,second,9,30,57
llama3.3-70b-sft1,gear,third,65,76,77
llama3.3-70b-sft1,feda,first,70,56,22
llama3.3-70b-sft1,feda,second,44,63,67
llama3.3-70b-sft1,feda,third,0,57,16
llama3.3-70b-sft1,man,first,53,7,78
llama3.3-70b-sft1,man,second,78,15,42
llama3.3-70b-sft1,man,third,52,55,10
llama3.3-70b-sft1,art,first,87,18,10
llama3.3-70b-sft1,art,second,87,100,73
llama3.3-70b-sft1,art,third,75,0,9
llama3.3-70b-sft1,vehros,first,58,58,16
llama3.3-70b-sft1,vehros,second,4,66,54
llama3.3-70b-sft1,vehros,third,69,66,50
llama3.3-70b-sft1,pendulum,first,40,14,39
llama3.3-70b-sft1,pendulum,second,63,60,33
llama3.3-70b-sft1,pendulum,third,11,79,65
llama3.3-70b-sft1,rigid_highway,first,9,47,13
llama3.3-70b-sft1,rigid_highway,second,25,23,85
llama3.3-70b-sft1,rigid_highway,third,65,50,14
llama3.3-70b-sft1,curiosity,first,77,78,65
llama3.3-70b-sft1,curiosity,second,59,35,83
llama3.3-70b-sft1,curiosity,third,4,45,58
llama3.3-70b-sft1,gps_imu,first,7,56,42
llama3.3-70b-sft1,gps_imu,second,46,60,65
llama3.3-70b-sft1,gps_imu,third,65,70,78
llama3.3-70b-sft1,mass_spring_damper,first,23,39,39
llama3.3-70b-sft1,mass_spring_damper,second,58,67,57
llama3.3-70b-sft1,mass_spring_damper,third,88,81,72
llama3.3-70b-sft1,uazbus,first,0,65,14
llama3.3-70b-sft1,uazbus,second,76,91,60
llama3.3-70b-sft1,uazbus,third,43,21,24
llama3.3-70b-sft1,scm,first,70,43,11
llama3.3-70b-sft1,scm,second,13,17,37
llama3.3-70b-sft1,scm,third,65,50,26
llama3.3-70b-sft1,veh_app,first,43,16,2
llama3.3-70b-sft1,veh_app,second,68,56,17
llama3.3-70b-sft1,veh_app,third,77,99,50
llama3.3-70b-sft1,sedan,first,50,77,59
llama3.3-70b-sft1,sedan,second,73,8,33
llama3.3-70b-sft1,sedan,third,72,21,21
llama3.3-70b-sft1,citybus,first,0,63,49
llama3.3-70b-sft1,citybus,second,3,30,60
llama3.3-70b-sft1,citybus,third,94,9,100
llama3.3-70b-sft1,beam,first,18,20,58
llama3.3-70b-sft1,beam,second,24,59,45
llama3.3-70b-sft1,beam,third,16,75,17
llama3.3-70b-sft1,sensros,first,50,22,53
llama3.3-70b-sft1,sensros,second,53,61,65
llama3.3-70b-sft1,sensros,third,90,40,100
llama3.3-70b-sft1,camera,first,40,76,63
llama3.3-70b-sft1,camera,second,32,85,70
llama3.3-70b-sft1,camera,third,43,65,25
llama3.3-70b-sft1,particles,first,0,20,17
llama3.3-70b-sft1,particles,second,47,55,18
llama3.3-70b-sft1,particles,third,65,58,55
llama3.3-70b-sft1,kraz,first,53,63,12
llama3.3-70b-sft1,kraz,second,78,22,62
llama3.3-70b-sft1,kraz,third,48,16,29
llama3.3-70b-sft1,m113,first,60,95,52
llama3.3-70b-sft1,m113,second,83,68,42
llama3.3-70b-sft1,m113,third,55,67,68
llama3.3-70b-sft1,tablecloth,first,19,0,44
llama3.3-70b-sft1,tablecloth,second,20,70,27
llama3.3-70b-sft1,tablecloth,third,13,65,59
llama3.3-70b-sft1,rotor,first,21,31,29
llama3.3-70b-sft1,rotor,second,26,98,97
llama3.3-70b-sft1,rotor,third,18,85,63
llama3.3-70b-sft1,scm_hill,first,62,71,16
llama3.3-70b-sft1,scm_hill,second,58,61,31
llama3.3-70b-sft1,scm_hill,third,73,82,62
llama3.3-70b-sft1,viper,first,5,81,53
llama3.3-70b-sft1,viper,second,30,96,72
llama3.3-70b-sft1,viper,third,81,7,32
llama3.3-70b-sft1,buckling,first,26,67,17
llama3.3-70b-sft1,buckling,second,87,80,85
llama3.3-70b-sft1,buckling,third,64,43,60
llama3.3-70b-sft1,slider_crank,first,10,0,29
llama3.3-70b-sft1,slider_crank,second,60,31,70
llama3.3-70b-sft1,slider_crank,third,62,97,68
llama3.3-70b-sft1,turtlebot,first,42,7,50
llama3.3-70b-sft1,turtlebot,second,46,68,64
llama3.3-70b-sft1,turtlebot,third,30,49,50
llama3.3-70b-sft1,rigid_multipatches,first,56,67,19
llama3.3-70b-sft1,rigid_multipatches,second,61,68,65
llama3.3-70b-sft1,rigid_multipatches,third,51,92,59
llama3.3-70b-sft1,cable,first,40,52,9
llama3.3-70b-sft1,cable,second,0,37,62
llama3.3-70b-sft1,cable,third,55,79,32
llama3.3-70b-sft1,hmmwv,first,40,77,25
llama3.3-70b-sft1,hmmwv,second,85,81,65
llama3.3-70b-sft1,hmmwv,third,61,35,92
llama3.3-70b-sft1,handler,first,50,30,28
llama3.3-70b-sft1,handler,second,45,100,16
llama3.3-70b-sft1,handler,third,25,57,54
llama3.3-70b-sft1,lidar,first,68,19,28
llama3.3-70b-sft1,lidar,second,30,77,66
llama3.3-70b-sft1,lidar,third,57,62,51
llama3.1-8b-lora1,gator,first,83,71,12
llama3.1-8b-lora1,gator,second,47,10,16
llama3.1-8b-lora1,gator,third,58,78,32
llama3.1-8b-lora1,gear,first,25,54,52
llama3.1-8b-lora1,gear,second,96,92,75
llama3.1-8b-lora1,gear,third,0,55,32
llama3.1-8b-lora1,feda,first,0,59,15
llama3.1-8b-lora1,feda,second,25,83,7
llama3.1-8b-lora1,feda,third,60,59,17
llama3.1-8b-lora1,man,first,20,68,49
llama3.1-8b-lora1,man,second,79,70,60
llama3.1-8b-lora1,man,third,78,39,17
llama3.1-8b-lora1,art,first,32,57,9
llama3.1-8b-lora1,art,second,22,100,18
llama3.1-8b-lora1,art,third,93,98,20
llama3.1-8b-lora1,vehros,first,12,52,55
llama3.1-8b-lora1,vehros,second,53,47,59
llama3.1-8b-lora1,vehros,third,35,21,42
llama3.1-8b-lora1,pendulum,first,0,28,52
llama3.1-8b-lora1,pendulum,second,54,62,82
llama3.1-8b-lora1,pendulum,third,55,5,63
llama3.1-8b-lora1,rigid_highway,first,48,57,51
llama3.1-8b-lora1,rigid_highway,second,18,23,64
llama3.1-8b-lora1,rigid_highway,third,61,40,20
llama3.1-8b-lora1,curiosity,first,58,65,45
llama3.1-8b-lora1,curiosity,second,10,62,40
llama3.1-8b-lora1,curiosity,third,75,73,19
llama3.1-8b-lora1,gps_imu,first,14,11,19
llama3.1-8b-lora1,gps_imu,second,63,70,77
llama3.1-8b-lora1,gps_imu,third,76,92,54
llama3.1-8b-lora1,mass_spring_damper,first,43,53,52
llama3.1-8b-lora1,mass_spring_damper,second,48,56,78
llama3.1-8b-lora1,mass_spring_damper,third,43,65,55
llama3.1-8b-lora1,uazbus,first,36,60,54
llama3.1-8b-lora1,uazbus,second,53,100,22
llama3.1-8b-lora1,uazbus,third,53,50,2
llama3.1-8b-lora1,scm,first,79,63,19
llama3.1-8b-lora1,scm,second,75,61,32
llama3.1-8b-lora1,scm,third,43,38,22
llama3.1-8b-lora1,veh_app,first,67,37,50
llama3.1-8b-lora1,veh_app,second,6,67,59
llama3.1-8b-lora1,veh_app,third,60,65,0
llama3.1-8b-lora1,sedan,first,14,42,49
llama3.1-8b-lora1,sedan,second,21,27,46
llama3.1-8b-lora1,sedan,third,45,21,67
llama3.1-8b-lora1,citybus,first,5,23,44
llama3.1-8b-lora1,citybus,second,56,44,18
llama3.1-8b-lora1,citybus,third,76,93,63
llama3.1-8b-lora1,beam,first,9,55,24
llama3.1-8b-lora1,beam,second,27,65,53
llama3.1-8b-lora1,beam,third,50,35,12
llama3.1-8b-lora1,sensros,first,12,59,52
llama3.1-8b-lora1,sensros,second,60,47,49
llama3.1-8b-lora1,sensros,third,58,100,55
llama3.1-8b-lora1,camera,first,2,48,48
llama3.1-8b-lora1,camera,second,12,30,31
llama3.1-8b-lora1,camera,third,79,88,37
llama3.1-8b-lora1,particles,first,3,2,7
llama3.1-8b-lora1,particles,second,6,28,29
llama3.1-8b-lora1,particles,third,19,63,53
llama3.1-8b-lora1,kraz,first,60,43,0
llama3.1-8b-lora1,kraz,second,60,68,65
llama3.1-8b-lora1,kraz,third,32,52,17
llama3.1-8b-lora1,m113,first,40,10,25
llama3.1-8b-lora1,m113,second,74,64,59
llama3.1-8b-lora1,m113,third,79,80,62
llama3.1-8b-lora1,tablecloth,first,15,0,0
llama3.1-8b-lora1,tablecloth,second,22,76,59
llama3.1-8b-lora1,tablecloth,third,35,36,35
llama3.1-8b-lora1,rotor,first,9,57,0
llama3.1-8b-lora1,rotor,second,52,75,64
llama3.1-8b-lora1,rotor,third,55,55,52
llama3.1-8b-lora1,scm_hill,first,52,34,19
llama3.1-8b-lora1,scm_hill,second,38,64,37
llama3.1-8b-lora1,scm_hill,third,64,72,30
llama3.1-8b-lora1,viper,first,52,39,27
llama3.1-8b-lora1,viper,second,60,99,86
llama3.1-8b-lora1,viper,third,29,71,69
llama3.1-8b-lora1,buckling,first,49,51,51
llama3.1-8b-lora1,buckling,second,16,33,73
llama3.1-8b-lora1,buckling,third,79,67,9
llama3.1-8b-lora1,slider_crank,first,15,51,48
llama3.1-8b-lora1,slider_crank,second,81,98,0
llama3.1-8b-lora1,slider_crank,third,45,85,66
llama3.1-8b-lora1,turtlebot,first,67,68,17
llama3.1-8b-lora1,turtlebot,second,30,65,45
llama3.1-8b-lora1,turtlebot,third,15,53,69
llama3.1-8b-lora1,rigid_multipatches,first,11,42,11
llama3.1-8b-lora1,rigid_multipatches,second,42,62,25
llama3.1-8b-lora1,rigid_multipatches,third,47,73,44
llama3.1-8b-lora1,cable,first,12,60,60
llama3.1-8b-lora1,cable,second,16,33,52
llama3.1-8b-lora1,cable,third,0,59,5
llama3.1-8b-lora1,hmmwv,first,23,32,14
llama3.1-8b-lora1,hmmwv,second,9,38,60
llama3.1-8b-lora1,hmmwv,third,70,83,7
llama3.1-8b-lora1,handler,first,35,64,42
llama3.1-8b-lora1,handler,second,61,85,58
llama3.1-8b-lora1,handler,third,75,56,48
llama3.1-8b-lora1,lidar,first,15,13,25
llama3.1-8b-lora1,lidar,second,36,9,67
llama3.1-8b-lora1,lidar,third,46,0,0
llama4_maverick,gator,first,37,61,2
llama4_maverick,gator,second,76,83,42
llama4_maverick,gator,third,80,83,81
llama4_maverick,gear,first,46,27,35
llama4_maverick,gear,second,85,37,68
llama4_maverick,gear,third,83,69,52
llama4_maverick,feda,first,53,75,62
llama4_maverick,feda,second,88,83,15
llama4_maverick,feda,third,69,60,2
llama4_maverick,man,first,33,40,57
llama4_maverick,man,second,70,68,45
llama4_maverick,man,third,61,83,53
llama4_maverick,art,first,0,32,20
llama4_maverick,art,second,85,77,70
llama4_maverick,art,third,81,77,55
llama4_maverick,vehros,first,55,20,52
llama4_maverick,vehros,second,77,73,59
llama4_maverick,vehros,third,63,79,34
llama4_maverick,pendulum,first,4,17,14
llama4_maverick,pendulum,second,78,52,56
llama4_maverick,pendulum,third,30,82,11
llama4_maverick,rigid_highway,first,35,60,25
llama4_maverick,rigid_highway,second,53,20,40
llama4_maverick,rigid_highway,third,71,35,58
llama4_maverick,curiosity,first,77,33,17
llama4_maverick,curiosity,second,60,83,67
llama4_maverick,curiosity,third,32,82,63
llama4_maverick,gps_imu,first,0,17,17
llama4_maverick,gps_imu,second,78,50,55
llama4_maverick,gps_imu,third,91,100,55
llama4_maverick,mass_spring_damper,first,76,32,40
llama4_maverick,mass_spring_damper,second,94,97,64
llama4_maverick,mass_spring_damper,third,54,33,42
llama4_maverick,uazbus,first,36,38,51
llama4_maverick,uazbus,second,75,50,42
llama4_maverick,uazbus,third,33,47,64
llama4_maverick,scm,first,75,60,12
llama4_maverick,scm,second,61,31,22
