model,system,round,token_seq,char_seq,token_jaccard,rouge1,rouge2,rougeL,syntax_ok
sft-task-32b-3156659,art,first,0.39920948616600793,0.3721016508996476,0.3333333333333333,0.5631067961165048,0.2824675324675325,0.3495145631067961,1
sft-task-32b-3156659,art,second,1.0,0.9987830848798296,1.0,1.0,1.0,1.0,1
sft-task-32b-3156659,art,third,0.9789644012944984,0.9846106963278989,1.0,1.0,0.9922879177377892,0.9846153846153847,1
sft-task-32b-3156659,beam,first,0.43870967741935485,0.34967928822677424,0.3473053892215569,0.4662162162162162,0.2271186440677966,0.29729729729729726,1
sft-task-32b-3156659,beam,second,0.6634146341463415,0.7412901000344947,0.8129496402877698,0.817109144542773,0.7396449704142012,0.7315634218289085,1
sft-task-32b-3156659,beam,third,0.9947780678851175,0.953859299344916,0.9779411764705882,0.9963724304715841,0.9842424242424243,0.9915356711003627,1
sft-task-32b-3156659,buckling,first,0.17258261933904528,0.1836602156124172,0.2413793103448276,0.3081761006289308,0.15546218487394958,0.18867924528301888,1
sft-task-32b-3156659,buckling,second,1.0,0.993142320338187,1.0,1.0,1.0,1.0,1
sft-task-32b-3156659,buckling,third,0.8582923558337059,0.9128622661626442,0.6585365853658537,0.8102246320681642,0.6252909231962762,0.785437645236251,1
sft-task-32b-3156659,cable,first,0.3307943416757345,0.3178451178451178,0.25136612021857924,0.41406249999999994,0.19215686274509808,0.3046875,1
sft-task-32b-3156659,cable,second,1.0,0.9942699071329777,1.0,1.0,1.0,1.0,1
sft-task-32b-3156659,cable,third,0.6028537455410226,0.5908282971916103,0.6963350785340314,0.6852846401718583,0.5468245425188375,0.5972073039742213,1
sft-task-32b-3156659,camera,first,0.29635761589403975,0.34984158746039684,0.291866028708134,0.4213483146067416,0.1915492957746479,0.2668539325842697,1
sft-task-32b-3156659,camera,second,0.9419795221843004,0.9352185089974293,0.9876543209876543,0.9953917050691244,0.9861431870669746,0.9101382488479263,1
sft-task-32b-3156659,camera,third,0.9244911359159553,0.8841879769714821,0.9363057324840764,0.9830124575311439,0.9670828603859252,0.8946772366930917,1
sft-task-32b-3156659,citybus,first,0.44969199178644764,0.4171322160148976,0.30337078651685395,0.4826388888888889,0.21951219512195122,0.32291666666666663,1
sft-task-32b-3156659,citybus,second,0.9703588143525741,0.9622497325385908,0.9545454545454546,0.9699248120300752,0.9623115577889447,0.9699248120300752,1
sft-task-32b-3156659,citybus,third,0.9967105263157895,0.997992277992278,0.9866666666666667,0.9974293059125964,0.9948453608247423,0.9974293059125964,1
sft-task-32b-3156659,curiosity,first,0.4141791044776119,0.4129780833691448,0.32894736842105265,0.43518518518518523,0.25077399380804954,0.3271604938271605,1
sft-task-32b-3156659,curiosity,second,0.962882096069869,0.9686284677210267,0.9357798165137615,0.9546351084812624,0.902970297029703,0.9388560157790927,1
sft-task-32b-3156659,curiosity,third,0.7200622083981337,0.6721649484536083,0.7108433734939759,0.8517006802721089,0.7776261937244202,0.6993197278911564,1
sft-task-32b-3156659,feda,first,0.3760848601735776,0.35430891308359475,0.31216931216931215,0.5590062111801242,0.2367601246105919,0.33540372670807456,1
sft-task-32b-3156659,feda,second,0.8997739261492087,0.9186186186186186,0.8224852071005917,0.9086357947434291,0.8607277289836889,0.8936170212765957,1
sft-task-32b-3156659,feda,third,0.7566204287515763,0.7952291274325173,0.7577319587628866,0.8597938144329897,0.7954545454545454,0.7814432989690722,1
sft-task-32b-3156659,gator,first,0.3881511746680286,0.3558451816745656,0.378698224852071,0.5119453924914676,0.21232876712328766,0.33105802047781574,1
sft-task-32b-3156659,gator,second,0.6017874875868917,0.652698282910875,0.6889952153110048,0.7229676400947119,0.6608695652173913,0.675611681136543,1
sft-task-32b-3156659,gator,third,0.9883720930232558,0.9817150063051703,1.0,1.0,0.9920634920634921,0.9894459102902374,1
sft-task-32b-3156659,gear,first,0.3483670295489891,0.30066530194472874,0.3356164383561644,0.4049247606019151,0.17558299039780523,0.29822161422708615,1
sft-task-32b-3156659,gear,second,1.0,0.804915514592934,1.0,1.0,1.0,1.0,1
sft-task-32b-3156659,gear,third,0.8758376034686638,0.8678028558268079,0.7544910179640718,0.9020152883947186,0.8517745302713987,0.8742182070882557,1
sft-task-32b-3156659,gps_imu,first,0.27556200145032633,0.36695123715815364,0.329004329004329,0.5359801488833748,0.26616915422885573,0.3052109181141439,1
sft-task-32b-3156659,gps_imu,second,0.898050139275766,0.8887734967286323,0.905940594059406,0.9435989256938226,0.8968609865470851,0.8845120859444942,1
sft-task-32b-3156659,gps_imu,third,0.9417372881355932,0.937493563999588,0.9259259259259259,0.9745836985100789,0.9482001755926251,0.9412795793163892,1
sft-task-32b-3156659,handler,first,0.4155251141552511,0.25811173456940717,0.36054421768707484,0.5696969696969697,0.27180527383367137,0.3717171717171717,1
sft-task-32b-3156659,handler,second,0.978,0.9905640595512686,0.9827586206896551,0.9909584086799277,0.9764065335753176,0.9909584086799277,1
sft-task-32b-3156659,handler,third,0.8203240058910162,0.8241541495979365,0.7528735632183908,0.874015748031496,0.7684210526315789,0.7926509186351706,1
sft-task-32b-3156659,hmmwv,first,0.33657587548638135,0.253942902775005,0.2358974358974359,0.4152823920265781,0.18333333333333332,0.26910299003322263,1
sft-task-32b-3156659,hmmwv,second,0.7667560321715817,0.7968039674886348,0.6473429951690821,0.8245810055865922,0.7413213885778275,0.7776536312849163,1
sft-task-32b-3156659,hmmwv,third,0.7848797250859106,0.7986449864498645,0.9017341040462428,0.9234234234234233,0.8352144469525961,0.7882882882882883,1
sft-task-32b-3156659,kraz,first,0.43775100401606426,0.3788402848423194,0.27717391304347827,0.5132450331125827,0.2691029900332226,0.3344370860927152,1
sft-task-32b-3156659,kraz,second,0.8242612752721618,0.8148590183499925,0.8404907975460123,0.8453105968331303,0.7936507936507937,0.7892813641900122,1
sft-task-32b-3156659,kraz,third,0.7375971309025703,0.773163652601027,0.6666666666666666,0.8412098298676748,0.6837121212121212,0.7485822306238186,1
sft-task-32b-3156659,lidar,first,0.3255360623781676,0.37786774628879893,0.30097087378640774,0.4845679012345679,0.22291021671826625,0.3179012345679012,0
sft-task-32b-3156659,lidar,second,0.9006451612903226,0.8867943858211249,0.8713450292397661,0.8820224719101124,0.8367729831144466,0.8726591760299626,1
sft-task-32b-3156659,lidar,third,0.7323943661971831,0.7888052681091251,0.5983606557377049,0.8042977743668458,0.6994619523443505,0.7367613200306983,1
sft-task-32b-3156659,m113,first,0.4111627906976744,0.4085432639649507,0.32642487046632124,0.6052227342549923,0.3359013867488444,0.34101382488479265,1
sft-task-32b-3156659,m113,second,0.8409090909090909,0.83429089809495,0.7415730337078652,0.8650793650793651,0.7877984084880637,0.8174603174603174,1
sft-task-32b-3156659,m113,third,0.8811881188118812,0.9099669603524229,0.9341317365269461,0.9631336405529954,0.930715935334873,0.8963133640552995,1
sft-task-32b-3156659,man,first,0.35535714285714287,0.36206299757701627,0.3283582089552239,0.5240963855421688,0.2719033232628399,0.31024096385542166,1
sft-task-32b-3156659,man,second,0.9452495974235104,0.9383593387919048,0.8895705521472392,0.9545454545454546,0.9189873417721518,0.9393939393939393,1
sft-task-32b-3156659,man,third,0.660460021905805,0.6905101481075151,0.7107438016528925,0.8375,0.7584973166368515,0.6892857142857143,1
sft-task-32b-3156659,mass_spring_damper,first,0.46035805626598464,0.3578541599743013,0.384,0.46511627906976744,0.22429906542056074,0.3069767441860465,1
sft-task-32b-3156659,mass_spring_damper,second,0.7671875,0.717088969327491,0.897196261682243,0.9596774193548387,0.9110512129380054,0.75,1
sft-task-32b-3156659,mass_spring_damper,third,0.9813407049067036,0.9879816189466243,0.9032258064516129,0.9824561403508772,0.9683470105509966,0.9730994152046785,1
sft-task-32b-3156659,particles,first,0.251792828685259,0.2808931310720982,0.23008849557522124,0.31504922644163147,0.1325811001410437,0.1828410689170183,1
sft-task-32b-3156659,particles,second,0.8459099556119214,0.8522467631378522,0.9375,0.9575471698113208,0.91725768321513,0.820754716981132,1
sft-task-32b-3156659,particles,third,0.9289909236518954,0.9413611391411594,0.9395604395604396,0.9598393574297188,0.9336016096579477,0.9136546184738956,1
sft-task-32b-3156659,pendulum,first,0.4966887417218543,0.5106148331954784,0.381294964028777,0.5019920318725101,0.232,0.42231075697211157,1
sft-task-32b-3156659,pendulum,second,0.8631138975966562,0.871193210184723,0.8333333333333334,0.8892921960072595,0.8123861566484517,0.8529945553539021,1
sft-task-32b-3156659,pendulum,third,0.9683885890516577,0.9788472734329516,0.9603960396039604,0.9647058823529412,0.9252948885976409,0.9620915032679738,1
sft-task-32b-3156659,rigid_highway,first,0.35386119257087,0.33447715369333575,0.3197969543147208,0.46614173228346456,0.17377567140600317,0.30236220472440944,1
sft-task-32b-3156659,rigid_highway,second,0.94141689373297,0.9443718986680596,0.9526627218934911,0.9513513513513513,0.9317443120260022,0.9297297297297298,1
sft-task-32b-3156659,rigid_highway,third,0.9678899082568807,0.9767043018436473,0.95625,0.9817739975698663,0.9719853836784409,0.976913730255164,1
sft-task-32b-3156659,rigid_multipatches,first,0.4417831004657352,0.41995490417136416,0.29357798165137616,0.4741275571600482,0.26537997587454765,0.3778580024067389,1
sft-task-32b-3156659,rigid_multipatches,second,0.8971119133574007,0.8926085515412662,0.917910447761194,0.9419152276295133,0.8755905511811025,0.8854003139717426,1
sft-task-32b-3156659,rigid_multipatches,third,0.9687108886107635,0.9436076185733848,1.0,1.0,0.9912472647702407,0.9694323144104804,1
sft-task-32b-3156659,rotor,first,0.394856278366112,0.31026640675763484,0.26976744186046514,0.42391304347826086,0.16893732970027248,0.3016304347826087,1
sft-task-32b-3156659,rotor,second,0.996319018404908,0.9648731530526903,0.9870967741935484,0.9977116704805492,0.9908256880733946,0.9908466819221968,1
sft-task-32b-3156659,rotor,third,0.8382045929018789,0.8288782816229117,0.8888888888888888,0.9499036608863197,0.8494208494208494,0.8439306358381503,1
sft-task-32b-3156659,scm,first,0.3817663817663818,0.4039648400972508,0.3,0.46815286624203817,0.23642172523961663,0.2802547770700637,1
sft-task-32b-3156659,scm,second,0.7470355731225297,0.6939990838295923,0.7602040816326531,0.7820773930753565,0.7326530612244899,0.745417515274949,1
sft-task-32b-3156659,scm,third,0.6250678241996744,0.6570919617011801,0.7081545064377682,0.8185961713764813,0.7105022831050228,0.6636280765724704,0
sft-task-32b-3156659,scm_hill,first,0.2730496453900709,0.27911018421967326,0.20909090909090908,0.4355555555555556,0.12481426448736999,0.26666666666666666,1
sft-task-32b-3156659,scm_hill,second,0.76473769605192,0.721616760131203,0.7468879668049793,0.8701880035810207,0.7946188340807174,0.7591763652641004,0
sft-task-32b-3156659,scm_hill,third,0.9349112426035503,0.941738299904489,0.9047619047619048,0.9504685408299866,0.9234899328859062,0.9344042838018741,1
sft-task-32b-3156659,sedan,first,0.44169096209912534,0.4341178234147804,0.3521739130434783,0.5018359853121175,0.294478527607362,0.31334149326805383,1
sft-task-32b-3156659,sedan,second,0.8483709273182958,0.8724926686217008,0.8143712574850299,0.8175609756097562,0.729227761485826,0.7941463414634147,1
sft-task-32b-3156659,sedan,third,0.8065201984408221,0.7851373182552503,0.6699029126213593,0.8429035752979414,0.7470141150922911,0.7735644637053086,1
sft-task-32b-3156659,sensros,first,0.40545567265964044,0.27967566130533034,0.32673267326732675,0.43318965517241376,0.21166306695464365,0.3254310344827586,1
sft-task-32b-3156659,sensros,second,0.9685251798561151,0.9764353843276604,0.9325842696629213,0.965625,0.9420970266040688,0.9625,1
sft-task-32b-3156659,sensros,third,0.9896068685042928,0.9914658163743787,0.9827586206896551,0.985121378230227,0.9772549019607844,0.985121378230227,1
sft-task-32b-3156659,slider_crank,first,0.4888888888888889,0.38619521490578024,0.4094488188976378,0.5219941348973608,0.28235294117647064,0.3519061583577713,1
sft-task-32b-3156659,slider_crank,second,0.8205470313542361,0.8049091488683455,0.6826347305389222,0.8792710706150343,0.8356164383561644,0.8314350797266513,1
sft-task-32b-3156659,slider_crank,third,0.9846368715083799,0.9272328212054702,0.9111111111111111,0.9816849816849818,0.9620563035495716,0.9792429792429793,1
sft-task-32b-3156659,tablecloth,first,0.4115702479338843,0.40361209265802905,0.33157894736842103,0.3941176470588236,0.1592920353982301,0.29117647058823526,1
sft-task-32b-3156659,tablecloth,second,0.7807486631016043,0.7531448355452972,0.8735632183908046,0.869399428026692,0.7908309455587392,0.7931363203050523,1
sft-task-32b-3156659,tablecloth,third,0.9966592427616926,0.9986708019494904,0.9760479041916168,0.9939759036144579,0.9879275653923542,0.9939759036144579,1
sft-task-32b-3156659,turtlebot,first,0.44836272040302266,0.41238839285714285,0.3288590604026846,0.5379876796714579,0.29690721649484536,0.3860369609856263,1
sft-task-32b-3156659,turtlebot,second,0.9182266009852217,0.9182115594329335,0.936,0.9315068493150686,0.8591065292096222,0.8972602739726028,1
sft-task-32b-3156659,turtlebot,third,0.6359945872801083,0.6054451802796174,0.689119170984456,0.8013620885357549,0.6689419795221844,0.5834279228149829,1
sft-task-32b-3156659,uazbus,first,0.35494155154091395,0.37800687285223367,0.2807017543859649,0.48581560283687936,0.24199288256227758,0.30141843971631205,1
