model,system,round,codebleu,ngram_match_score,weighted_ngram_match_score,syntax_match_score,dataflow_match_score,rouge1,rouge2,rougeL,rougeLsum
deepseek-r1,slider_crank,round_3,0.918907996177463,0.8681605479013814,0.878672493763171,0.9845758354755784,0.9442231075697212,0.9791921664626684,0.9644171779141103,0.9645042839657283,0.9791921664626684
deepseek-r1,rotor,round_1,0.2582451836846326,0.06778458172489434,0.07651202439142714,0.681917211328976,0.20676691729323307,0.433378196500673,0.18083670715249664,0.3149394347240915,0.433378196500673
deepseek-r1,rotor,round_2,0.7403645230982817,0.7840185003765479,0.7844882594367631,0.7952069716775599,0.5977443609022557,0.9583333333333333,0.91415313225058,0.9444444444444445,0.9560185185185185
deepseek-r1,rotor,round_3,0.6218788436452479,0.5892980081643663,0.5964729340045531,0.7276119402985075,0.5741324921135647,0.9155470249520153,0.8019230769230768,0.8637236084452975,0.9136276391554703
deepseek-r1,scm_hill,round_1,0.23862243735121028,0.03940437722201682,0.05510655779230289,0.6768802228412256,0.18309859154929578,0.5079872204472843,0.28205128205128205,0.3194888178913738,0.5015974440894568
deepseek-r1,scm_hill,round_2,0.6213011148310832,0.613426572379718,0.6213984395985144,0.9141221374045801,0.3362573099415205,0.8791773778920308,0.7948497854077253,0.7077977720651242,0.8757497857754927
deepseek-r1,scm_hill,round_3,0.8759253290530915,0.9091389218941086,0.9120114772621114,0.9556786703601108,0.7268722466960352,0.9587217043941411,0.9425901201602137,0.9587217043941411,0.9587217043941411
deepseek-r1,cable,round_1,0.3753553619080694,0.15468334153275026,0.17015324741666327,0.7491039426523297,0.42748091603053434,0.4608501118568233,0.2651685393258427,0.348993288590604,0.4608501118568233
deepseek-r1,cable,round_2,0.9445070616870335,0.9111165822443544,0.9144084552611609,0.9825783972125436,0.9699248120300752,0.9941520467836257,0.990215264187867,0.9941520467836257,0.9941520467836257
deepseek-r1,cable,round_3,0.4572293094059904,0.32122971490070695,0.33936263799661703,0.7929203539823009,0.37540453074433655,0.6866310160427808,0.5273311897106109,0.5454545454545454,0.6866310160427808
deepseek-r1,rigid_multipatches,round_1,0.44719777382363907,0.22855410888387934,0.2419367732998046,0.8202764976958525,0.4980237154150198,0.7237442922374429,0.5331807780320366,0.5776255707762556,0.7214611872146119
deepseek-r1,rigid_multipatches,round_2,0.7909615274544483,0.777327017899915,0.7839135700276524,0.9667673716012085,0.6358381502890174,0.940251572327044,0.8801261829652998,0.9150943396226415,0.940251572327044
deepseek-r1,rigid_multipatches,round_3,0.7829443406523475,0.8101150527980705,0.8140797374611309,0.9977011494252873,0.5098814229249012,1.0,0.9934354485776805,0.9694323144104804,1.0
deepseek-r1,handler,round_1,0.4637621156693832,0.10978209544797268,0.12169222274286813,0.623574144486692,0.0,0.5386064030131826,0.30245746691871456,0.30508474576271183,0.5348399246704332
deepseek-r1,handler,round_2,0.9462936477145769,0.9232777776782136,0.9314938827771636,0.9304029304029304,0.0,0.972972972972973,0.9475587703435805,0.9657657657657657,0.972972972972973
deepseek-r1,handler,round_3,0.7120892340113839,0.6210262438115504,0.6284762332157139,0.8658227848101265,0.7330316742081447,0.8906048906048905,0.8077419354838709,0.7438867438867439,0.8906048906048905
deepseek-r1,hmmwv,round_1,0.3341681900364755,0.11545731719743998,0.12219013071483338,0.7851239669421488,0.31390134529147984,0.6216596343178622,0.3723554301833569,0.4191279887482419,0.6216596343178622
deepseek-r1,hmmwv,round_2,0.6223720571391522,0.5950570338719726,0.5988357802805993,0.8813559322033898,0.41423948220064727,0.7729083665338645,0.6926147704590818,0.7051792828685258,0.7729083665338645
deepseek-r1,hmmwv,round_3,0.6782527697641021,0.647402715978462,0.6785335331459739,0.8809523809523809,0.5061224489795918,0.9107763615295481,0.8501742160278746,0.8876013904982618,0.9084588644264195
deepseek-r1,buckling,round_1,0.2512536362315986,0.046714930128171454,0.06593339536962387,0.72859450726979,0.16377171215880892,0.32708333333333334,0.15657620041753656,0.21666666666666665,0.32708333333333334
deepseek-r1,buckling,round_2,0.9729959568801683,0.9499901957890553,0.9510533093514079,0.9983844911147012,0.9925558312655087,0.9938271604938271,0.9876352395672334,0.9938271604938271,0.9938271604938271
deepseek-r1,buckling,round_3,0.6413140417701042,0.5020656987902711,0.5087301805451635,0.9192245557350566,0.6352357320099256,0.8470948012232415,0.6891271056661562,0.7981651376146789,0.8455657492354739
deepseek-r1-8b,gator,round_1,0.17996354436115738,0.0025488214801119356,0.004646768458804169,0.6005509641873278,0.11210762331838565,0.23937007874015748,0.0726698262243286,0.15433070866141732,0.23937007874015748
deepseek-r1-8b,gator,round_2,0.7076755288204308,0.6556540069009263,0.6643946719745046,0.9156378600823045,0.5950155763239875,0.7620927936821323,0.7121661721068249,0.7285291214215203,0.7620927936821323
deepseek-r1-8b,gator,round_3,0.9454648195180619,0.9350873892595906,0.9364579874673659,1.0,0.9103139013452914,0.9973614775725593,0.9947089947089947,0.9973614775725593,0.9973614775725593
deepseek-r1,lidar,round_1,0.27043891452739255,0.05972844260299124,0.07404825648110844,0.6130952380952381,0.33488372093023255,0.5313868613138686,0.27232796486090777,0.3795620437956204,0.5284671532846715
deepseek-r1,lidar,round_2,0.7229475089746171,0.7645294468625984,0.767244870399462,0.8859416445623343,0.4740740740740741,0.897489539748954,0.8364779874213837,0.8723849372384938,0.897489539748954
deepseek-r1,lidar,round_3,0.647989194673286,0.6501252430708286,0.6592604740262913,0.8652482269503546,0.41732283464566927,0.8316831683168316,0.7471074380165289,0.6699669966996701,0.8283828382838284
deepseek-r1-8b,feda,round_1,0.2089089577382387,0.0040184168370101985,0.005628211037463134,0.6914600550964187,0.13452914798206278,0.2739273927392739,0.07615894039735098,0.1551155115511551,0.2739273927392739
deepseek-r1-8b,feda,round_2,0.758718116862009,0.7074046514186787,0.8122214392177626,0.9413333333333334,0.5739130434782609,0.8578199052132702,0.819477434679335,0.8507109004739337,0.8578199052132702
deepseek-r1-8b,feda,round_3,0.6088563568984353,0.6265498975934202,0.64530452540518,0.9112050739957717,0.25236593059936907,0.8506224066390041,0.7837837837837838,0.7800829875518672,0.8485477178423236
deepseek-r1-8b,pendulum,round_1,0.26991084100592494,0.00853176072424849,0.009123898381418588,0.6557377049180327,0.40625,0.2690582959641255,0.08108108108108107,0.18385650224215247,0.2690582959641255
deepseek-r1-8b,pendulum,round_2,0.8986931804448559,0.8063460302153186,0.8077953706937403,0.9960159362549801,0.9846153846153847,0.94,0.899598393574297,0.928,0.94
deepseek-r1-8b,pendulum,round_3,0.8006326818358327,0.6754841244124793,0.7073586658323034,0.9713467048710601,0.8483412322274881,0.9594771241830066,0.8885976408912188,0.8888888888888887,0.9594771241830066
deepseek-r1-8b,curiosity,round_1,0.20014327290550116,0.012954754684046766,0.018527163883370206,0.5089285714285714,0.2601626016260163,0.24252491694352163,0.08666666666666667,0.18272425249169438,0.23920265780730898
deepseek-r1-8b,curiosity,round_2,0.8401926687455936,0.859107617092609,0.8641291825510118,0.943089430894309,0.6944444444444444,0.9392712550607287,0.9065040650406504,0.9392712550607287,0.9392712550607287
deepseek-r1-8b,curiosity,round_3,0.6512223210635,0.5593141223910596,0.5954369240939775,0.884180790960452,0.5659574468085107,0.8168249660786974,0.7292517006802721,0.6865671641791045,0.8141112618724559
deepseek-r1-8b,vehros,round_1,0.3973163907251851,0.01462838334034632,0.020583125506339898,0.5540540540540541,0.0,0.2606635071090047,0.07142857142857144,0.17061611374407581,0.2606635071090047
deepseek-r1-8b,vehros,round_2,0.5978336517013388,0.5141626459543901,0.5484714346555863,0.8978494623655914,0.4308510638297872,0.797564687975647,0.7236641221374045,0.7031963470319635,0.797564687975647
deepseek-r1-8b,vehros,round_3,0.6810252642856709,0.65542580792708,0.673483586418307,0.8933601609657947,0.5018315018315018,0.8692879914984059,0.7880724174653887,0.7545164718384697,0.8692879914984059
deepseek-r1-8b,man,round_1,0.20963572994216048,0.0044234843196149076,0.005251876862756673,0.6225895316804407,0.2062780269058296,0.2531017369727047,0.0572139303482587,0.13647642679900746,0.2531017369727047
deepseek-r1-8b,man,round_2,0.7901881120281439,0.8563693545754351,0.8594547662160846,0.9864130434782609,0.4585152838427948,0.9618320610687023,0.9387755102040817,0.9516539440203563,0.9618320610687023
deepseek-r1-8b,man,round_3,0.6009252351284916,0.5724719572421623,0.5882686412402549,0.8872180451127819,0.3557422969187675,0.7635135135135135,0.6751269035532996,0.6469594594594594,0.7618243243243243
deepseek-r1-8b,gear,round_1,0.25624010194392605,0.008571397484663377,0.009640253483084437,0.616504854368932,0.3902439024390244,0.16177957532861478,0.038500506585612965,0.10920121334681496,0.16177957532861478
deepseek-r1-8b,gear,round_2,0.8621154494290284,0.9033665981794051,0.9042931292413869,0.9927184466019418,0.6480836236933798,0.9943502824858758,0.9807474518686297,0.9740112994350282,0.9943502824858758
deepseek-r1-8b,gear,round_3,0.6899742326112085,0.5647848988813922,0.6552263535704284,0.9462686567164179,0.5936170212765958,0.8264571054354943,0.7540983606557375,0.6326129666011787,0.8264571054354943
deepseek-r1-8b,art,round_1,0.22828107898853423,0.004681356499771216,0.005575134931153375,0.6550802139037433,0.24778761061946902,0.24739583333333334,0.05744125326370757,0.1328125,0.24479166666666669
deepseek-r1-8b,art,round_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
deepseek-r1-8b,art,round_3,0.9413506103258135,0.9255054194361741,0.9266416151187004,0.9973262032085561,0.915929203539823,1.0,0.9922879177377892,0.9846153846153847,1.0
deepseek-r1-8b,rigid_highway,round_1,0.18700563403861267,0.003560235873845223,0.004584530991071456,0.5844155844155844,0.15546218487394958,0.2682926829268293,0.04892966360856269,0.1615853658536585,0.2652439024390244
deepseek-r1-8b,rigid_highway,round_2,0.8572615958388976,0.8773745569821406,0.8801441836227859,0.9688249400479616,0.7027027027027027,0.9516310461192351,0.9289740698985344,0.9043869516310462,0.9516310461192351
deepseek-r1-8b,rigid_highway,round_3,0.8680778597808276,0.8975484214935558,0.9007466241871318,0.965,0.7090163934426229,0.9829683698296837,0.9731707317073172,0.9781021897810218,0.9829683698296837
deepseek-r1-8b,mass_spring_damper,round_1,0.15378292515900432,0.002110763866154865,0.0038939526428782645,0.4305555555555556,0.17857142857142858,0.2672413793103448,0.07792207792207793,0.1939655172413793,0.2672413793103448
deepseek-r1-8b,mass_spring_damper,round_2,0.6510354074063425,0.4138298093097846,0.7231597527299916,0.9190751445086706,0.5480769230769231,0.7906976744186046,0.7369589345172032,0.7464008859357696,0.7906976744186046
deepseek-r1-8b,mass_spring_damper,round_3,0.8285749070959905,0.7393534156940957,0.7498911854877397,0.957286432160804,0.8677685950413223,0.972027972027972,0.9322429906542056,0.745920745920746,0.9696969696969697
deepseek-r1-8b,gps_imu,round_1,0.19342642668659757,0.004167242083298357,0.005408108949117931,0.6115879828326181,0.15254237288135594,0.2798459563543004,0.05148005148005148,0.15404364569961487,0.2798459563543004
deepseek-r1-8b,gps_imu,round_2,0.7870976689886813,0.8003167228529743,0.8006451208064497,0.945054945054945,0.6023738872403561,0.928436911487759,0.9075471698113208,0.8870056497175142,0.928436911487759
deepseek-r1-8b,gps_imu,round_3,0.7888754329732798,0.9059008247461569,0.9063612647195942,0.98014440433213,0.3630952380952381,0.9656992084432717,0.9427312775330396,0.9357959542656112,0.9656992084432717
deepseek-r1-8b,uazbus,round_1,0.18773201083004268,0.0030901129910549494,0.005197502405361281,0.6170798898071626,0.12556053811659193,0.26865671641791045,0.06988352745424292,0.1724709784411277,0.26533996683250416
deepseek-r1-8b,uazbus,round_2,0.8038980510661174,0.6658618404824326,0.7664472257871898,0.9447004608294931,0.8385826771653543,0.8425357873210634,0.7909836065573771,0.7750511247443762,0.8425357873210634
deepseek-r1-8b,uazbus,round_3,0.8457191999770357,0.845068318740707,0.848357608369313,0.9504950495049505,0.7389558232931727,0.953405017921147,0.9221556886227545,0.8936678614097969,0.953405017921147
deepseek-r1-8b,scm,round_1,0.4111961094098001,0.005621734688521235,0.006214726072066536,0.6329479768786127,0.0,0.26541554959785524,0.0510752688172043,0.17426273458445043,0.26541554959785524
deepseek-r1-8b,scm,round_2,0.627795463560206,0.6077226036391948,0.6174591882827433,0.9665970772442589,0.3194029850746269,0.8219663418954827,0.7169476486246673,0.6288751107174491,0.8219663418954827
deepseek-r1-8b,scm,round_3,0.5831141046799161,0.5535870283534435,0.6145295719936819,0.8664047151277013,0.29793510324483774,0.7480245829675154,0.654353562005277,0.6865671641791045,0.7462686567164178
deepseek-r1-8b,veh_app,round_1,0.23785145211610703,0.002062967765014412,0.0035806648613366087,0.5465686274509803,0.39919354838709675,0.1530758226037196,0.03581661891117479,0.10014306151645207,0.1530758226037196
deepseek-r1-8b,veh_app,round_2,0.8065750207112321,0.7942643774421987,0.8038038578181363,0.8879003558718861,0.7403314917127072,0.8841567291311754,0.8020477815699659,0.7836456558773424,0.8841567291311754
deepseek-r1-8b,veh_app,round_3,0.8814740280346318,0.8474405997435238,0.8518274268021764,0.9708141321044547,0.8558139534883721,0.9356984478935698,0.9030347890451518,0.9238728750923874,0.9356984478935698
deepseek-r1,beam,round_1,0.3687885866335301,0.11548655639958555,0.12528371017275935,0.7983651226158038,0.43601895734597157,0.46794871794871795,0.24437299035369775,0.2916666666666667,0.46794871794871795
deepseek-r1,beam,round_2,0.580458480950727,0.45725209039836145,0.48794367461670596,0.9002433090024331,0.47639484978540775,0.7805596465390279,0.723781388478582,0.7098674521354933,0.7746686303387335
deepseek-r1,beam,round_3,0.9136882716090737,0.8182175876677836,0.8540113744618479,0.9906542056074766,0.991869918699187,0.9903614457831325,0.9710144927536232,0.9807228915662651,0.9855421686746988
deepseek-r1-8b,beam,round_1,0.23244015578918226,0.0023828557515669343,0.002690602354863238,0.6403269754768393,0.2843601895734597,0.19335347432024166,0.05151515151515152,0.14803625377643503,0.19335347432024166
deepseek-r1-8b,beam,round_2,0.4188678851717948,0.21394879575250061,0.25043913226590236,0.8248175182481752,0.38626609442060084,0.6249999999999999,0.4810495626822157,0.561046511627907,0.6249999999999999
deepseek-r1-8b,beam,round_3,0.9349714525458843,0.9365479863054916,0.946829959733984,0.9906542056074766,0.8658536585365854,0.985576923076923,0.9807228915662651,0.951923076923077,0.985576923076923
deepseek-r1-8b,sedan,round_1,0.1782546863864563,0.004209760742228964,0.009718119674721658,0.592896174863388,0.10619469026548672,0.14893617021276595,0.03554502369668246,0.10401891252955084,0.14893617021276595
deepseek-r1-8b,sedan,round_2,0.5993803647574515,0.3980819053799481,0.5441920618718303,0.9617834394904459,0.4934640522875817,0.724534986713906,0.5732031943212067,0.5615589016829052,0.724534986713906
