Test Model,System,Round,Score Document,Score Reference,Score Reference Document
mistral-nemo-12b-instruct,art,first,14,0,17
mistral-nemo-12b-instruct,art,second,25,20,12
mistral-nemo-12b-instruct,art,third,39,90,90
mistral-nemo-12b-instruct,vehros,first,12,0,20
mistral-nemo-12b-instruct,vehros,second,87,30,40
mistral-nemo-12b-instruct,vehros,third,88,32,47
mistral-nemo-12b-instruct,pendulum,first,2,2,0
mistral-nemo-12b-instruct,pendulum,second,25,30,37
mistral-nemo-12b-instruct,pendulum,third,47,54,48
mistral-nemo-12b-instruct,rigid_highway,first,0,0,29
mistral-nemo-12b-instruct,rigid_highway,second,32,52,39
mistral-nemo-12b-instruct,rigid_highway,third,7,17,32
mistral-nemo-12b-instruct,curiosity,first,30,15,15
mistral-nemo-12b-instruct,curiosity,second,75,52,27
mistral-nemo-12b-instruct,curiosity,third,42,19,59
mistral-nemo-12b-instruct,gps_imu,first,14,0,27
mistral-nemo-12b-instruct,gps_imu,second,57,52,41
mistral-nemo-12b-instruct,gps_imu,third,32,74,77
mistral-nemo-12b-instruct,mass_spring_damper,first,37,22,25
mistral-nemo-12b-instruct,mass_spring_damper,second,49,50,50
mistral-nemo-12b-instruct,mass_spring_damper,third,14,20,55
mistral-nemo-12b-instruct,uazbus,first,0,0,7
mistral-nemo-12b-instruct,uazbus,second,22,65,73
mistral-nemo-12b-instruct,uazbus,third,12,42,55
mistral-nemo-12b-instruct,scm,first,0,0,15
mistral-nemo-12b-instruct,scm,second,15,15,10
mistral-nemo-12b-instruct,scm,third,12,30,25
mistral-nemo-12b-instruct,veh_app,first,14,0,15
mistral-nemo-12b-instruct,veh_app,second,12,17,37
mistral-nemo-12b-instruct,veh_app,third,15,67,72
mistral-nemo-12b-instruct,sedan,first,37,17,37
mistral-nemo-12b-instruct,sedan,second,12,12,52
mistral-nemo-12b-instruct,sedan,third,12,12,39
mistral-nemo-12b-instruct,citybus,first,20,12,7
mistral-nemo-12b-instruct,citybus,second,52,25,37
mistral-nemo-12b-instruct,citybus,third,42,30,40
mistral-nemo-12b-instruct,beam,first,47,30,17
mistral-nemo-12b-instruct,beam,second,32,65,73
mistral-nemo-12b-instruct,beam,third,80,85,69
mistral-nemo-12b-instruct,sensros,first,25,0,12
mistral-nemo-12b-instruct,sensros,second,25,14,17
mistral-nemo-12b-instruct,sensros,third,20,67,32
mistral-nemo-12b-instruct,camera,first,20,0,20
mistral-nemo-12b-instruct,camera,second,12,67,68
mistral-nemo-12b-instruct,camera,third,88,2,25
mistral-nemo-12b-instruct,particles,first,27,25,27
mistral-nemo-12b-instruct,particles,second,70,62,62
mistral-nemo-12b-instruct,particles,third,39,63,65
mistral-nemo-12b-instruct,kraz,first,32,0,2
mistral-nemo-12b-instruct,kraz,second,42,37,47
mistral-nemo-12b-instruct,kraz,third,57,35,0
mistral-nemo-12b-instruct,m113,first,12,20,25
mistral-nemo-12b-instruct,m113,second,12,34,54
mistral-nemo-12b-instruct,m113,third,12,12,37
mistral-nemo-12b-instruct,tablecloth,first,32,27,32
mistral-nemo-12b-instruct,tablecloth,second,42,12,70
mistral-nemo-12b-instruct,tablecloth,third,0,67,67
mistral-nemo-12b-instruct,rotor,first,0,7,12
mistral-nemo-12b-instruct,rotor,second,12,57,80
mistral-nemo-12b-instruct,rotor,third,60,29,65
mistral-nemo-12b-instruct,scm_hill,first,0,2,2
mistral-nemo-12b-instruct,scm_hill,second,12,0,15
mistral-nemo-12b-instruct,scm_hill,third,54,12,34
mistral-nemo-12b-instruct,viper,first,12,35,20
mistral-nemo-12b-instruct,viper,second,47,72,69
mistral-nemo-12b-instruct,viper,third,79,29,30
mistral-nemo-12b-instruct,buckling,first,24,12,22
mistral-nemo-12b-instruct,buckling,second,95,67,59
mistral-nemo-12b-instruct,buckling,third,42,25,29
mistral-nemo-12b-instruct,slider_crank,first,30,17,0
mistral-nemo-12b-instruct,slider_crank,second,0,0,17
mistral-nemo-12b-instruct,slider_crank,third,59,80,62
mistral-nemo-12b-instruct,turtlebot,first,22,15,42
mistral-nemo-12b-instruct,turtlebot,second,56,70,57
mistral-nemo-12b-instruct,turtlebot,third,42,29,39
mistral-nemo-12b-instruct,rigid_multipatches,first,2,27,19
mistral-nemo-12b-instruct,rigid_multipatches,second,44,29,39
mistral-nemo-12b-instruct,rigid_multipatches,third,22,78,57
mistral-nemo-12b-instruct,cable,first,25,10,27
mistral-nemo-12b-instruct,cable,second,60,75,86
mistral-nemo-12b-instruct,cable,third,42,32,27
mistral-nemo-12b-instruct,hmmwv,first,60,40,10
mistral-nemo-12b-instruct,hmmwv,second,24,25,27
mistral-nemo-12b-instruct,hmmwv,third,78,69,49
mistral-nemo-12b-instruct,handler,first,17,20,42
mistral-nemo-12b-instruct,handler,second,20,15,10
mistral-nemo-12b-instruct,handler,third,82,14,30
mistral-nemo-12b-instruct,lidar,first,0,0,27
mistral-nemo-12b-instruct,lidar,second,12,20,32
mistral-nemo-12b-instruct,lidar,third,20,0,2
mixtral-8x22b-instruct-v0.1,gator,first,30,0,22
mixtral-8x22b-instruct-v0.1,gator,second,29,15,27
mixtral-8x22b-instruct-v0.1,gator,third,86,80,80
mixtral-8x22b-instruct-v0.1,gear,first,12,27,42
mixtral-8x22b-instruct-v0.1,gear,second,60,88,88
mixtral-8x22b-instruct-v0.1,gear,third,64,62,42
mixtral-8x22b-instruct-v0.1,feda,first,22,0,12
mixtral-8x22b-instruct-v0.1,feda,second,12,12,32
mixtral-8x22b-instruct-v0.1,feda,third,12,37,20
mixtral-8x22b-instruct-v0.1,man,first,59,0,19
mixtral-8x22b-instruct-v0.1,man,second,42,12,54
mixtral-8x22b-instruct-v0.1,man,third,12,32,32
mixtral-8x22b-instruct-v0.1,art,first,40,25,0
mixtral-8x22b-instruct-v0.1,art,second,72,96,90
mixtral-8x22b-instruct-v0.1,art,third,42,90,90
mixtral-8x22b-instruct-v0.1,vehros,first,17,12,25
mixtral-8x22b-instruct-v0.1,vehros,second,77,49,42
mixtral-8x22b-instruct-v0.1,vehros,third,28,0,32
mixtral-8x22b-instruct-v0.1,pendulum,first,100,0,17
mixtral-8x22b-instruct-v0.1,pendulum,second,62,22,42
mixtral-8x22b-instruct-v0.1,pendulum,third,87,27,42
mixtral-8x22b-instruct-v0.1,rigid_highway,first,47,10,27
mixtral-8x22b-instruct-v0.1,rigid_highway,second,12,82,77
mixtral-8x22b-instruct-v0.1,rigid_highway,third,83,90,77
mixtral-8x22b-instruct-v0.1,curiosity,first,42,2,15
mixtral-8x22b-instruct-v0.1,curiosity,second,27,47,60
mixtral-8x22b-instruct-v0.1,curiosity,third,27,44,55
mixtral-8x22b-instruct-v0.1,gps_imu,first,0,12,19
mixtral-8x22b-instruct-v0.1,gps_imu,second,78,14,67
mixtral-8x22b-instruct-v0.1,gps_imu,third,70,83,62
mixtral-8x22b-instruct-v0.1,mass_spring_damper,first,52,10,5
mixtral-8x22b-instruct-v0.1,mass_spring_damper,second,12,57,63
mixtral-8x22b-instruct-v0.1,mass_spring_damper,third,69,20,24
mixtral-8x22b-instruct-v0.1,uazbus,first,7,0,2
mixtral-8x22b-instruct-v0.1,uazbus,second,19,67,70
mixtral-8x22b-instruct-v0.1,uazbus,third,44,27,27
mixtral-8x22b-instruct-v0.1,scm,first,30,15,47
mixtral-8x22b-instruct-v0.1,scm,second,12,32,27
mixtral-8x22b-instruct-v0.1,scm,third,12,31,52
mixtral-8x22b-instruct-v0.1,veh_app,first,57,0,12
mixtral-8x22b-instruct-v0.1,veh_app,second,12,39,37
mixtral-8x22b-instruct-v0.1,veh_app,third,12,19,39
mixtral-8x22b-instruct-v0.1,sedan,first,37,8,12
mixtral-8x22b-instruct-v0.1,sedan,second,19,14,27
mixtral-8x22b-instruct-v0.1,sedan,third,12,0,12
mixtral-8x22b-instruct-v0.1,citybus,first,10,20,30
mixtral-8x22b-instruct-v0.1,citybus,second,12,29,34
mixtral-8x22b-instruct-v0.1,citybus,third,12,65,65
mixtral-8x22b-instruct-v0.1,beam,first,60,25,15
mixtral-8x22b-instruct-v0.1,beam,second,57,39,45
mixtral-8x22b-instruct-v0.1,beam,third,22,63,34
mixtral-8x22b-instruct-v0.1,sensros,first,50,17,20
mixtral-8x22b-instruct-v0.1,sensros,second,17,34,47
mixtral-8x22b-instruct-v0.1,sensros,third,29,67,69
mixtral-8x22b-instruct-v0.1,camera,first,12,0,12
mixtral-8x22b-instruct-v0.1,camera,second,44,77,62
mixtral-8x22b-instruct-v0.1,camera,third,7,17,12
mixtral-8x22b-instruct-v0.1,particles,first,30,7,0
mixtral-8x22b-instruct-v0.1,particles,second,17,73,72
mixtral-8x22b-instruct-v0.1,particles,third,42,57,57
mixtral-8x22b-instruct-v0.1,kraz,first,0,4,12
mixtral-8x22b-instruct-v0.1,kraz,second,57,57,50
mixtral-8x22b-instruct-v0.1,kraz,third,14,25,17
mixtral-8x22b-instruct-v0.1,m113,first,32,15,0
mixtral-8x22b-instruct-v0.1,m113,second,27,14,32
mixtral-8x22b-instruct-v0.1,m113,third,12,57,47
mixtral-8x22b-instruct-v0.1,tablecloth,first,45,17,12
mixtral-8x22b-instruct-v0.1,tablecloth,second,12,34,54
mixtral-8x22b-instruct-v0.1,tablecloth,third,32,42,70
mixtral-8x22b-instruct-v0.1,rotor,first,10,37,0
mixtral-8x22b-instruct-v0.1,rotor,second,82,73,70
mixtral-8x22b-instruct-v0.1,rotor,third,57,50,60
mixtral-8x22b-instruct-v0.1,scm_hill,first,22,2,17
mixtral-8x22b-instruct-v0.1,scm_hill,second,12,52,32
mixtral-8x22b-instruct-v0.1,scm_hill,third,57,62,54
mixtral-8x22b-instruct-v0.1,viper,first,45,17,30
mixtral-8x22b-instruct-v0.1,viper,second,62,79,87
mixtral-8x22b-instruct-v0.1,viper,third,79,12,29
mixtral-8x22b-instruct-v0.1,buckling,first,15,20,27
mixtral-8x22b-instruct-v0.1,buckling,second,12,72,67
mixtral-8x22b-instruct-v0.1,buckling,third,52,0,34
mixtral-8x22b-instruct-v0.1,slider_crank,first,40,20,45
mixtral-8x22b-instruct-v0.1,slider_crank,second,79,52,49
mixtral-8x22b-instruct-v0.1,slider_crank,third,79,62,73
mixtral-8x22b-instruct-v0.1,turtlebot,first,55,7,17
mixtral-8x22b-instruct-v0.1,turtlebot,second,86,56,70
mixtral-8x22b-instruct-v0.1,turtlebot,third,30,7,32
mixtral-8x22b-instruct-v0.1,rigid_multipatches,first,12,20,42
mixtral-8x22b-instruct-v0.1,rigid_multipatches,second,21,44,12
mixtral-8x22b-instruct-v0.1,rigid_multipatches,third,12,82,67
mixtral-8x22b-instruct-v0.1,cable,first,44,5,25
mixtral-8x22b-instruct-v0.1,cable,second,60,86,67
mixtral-8x22b-instruct-v0.1,cable,third,17,37,42
mixtral-8x22b-instruct-v0.1,hmmwv,first,47,0,47
mixtral-8x22b-instruct-v0.1,hmmwv,second,7,0,12
mixtral-8x22b-instruct-v0.1,hmmwv,third,77,55,47
mixtral-8x22b-instruct-v0.1,handler,first,45,22,25
mixtral-8x22b-instruct-v0.1,handler,second,42,75,55
mixtral-8x22b-instruct-v0.1,handler,third,42,30,32
mixtral-8x22b-instruct-v0.1,lidar,first,17,12,9
mixtral-8x22b-instruct-v0.1,lidar,second,27,12,34
mixtral-8x22b-instruct-v0.1,lidar,third,7,22,24
llama3.3-70b-sft1,gator,first,37,0,7
llama3.3-70b-sft1,gator,second,27,32,32
llama3.3-70b-sft1,gator,third,83,62,60
llama3.3-70b-sft1,gear,first,42,17,17
llama3.3-70b-sft1,gear,second,64,69,79
llama3.3-70b-sft1,gear,third,17,29,50
llama3.3-70b-sft1,feda,first,12,0,32
llama3.3-70b-sft1,feda,second,17,52,48
llama3.3-70b-sft1,feda,third,12,30,37
llama3.3-70b-sft1,man,first,15,12,30
llama3.3-70b-sft1,man,second,84,14,57
llama3.3-70b-sft1,man,third,17,32,27
llama3.3-70b-sft1,art,first,27,2,15
llama3.3-70b-sft1,art,second,59,85,90
llama3.3-70b-sft1,art,third,62,85,85
llama3.3-70b-sft1,vehros,first,15,20,25
llama3.3-70b-sft1,vehros,second,2,25,10
llama3.3-70b-sft1,vehros,third,88,12,29
llama3.3-70b-sft1,pendulum,first,27,15,12
llama3.3-70b-sft1,pendulum,second,44,45,45
llama3.3-70b-sft1,pendulum,third,74,45,55
llama3.3-70b-sft1,rigid_highway,first,14,7,35
llama3.3-70b-sft1,rigid_highway,second,12,65,80
llama3.3-70b-sft1,rigid_highway,third,12,72,80
llama3.3-70b-sft1,curiosity,first,14,54,39
llama3.3-70b-sft1,curiosity,second,62,68,65
llama3.3-70b-sft1,curiosity,third,40,22,54
llama3.3-70b-sft1,gps_imu,first,9,20,14
llama3.3-70b-sft1,gps_imu,second,77,62,57
llama3.3-70b-sft1,gps_imu,third,82,73,74
llama3.3-70b-sft1,mass_spring_damper,first,52,27,25
llama3.3-70b-sft1,mass_spring_damper,second,67,69,62
llama3.3-70b-sft1,mass_spring_damper,third,49,28,68
llama3.3-70b-sft1,uazbus,first,12,12,20
llama3.3-70b-sft1,uazbus,second,93,47,59
llama3.3-70b-sft1,uazbus,third,84,29,44
llama3.3-70b-sft1,scm,first,37,12,10
llama3.3-70b-sft1,scm,second,12,29,52
llama3.3-70b-sft1,scm,third,12,12,37
llama3.3-70b-sft1,veh_app,first,15,0,2
llama3.3-70b-sft1,veh_app,second,0,14,42
llama3.3-70b-sft1,veh_app,third,27,62,59
llama3.3-70b-sft1,sedan,first,12,2,24
llama3.3-70b-sft1,sedan,second,83,14,42
llama3.3-70b-sft1,sedan,third,12,14,25
llama3.3-70b-sft1,citybus,first,37,50,12
llama3.3-70b-sft1,citybus,second,64,87,77
llama3.3-70b-sft1,citybus,third,54,88,30
llama3.3-70b-sft1,beam,first,87,25,27
llama3.3-70b-sft1,beam,second,65,47,53
llama3.3-70b-sft1,beam,third,78,72,80
llama3.3-70b-sft1,sensros,first,0,17,12
llama3.3-70b-sft1,sensros,second,30,49,42
llama3.3-70b-sft1,sensros,third,15,67,80
llama3.3-70b-sft1,camera,first,32,22,37
llama3.3-70b-sft1,camera,second,68,62,52
llama3.3-70b-sft1,camera,third,12,16,32
llama3.3-70b-sft1,particles,first,5,20,12
llama3.3-70b-sft1,particles,second,37,70,62
llama3.3-70b-sft1,particles,third,82,62,62
llama3.3-70b-sft1,kraz,first,24,7,37
llama3.3-70b-sft1,kraz,second,40,75,57
llama3.3-70b-sft1,kraz,third,27,0,32
llama3.3-70b-sft1,m113,first,24,2,27
llama3.3-70b-sft1,m113,second,12,25,35
llama3.3-70b-sft1,m113,third,7,32,37
llama3.3-70b-sft1,tablecloth,first,47,12,12
llama3.3-70b-sft1,tablecloth,second,72,12,51
llama3.3-70b-sft1,tablecloth,third,44,56,66
llama3.3-70b-sft1,rotor,first,22,0,12
llama3.3-70b-sft1,rotor,second,12,83,78
llama3.3-70b-sft1,rotor,third,52,60,59
llama3.3-70b-sft1,scm_hill,first,20,20,30
llama3.3-70b-sft1,scm_hill,second,15,45,29
llama3.3-70b-sft1,scm_hill,third,34,12,59
llama3.3-70b-sft1,viper,first,38,62,27
llama3.3-70b-sft1,viper,second,47,69,85
llama3.3-70b-sft1,viper,third,24,12,27
llama3.3-70b-sft1,buckling,first,12,12,27
llama3.3-70b-sft1,buckling,second,42,69,72
llama3.3-70b-sft1,buckling,third,12,19,32
llama3.3-70b-sft1,slider_crank,first,7,31,51
llama3.3-70b-sft1,slider_crank,second,69,69,67
llama3.3-70b-sft1,slider_crank,third,49,72,77
llama3.3-70b-sft1,turtlebot,first,88,25,30
llama3.3-70b-sft1,turtlebot,second,64,61,61
llama3.3-70b-sft1,turtlebot,third,27,0,12
llama3.3-70b-sft1,rigid_multipatches,first,14,12,32
llama3.3-70b-sft1,rigid_multipatches,second,37,29,22
llama3.3-70b-sft1,rigid_multipatches,third,12,77,74
llama3.3-70b-sft1,cable,first,25,25,25
llama3.3-70b-sft1,cable,second,52,90,78
llama3.3-70b-sft1,cable,third,54,20,20
llama3.3-70b-sft1,hmmwv,first,75,0,39
llama3.3-70b-sft1,hmmwv,second,44,0,27
llama3.3-70b-sft1,hmmwv,third,32,64,54
llama3.3-70b-sft1,handler,first,67,85,80
llama3.3-70b-sft1,handler,second,60,80,70
llama3.3-70b-sft1,handler,third,64,27,20
llama3.3-70b-sft1,lidar,second,20,45,35
llama3.3-70b-sft1,lidar,third,40,19,7
llama3.1-8b-lora1,gator,first,12,0,35
llama3.1-8b-lora1,gator,second,29,12,29
llama3.1-8b-lora1,gator,third,77,80,77
llama3.1-8b-lora1,gear,first,38,12,32
llama3.1-8b-lora1,gear,second,64,83,69
llama3.1-8b-lora1,gear,third,25,12,42
llama3.1-8b-lora1,feda,first,12,32,22
llama3.1-8b-lora1,feda,second,12,12,47
llama3.1-8b-lora1,feda,third,42,27,37
llama3.1-8b-lora1,man,first,87,34,17
llama3.1-8b-lora1,man,second,12,42,44
llama3.1-8b-lora1,man,third,67,29,49
llama3.1-8b-lora1,art,first,27,20,35
llama3.1-8b-lora1,art,second,32,90,90
llama3.1-8b-lora1,art,third,17,90,83
llama3.1-8b-lora1,vehros,first,25,0,27
llama3.1-8b-lora1,vehros,second,79,35,0
llama3.1-8b-lora1,vehros,third,25,17,27
llama3.1-8b-lora1,pendulum,first,12,10,27
llama3.1-8b-lora1,pendulum,second,62,15,37
llama3.1-8b-lora1,pendulum,third,12,14,31
llama3.1-8b-lora1,rigid_highway,first,17,30,25
llama3.1-8b-lora1,rigid_highway,second,14,64,67
llama3.1-8b-lora1,rigid_highway,third,24,72,72
llama3.1-8b-lora1,curiosity,first,37,12,2
llama3.1-8b-lora1,curiosity,second,84,73,70
llama3.1-8b-lora1,curiosity,third,47,17,49
llama3.1-8b-lora1,gps_imu,first,22,15,17
llama3.1-8b-lora1,gps_imu,second,34,12,47
llama3.1-8b-lora1,gps_imu,third,12,82,75
llama3.1-8b-lora1,mass_spring_damper,first,12,15,29
llama3.1-8b-lora1,mass_spring_damper,second,57,40,54
llama3.1-8b-lora1,mass_spring_damper,third,75,63,35
llama3.1-8b-lora1,uazbus,first,37,22,34
llama3.1-8b-lora1,uazbus,second,78,59,62
llama3.1-8b-lora1,uazbus,third,12,32,29
llama3.1-8b-lora1,scm,first,25,25,7
llama3.1-8b-lora1,scm,second,32,19,34
llama3.1-8b-lora1,scm,third,14,2,15
llama3.1-8b-lora1,veh_app,first,12,0,49
llama3.1-8b-lora1,veh_app,second,12,12,20
llama3.1-8b-lora1,veh_app,third,15,39,37
llama3.1-8b-lora1,sedan,first,7,15,17
llama3.1-8b-lora1,sedan,second,19,22,22
llama3.1-8b-lora1,sedan,third,12,40,30
llama3.1-8b-lora1,citybus,first,85,0,37
llama3.1-8b-lora1,citybus,second,12,62,67
llama3.1-8b-lora1,citybus,third,74,72,70
llama3.1-8b-lora1,beam,first,42,2,10
llama3.1-8b-lora1,beam,second,12,12,14
llama3.1-8b-lora1,beam,third,47,70,77
llama3.1-8b-lora1,sensros,first,64,0,12
llama3.1-8b-lora1,sensros,second,57,34,37
llama3.1-8b-lora1,sensros,third,59,72,77
llama3.1-8b-lora1,camera,first,2,0,17
llama3.1-8b-lora1,camera,second,42,50,47
llama3.1-8b-lora1,camera,third,12,40,22
llama3.1-8b-lora1,particles,first,20,7,0
llama3.1-8b-lora1,particles,second,22,83,68
llama3.1-8b-lora1,particles,third,32,50,73
llama3.1-8b-lora1,kraz,first,39,0,37
llama3.1-8b-lora1,kraz,second,54,58,70
llama3.1-8b-lora1,kraz,third,12,10,30
llama3.1-8b-lora1,m113,first,34,25,30
llama3.1-8b-lora1,m113,second,49,12,34
llama3.1-8b-lora1,m113,third,12,62,39
llama3.1-8b-lora1,tablecloth,first,0,0,10
llama3.1-8b-lora1,tablecloth,second,88,29,51
llama3.1-8b-lora1,tablecloth,third,36,27,34
llama3.1-8b-lora1,rotor,first,12,20,12
llama3.1-8b-lora1,rotor,second,57,67,72
llama3.1-8b-lora1,rotor,third,59,40,45
llama3.1-8b-lora1,scm_hill,first,32,27,25
llama3.1-8b-lora1,scm_hill,second,17,44,44
llama3.1-8b-lora1,scm_hill,third,54,54,44
llama3.1-8b-lora1,viper,first,22,12,32
llama3.1-8b-lora1,viper,second,72,84,80
llama3.1-8b-lora1,viper,third,45,40,44
llama3.1-8b-lora1,buckling,first,25,7,10
llama3.1-8b-lora1,buckling,second,0,17,37
llama3.1-8b-lora1,buckling,third,22,15,0
llama3.1-8b-lora1,slider_crank,first,0,7,12
llama3.1-8b-lora1,slider_crank,second,59,37,57
llama3.1-8b-lora1,slider_crank,third,87,57,62
llama3.1-8b-lora1,turtlebot,first,34,12,12
llama3.1-8b-lora1,turtlebot,second,63,75,68
llama3.1-8b-lora1,turtlebot,third,55,19,32
llama3.1-8b-lora1,rigid_multipatches,first,30,7,20
llama3.1-8b-lora1,rigid_multipatches,second,0,34,47
llama3.1-8b-lora1,rigid_multipatches,third,14,77,67
llama3.1-8b-lora1,cable,first,30,0,10
llama3.1-8b-lora1,cable,second,84,70,78
llama3.1-8b-lora1,cable,third,59,0,32
llama3.1-8b-lora1,hmmwv,first,12,35,30
llama3.1-8b-lora1,hmmwv,second,17,0,17
llama3.1-8b-lora1,hmmwv,third,12,55,49
llama3.1-8b-lora1,handler,first,30,12,27
llama3.1-8b-lora1,handler,second,50,55,86
llama3.1-8b-lora1,handler,third,74,30,40
llama3.1-8b-lora1,lidar,first,49,20,32
llama3.1-8b-lora1,lidar,second,2,62,32
llama3.1-8b-lora1,lidar,third,0,27,12
gpt-4.1,gator,first,27,9,24
gpt-4.1,gator,second,44,0,44
gpt-4.1,gator,third,52,67,64
gpt-4.1,gear,first,84,12,12
gpt-4.1,gear,second,59,52,73
gpt-4.1,gear,third,47,67,54
gpt-4.1,feda,first,7,0,27
gpt-4.1,feda,second,44,69,62
gpt-4.1,feda,third,74,30,37
gpt-4.1,man,first,88,12,17
gpt-4.1,man,second,22,72,75
gpt-4.1,man,third,91,29,47
gpt-4.1,art,first,87,25,0
gpt-4.1,art,second,12,77,82
gpt-4.1,art,third,67,85,80
gpt-4.1,vehros,first,37,20,5
gpt-4.1,vehros,second,67,15,49
gpt-4.1,vehros,third,77,0,32
gpt-4.1,pendulum,first,74,32,27
gpt-4.1,pendulum,second,12,40,42
gpt-4.1,pendulum,third,60,42,44
gpt-4.1,rigid_highway,first,85,17,27
gpt-4.1,rigid_highway,second,77,62,82
gpt-4.1,rigid_highway,third,80,54,54
gpt-4.1,curiosity,first,32,27,14
gpt-4.1,curiosity,second,47,39,37
gpt-4.1,curiosity,third,87,34,54
gpt-4.1,gps_imu,first,95,5,0
gpt-4.1,gps_imu,second,37,57,34
gpt-4.1,gps_imu,third,49,62,64
gpt-4.1,mass_spring_damper,first,69,30,32
gpt-4.1,mass_spring_damper,second,90,55,68
gpt-4.1,mass_spring_damper,third,52,52,73
gpt-4.1,uazbus,first,62,12,0
gpt-4.1,uazbus,second,49,72,77
gpt-4.1,uazbus,third,9,12,14
gpt-4.1,scm,first,84,0,27
gpt-4.1,scm,second,87,29,76
gpt-4.1,scm,third,12,12,27
